gene	value_1	value_2	log2(fold_change)	p_value
TMEM201	1.37171	2.21609	0.692035	0.5206
PIK3CD	1.04251	0.632769	-0.720317	0.7934
NMNAT1	1.83468	1.12636	-0.703857	0.49625
RBP7	5.87294	15.9184	1.43854	0.17955
UBE4B	4.80104	2.64616	-0.859448	0.30605
KIF1B	2.79688	2.35133	-0.250339	0.7675
PGD	35.6523	22.4147	-0.669545	0.41715
APITD1	4.10006	2.49629	-0.715862	0.51095
APITD1-CORT	4.10006	2.49629	-0.715862	0.51095
CORT	4.10006	2.49629	-0.715862	0.51095
PEX14	19.8182	8.73247	-1.18236	0.1746
TARDBP	17.876	13.6299	-0.391253	0.6367
UBIAD1	5.73841	4.32027	-0.409528	0.6327
FBXO44	2.79297	3.65196	0.38687	0.7855
FBXO6	7.29206	3.59543	-1.02016	0.32515
AGTRAP	15.6151	10.4651	-0.577362	0.5264
CLCN6	2.12848	1.28394	-0.729239	0.44395
PLOD1	51.3801	45.4897	-0.175671	0.8407
MFN2	28.1902	12.1556	-1.21358	0.15605
MIIP	7.37457	7.54757	0.0334541	0.9708
TNFRSF1B	11.3812	6.79816	-0.743442	0.3635
VPS13D	1.56713	1.05068	-0.576802	0.48845
PDPN	0.140098	0.372053	1.40908	0.34145
PRDM2	2.58246	1.4813	-0.801888	0.43435
KAZN	1.85209	0.760671	-1.28381	0.3061
TMEM51	5.05642	1.95732	-1.36923	0.2032
FHAD1	0.241692	0.0581062	-2.05641	0.18805
EFHD2	33.7126	14.4668	-1.22054	0.14485
DNAJC16	4.53499	1.47727	-1.61817	0.4209
DDI2	4.14931	2.038	-1.02572	0.29435
RSC1A1	4.14931	2.038	-1.02572	0.29435
PLEKHM2	5.1778	5.54142	0.097916	0.90885
SLC25A34	0.112345	0.838032	2.89907	0.08775
TMEM82	26.8412	11.013	-1.28524	0.14285
FBLIM1	2.27819	5.12323	1.16916	0.2415
SPEN	3.09374	1.82879	-0.758461	0.3714
C1orf144	17.9028	12.8053	-0.48345	0.56
NECAP2	18.2081	10.1973	-0.836401	0.3129
MST1P2	2.41038	1.96754	-0.292866	0.79125
CROCC	0.79993	0.85526	0.0964896	0.9339
ARHGEF10L	29.2658	8.96607	-1.70667	0.04615
IGSF21	0.454994	0.85602	0.911798	0.54135
KLHDC7A	0.783487	1.02682	0.390207	0.73465
MRTO4	10.3008	7.17639	-0.52143	0.5366
PQLC2	10.8544	4.1141	-1.39963	0.1514
C1orf151-NBL1	14.0211	8.75781	-0.678957	0.4458
MINOS1	14.0211	8.75781	-0.678957	0.4458
NBL1	14.0211	8.75781	-0.678957	0.4458
OTUD3	0.20567	0.260672	0.341909	0.79705
PLA2G5	1.12217	1.79034	0.673951	0.59945
UBXN10	1.77906	1.75805	-0.0171378	0.9874
FAM43B	0.619587	0.493822	-0.327315	0.82695
CDA	25.7411	7.52659	-1.774	0.07475
PINK1	68.0614	34.0577	-0.998859	0.25265
NBPF3	1.1745	0.587266	-0.999959	0.40415
ALPL	72.6562	7.22459	-3.3301	0.00035
LINC00339	4.76248	3.4728	-0.455613	0.67345
CDC42	67.0699	44.7905	-0.582471	0.5083
ZBTB40	0.425693	0.79806	0.906685	0.39675
C1QA	160.573	56.7932	-1.49944	0.09065
C1QC	122.402	47.3743	-1.36946	0.10575
C1QB	154.979	56.4598	-1.45678	0.09395
EPHB2	0.167706	0.288768	0.783977	0.59045
KDM1A	8.24587	5.39394	-0.612333	0.46805
C1orf213	0.393813	0.135022	-1.54432	0.7001
RPL11	1039.29	587.233	-0.823596	0.42845
TCEB3	9.12233	3.72674	-1.29149	0.1655
PITHD1	30.9753	14.5805	-1.08708	0.2006
LYPLA2	56.7652	16.7646	-1.75959	0.0424
PNRC2	20.9078	15.2348	-0.456673	0.5794
NIPAL3	0.687882	0.935467	0.443525	0.69195
RCAN3	0.837022	1.4471	0.789827	0.49975
C1orf130	1.08449	0.684503	-0.663886	0.56885
SRRM1	12.7074	4.9626	-1.3565	0.1068
CLIC4	18.3155	26.1022	0.511111	0.55475
TMEM50A	20.0982	16.2252	-0.308829	0.7107
TMEM57	15.8597	8.54201	-0.892715	0.2844
LDLRAP1	9.50333	6.28314	-0.596948	0.4811
MAN1C1	11.7047	6.40079	-0.870766	0.2991
SEPN1	6.54409	10.9985	0.749041	0.36925
FAM54B	24.5364	16.6943	-0.555571	0.5118
PDIK1L	1.81715	1.75744	-0.0482037	0.95775
FAM110D	0.810342	0.818929	0.015208	0.98555
ZNF593	70.3306	33.6819	-1.06218	0.2242
CNKSR1	1.07561	0.0989646	-3.4421	0.0478
CEP85	1.12115	1.01498	-0.143522	0.90165
SH3BGRL3	116.968	64.5567	-0.857473	0.3113
CD52	15.4281	11.7495	-0.392966	0.75375
DHDDS	5.4513	4.02918	-0.436115	0.6213
HMGN2	88.5271	52.3674	-0.757451	0.3998
RPS6KA1	3.73225	2.32985	-0.679804	0.4823
ARID1A	6.06514	3.833	-0.662066	0.42065
PIGV	14.3593	6.8499	-1.06783	0.2105
ZDHHC18	10.1727	4.95686	-1.0372	0.23735
SFN	1.48349	17.3208	3.54543	0.0124
NUDC	89.2379	52.4913	-0.765579	0.36455
TRNP1	2.81625	1.13241	-1.31437	0.3009
WDTC1	10.6598	6.44328	-0.726316	0.38385
TMEM222	27.6059	13.8828	-0.991672	0.24855
LOC644961	0.263023	0.2534	-0.0537739	0.8176
SYTL1	0.478338	0.278774	-0.778934	0.61205
GPR3	0.985102	0.523679	-0.911591	0.51925
FAM76A	1.90603	1.4397	-0.404803	0.6939
STX12	9.31461	6.42283	-0.536287	0.51345
PPP1R8	11.3409	6.41798	-0.821347	0.33525
C1orf38	5.8698	1.50313	-1.96534	0.10025
SMPDL3B	0.373199	0.186223	-1.00292	0.5051
XKR8	8.21776	5.23094	-0.651674	0.4825
ATPIF1	220.56	130.345	-0.758834	0.40945
SESN2	7.57548	6.26113	-0.274913	0.75045
MED18	10.2422	4.35436	-1.23399	0.18805
PHACTR4	5.98882	2.81341	-1.08995	0.1979
RCC1	6.89985	5.68418	-0.279611	0.7461
TRNAU1AP	3.19809	2.33805	-0.451903	0.68725
RAB42	0.728497	0.410389	-0.827932	0.5813
GMEB1	1.72622	0.928073	-0.895304	0.4396
YTHDF2	29.6394	8.84748	-1.74418	0.04165
EPB41	3.22291	1.46923	-1.1333	0.2626
PTPRU	2.29535	2.83346	0.303853	0.741
LOC100129196	0.215187	0.178611	-0.268766	0.86615
ZCCHC17	5.98068	4.7748	-0.324869	0.73175
SERINC2	118.762	43.7131	-1.44194	0.10165
TINAGL1	31.0027	16.0036	-0.953996	0.25325
KHDRBS1	34.9425	17.3032	-1.01394	0.2264
TMEM39B	9.02847	3.57218	-1.33768	0.1876
KPNA6	6.52022	3.0693	-1.08701	0.19705
TXLNA	17.3183	6.62531	-1.38623	0.10125
CCDC28B	0.909573	1.73922	0.935182	0.52345
IQCC	0.189932	0.303201	0.674787	0.6514
EIF3I	89.4395	82.4016	-0.11824	0.89075
FAM167B	6.93256	4.90961	-0.49778	0.6607
LCK	1.70138	1.45397	-0.226713	0.85275
HDAC1	25.5628	13.9668	-0.872044	0.2902
TSSK3	0.0936138	0.550997	2.55725	0.1989
ZBTB8A	0.772787	0.413473	-0.902276	0.41235
RBBP4	3.97384	4.03292	0.0212905	0.9846
KIAA1522	5.83614	3.62878	-0.685529	0.44565
S100PBP	1.72011	1.2458	-0.465424	0.8893
ADC	0.155055	0.813897	2.39207	0.1505
ZNF362	4.67828	6.78593	0.53657	0.5466
GJB3	1.46989	0.52314	-1.49044	0.2799
GJA4	11.2198	13.7788	0.296403	0.7349
ZMYM1	0.517089	0.783141	0.598861	0.61965
ZMYM4	2.89018	2.99285	0.050359	0.9514
NCDN	2.81088	3.7408	0.412324	0.6714
EIF2C4	1.57684	1.48735	-0.0842937	0.92505
EIF2C1	1.87321	2.82292	0.591674	0.4962
EIF2C3	0.832695	0.756791	-0.137892	0.9081
ADPRHL2	16.7745	9.478	-0.823611	0.34335
MAP7D1	9.50044	9.81965	0.0476779	0.9551
THRAP3	20.597	13.5458	-0.604584	0.4684
SH3D21	0.234642	0.204338	-0.199499	0.8933
ZC3H12A	6.20389	0.789185	-2.97474	0.0215
DNALI1	14.4469	0.695712	-4.37613	0.2467
CDCA8	0.212264	2.65732	3.64604	0.02165
MANEAL	4.19052	13.8352	1.72315	0.0541
C1orf122	20.1146	22.0329	0.131414	0.9132
UTP11L	8.74912	7.74759	-0.17539	0.829
AKIRIN1	27.6939	14.2823	-0.95534	0.24795
NDUFS5	212.442	248.31	0.225077	0.79405
MACF1	3.83453	4.69272	0.291377	0.7415
KIAA0754	0.119143	1.87212	3.9739	0.3548
BMP8A	0.0572169	0.403506	2.81808	0.22155
PPIE	11.7847	22.0425	0.903374	0.362
MFSD2A	20.338	104.936	2.36726	0.00915
CAP1	44.8077	65.2592	0.542433	0.5444
RLF	1.82177	1.18176	-0.624409	0.49495
ZMPSTE24	15.3809	23.2431	0.595664	0.47525
SMAP2	27.7851	24.8999	-0.158171	0.8482
ZNF643	0.283818	0.317348	0.161102	0.9133
ZNF642	0.725257	1.41848	0.967786	0.4528
DEM1	1.43919	1.62281	0.173241	0.88285
ZNF684	3.23731	1.10101	-1.55597	0.1694
NFYC	14.5493	14.1061	-0.0446353	0.95775
KCNQ4	0.279394	0.0999517	-1.483	0.34225
CTPS	6.41296	10.1419	0.661267	0.43095
GUCA2B	4.9592	2.80899	-0.820055	0.5541
PPCS	43.3806	54.8318	0.337963	0.6859
CCDC30	0.0740239	0.158579	1.09914	0.48255
PPIH	8.10074	10.3627	0.355275	0.7283
YBX1	207.991	211.854	0.0265519	0.97865
C1orf50	12.1979	6.64408	-0.876485	0.3768
ERMAP	4.31031	3.64974	-0.239998	0.823
ZNF691	5.4522	4.0697	-0.421914	0.671
WDR65	0.270945	0.244794	-0.146432	0.8188
TMEM125	0.555612	0.34971	-0.667916	0.66055
TIE1	7.65757	10.5675	0.464678	0.5749
MPL	0.121235	0.284549	1.23087	0.41975
CDC20	0.362686	6.54194	4.17293	0.01205
SZT2	1.09826	1.26557	0.204573	0.89025
PTPRF	17.7742	29.4031	0.726183	0.414
KDM4A	5.15659	7.69615	0.57772	0.48405
ST3GAL3	5.24071	7.81076	0.575701	0.52175
ARTN	0.100759	0.362115	1.84554	0.2672
IPO13	5.33116	8.80399	0.723708	0.3777
DPH2	5.38238	9.63874	0.8406	0.3342
ATP6V0B	110.774	92.1036	-0.26629	0.7552
B4GALT2	17.1492	16.1355	-0.0879031	0.91445
CCDC24	1.53382	3.86536	1.33347	0.42145
DMAP1	14.6951	14.655	-0.00394274	0.9959
RNF220	9.20264	10.0904	0.132871	0.87645
C1orf228	0.72163	0.591455	-0.286989	0.84045
KIF2C	0.160239	1.49193	3.21889	0.0352
RPS8	888.004	1161.56	0.38743	0.7191
PLK3	12.6637	2.38577	-2.40817	0.0215
BTBD19	1.46689	0.343542	-2.0942	0.17855
UROD	68.4049	54.7734	-0.320623	0.70455
LOC400752	0.787695	1.05429	0.420562	0.7657
TOE1	3.47665	2.22626	-0.643077	0.67885
MMACHC	7.60203	15.3718	1.01583	0.8039
AKR1A1	174.859	187.009	0.0969107	0.9144
NASP	12.5945	12.4371	-0.0181337	0.9824
TMEM69	8.12128	9.69176	0.255051	0.797
MAST2	1.30421	3.04748	1.22444	0.2035
TSPAN1	3.54642	3.00911	-0.237027	0.82755
RAD54L	0.133106	0.978126	2.87744	0.50965
UQCRH	118.357	187.644	0.664848	0.4208
NSUN4	2.77405	3.20793	0.209647	0.81555
FAAH	26.8667	30.4091	0.178683	0.82845
CYP4B1	0.372573	0.149708	-1.31538	0.4127
CYP4X1	2.37397	1.62225	-0.549309	0.62255
CYP4A22	49.6912	13.1478	-1.91817	0.02915
CMPK1	64.0976	54.4122	-0.23634	0.79975
FOXD2	0.100094	1.26991	3.66531	0.0342
SLC5A9	2.11766	3.58877	0.761023	0.4281
CDKN2C	1.57562	15.8039	3.32629	0.0106
RNF11	23.2839	21.3932	-0.122183	0.88015
OSBPL9	18.0457	17.2675	-0.0635967	0.96505
BTF3L4	7.21112	7.27135	0.0120004	0.98875
ZFYVE9	3.21647	5.83944	0.86035	0.2998
PRPF38A	6.50521	4.70183	-0.468373	0.59115
GPX7	4.00823	13.6546	1.76835	0.0918
FAM159A	0.526461	0.0303413	-4.11697	0.222
ZYG11B	3.40008	3.96451	0.221577	0.7846
SCP2	284.578	403.468	0.503629	0.6775
PODN	7.5492	15.1661	1.00645	0.22815
CPT2	31.3675	8.29096	-1.91966	0.10285
LOC100507564	0.387807	0.0477596	-3.02147	0.3725
DIO1	45.0711	70.6395	0.648273	0.455
LRRC42	10.8459	8.62996	-0.329718	0.6999
TCEANC2	0.541412	0.889399	0.716103	0.5467
MRPL37	85.1554	99.1827	0.219991	0.79725
ACOT11	0.153837	0.256314	0.736512	0.76155
HEATR8	8.26772	9.13975	0.144664	0.8623
TTC4	8.26772	9.13975	0.144664	0.8623
PCSK9	10.7837	11.2327	0.0588469	0.94375
PRKAA2	0.278164	0.933218	1.74628	0.10995
C8A	227.529	83.0213	-1.45449	0.166
FGGY	34.3354	109.901	1.67844	0.0606
HOOK1	13.5968	3.34971	-2.02116	0.02325
NFIA	9.08572	5.93597	-0.614118	0.46835
INADL	2.56175	3.32144	0.374677	0.6511
USP1	3.87964	4.66994	0.267482	0.7467
ANGPTL3	135.877	103.209	-0.396729	0.69775
ATG4C	2.797	4.57917	0.711208	0.43455
ALG6	1.75672	4.28258	1.2856	0.1823
EFCAB7	0.206603	0.932573	2.17436	0.17015
DLEU2L	0.0992035	0.229851	1.21224	0.7321
PGM1	137.986	80.0917	-0.784801	0.40505
CACHD1	0.592147	0.850942	0.523107	0.6453
RAVER2	0.432265	2.61958	2.59935	0.56025
AK4	26.5055	18.068	-0.552849	0.5363
DNAJC6	0.0976429	0.360481	1.88433	0.1903
LEPR	58.4901	43.3179	-0.433228	0.65985
LEPROT	58.4901	43.3179	-0.433228	0.65985
PDE4B	3.96363	2.64294	-0.584682	0.5068
SGIP1	0.0230322	0.410359	4.15516	0.0614
TCTEX1D1	0.231962	0.04082	-2.50654	0.2143
MIER1	9.61135	4.43769	-1.11493	0.1889
GADD45A	43.0289	25.4904	-0.755351	0.35015
LOC100289178	0.345408	0.125635	-1.45907	0.3151
SRSF11	10.4943	14.3917	0.45563	0.5793
HHLA3	11.0944	6.65806	-0.736656	0.477
CTH	23.5213	19.6252	-0.261262	0.7497
ZRANB2-AS1	0.265331	0.301129	0.182593	0.6127
FPGT	1.65864	2.57893	0.636774	0.481
FPGT-TNNI3K	1.65864	2.57893	0.636774	0.481
TNNI3K	1.65864	2.57893	0.636774	0.481
TYW3	3.34851	2.54049	-0.398413	0.88725
ACADM	100.145	61.2789	-0.708623	0.4566
RABGGTB	26.3916	46.4054	0.814215	0.3231
ST6GALNAC3	0.597015	0.94273	0.659077	0.61345
FAM73A	1.67429	2.42998	0.537391	0.54795
NEXN	0.575957	1.14739	0.994325	0.3958
DNAJB4	5.91458	5.6626	-0.062812	0.94215
GIPC2	6.41593	6.85634	0.0957794	0.90995
MGC27382	0.179925	0.253795	0.49627	0.76805
PTGFR	0.159142	8.44645	5.72996	0.00045
IFI44L	0.588873	0.370083	-0.670109	0.5733
IFI44	2.10641	2.13524	0.019611	0.9852
LPHN2	7.9893	3.61106	-1.14565	0.17545
PRKACB	4.75774	5.51026	0.211842	0.8027
SAMD13	0.139688	0.283381	1.02053	0.51125
DNASE2B	0.215764	0.202708	-0.0900518	0.95265
RPF1	9.94857	10.7756	0.115203	0.94815
CYR61	33.0596	75.8441	1.19797	0.17465
SH3GLB1	7.2971	8.41788	0.206133	0.7982
HS2ST1	5.0017	6.46551	0.370345	0.69095
LOC339524	1.01654	0.766969	-0.406425	0.76265
LMO4	6.37287	6.96926	0.12906	0.86945
PKN2	3.19477	3.65929	0.195851	0.81445
GBP1P1	0.230082	0.816045	1.8265	0.2668
LRRC8B	1.59913	0.531528	-1.58907	0.1118
LRRC8C	1.2752	1.19169	-0.0977189	0.9155
LRRC8D	5.17531	9.74038	0.912331	0.2626
ZNF326	4.0826	3.31559	-0.300225	0.7387
CDC7	0.144108	0.626717	2.12067	0.1438
KIAA1107	0.18426	0.407819	1.14619	0.40135
RPAP2	1.21158	1.53981	0.345863	0.768
RPL5	513.799	665.414	0.373048	0.7463
MTF2	1.81784	1.36445	-0.41391	0.67295
CCDC18	0.0946402	0.199258	1.07411	0.46185
DR1	6.90875	6.84813	-0.0127134	0.98885
FNBP1L	3.05318	4.12623	0.434511	0.61345
LOC100129046	1.14675	3.27811	1.51532	0.53335
ABCD3	52.6006	22.7575	-1.20874	0.1773
SLC44A3	1.27639	2.05938	0.690138	0.5357
LOC729970	5.57995	10.4401	0.903814	0.36325
RWDD3	37.4833	28.1709	-0.412043	0.6993
TMEM56	37.4833	28.1709	-0.412043	0.6993
TMEM56-RWDD3	37.4833	28.1709	-0.412043	0.6993
FLJ31662	0.306694	0.0166673	-4.2017	0.1799
PTBP2	1.54507	1.19063	-0.375951	0.73075
SNX7	3.82943	8.6333	1.17278	0.20515
PALMD	7.89531	19.4562	1.30116	0.18855
AGL	10.2746	7.59489	-0.43598	0.6072
SLC35A3	5.6001	8.76681	0.646599	0.4576
HIAT1	12.3901	9.3885	-0.400216	0.6279
CCDC76	0.861534	1.22332	0.505823	0.6619
RTCD1	5.91225	6.93838	0.230893	0.78435
CDC14A	0.586599	0.527327	-0.153675	0.899
GPR88	8.6011	69.4878	3.01417	0.002
VCAM1	7.51202	4.93013	-0.607576	0.47165
SLC30A7	3.10065	3.40386	0.134599	0.8675
S1PR1	12.9641	9.54214	-0.442139	0.58835
AMY2B	0.773071	4.77484	2.62678	0.02985
RNPC3	0.773071	4.77484	2.62678	0.02985
LOC100129138	0.033672	0.280363	3.05767	0.2698
PRMT6	9.12457	8.97441	-0.0239393	0.97795
FAM102B	1.85927	1.18665	-0.647844	0.49635
PRPF38B	6.10111	4.58301	-0.412776	0.61795
STXBP3	7.54517	8.45014	0.163423	0.8417
GPSM2	0.0287278	0.640991	4.47978	0.2701
TMEM167B	9.48373	9.3109	-0.0265345	0.97445
SCARNA2	1.12681	0.535793	-1.0725	0.56235
KIAA1324	0.657075	0.318913	-1.0429	0.39385
SARS	61.3708	86.108	0.488594	0.5737
CELSR2	1.50608	1.93763	0.363495	0.6794
SYPL2	2.4531	0.310069	-2.98395	0.0291
ATXN7L2	0.435909	0.441233	0.0175166	0.98725
CYB561D1	0.205418	1.06305	2.37158	0.0686
GNAI3	11.2352	11.29	0.00701877	0.99235
AMPD2	7.42857	19.9139	1.42262	0.1007
GSTM4	23.8403	35.9724	0.593486	0.47165
GSTM2	1.36568	2.92404	1.09835	0.39005
GSTM1	133.483	86.9271	-0.618775	0.4734
GSTM5	2.1461	1.79132	-0.260694	0.83465
CSF1	24.1351	4.08668	-2.56213	0.00495
AHCYL1	24.021	22.648	-0.0849151	0.9213
FAM40A	3.47315	2.59452	-0.420779	0.6512
KCNC4	0.769333	0.489811	-0.651382	0.6266
RBM15	2.34132	1.2379	-0.919429	0.40535
CD53	8.44731	5.51021	-0.616385	0.5045
CEPT1	14.5088	14.8896	0.0373684	0.97185
ATP5F1	51.4544	62.0546	0.270245	0.78825
C1orf162	11.7287	2.70714	-2.1152	0.07655
RAP1A	31.2867	25.7476	-0.281111	0.72905
DDX20	1.47181	1.96966	0.420362	0.73085
CTTNBP2NL	1.24502	1.76997	0.507558	0.5895
CAPZA1	26.5269	21.9726	-0.271751	0.73955
MOV10	12.9424	14.4064	0.154603	0.8523
LRIG2	0.411504	0.438637	0.0921207	0.9471
MAGI3	1.73857	1.71594	-0.0189023	0.98295
DCLRE1B	0.497405	1.36402	1.45537	0.24175
HIPK1	5.71711	4.3065	-0.40877	0.61625
OLFML3	18.5259	9.26496	-0.99969	0.24105
VANGL1	0.73775	1.05692	0.518663	0.58855
SLC22A15	0.073894	0.266076	1.84831	0.2229
MAB21L3	0.214462	0.363858	0.762652	0.5965
ATP1A1	73.5149	67.8644	-0.115381	0.90315
CD2	1.80917	0.987365	-0.873672	0.49855
PTGFRN	3.44414	3.31536	-0.0549804	0.9489
CD101	0.0917247	0.218942	1.25517	0.39795
TTF2	0.307327	0.87153	1.50377	0.21935
MAN1A2	3.55186	4.4578	0.327757	0.69195
FAM46C	4.74491	1.09028	-2.12169	0.031
WDR3	6.64514	5.29668	-0.327211	0.6881
HAO2	118.793	43.2586	-1.4574	0.1071
PHGDH	118.133	121.265	0.0377535	0.96545
EMBP1	0.562665	0.576035	0.0338816	0.97735
SRGAP2P2	1.78779	4.32614	1.2749	0.318
NBPF9	0.451804	0.687981	0.606671	0.67485
SEC22B	27.7805	26.1355	-0.0880602	0.9103
NOTCH2NL	2.47106	1.32917	-0.894603	0.3492
HFE2	109.101	149.783	0.457206	0.6248
TXNIP	19.2298	13.9536	-0.462709	0.5718
LIX1L	2.91857	3.24297	0.152053	0.89815
RBM8A	6.80909	4.75799	-0.51711	0.6592
PEX11B	11.581	14.8248	0.356243	0.67085
ANKRD35	0.844039	0.416143	-1.02023	0.44805
PIAS3	2.18856	2.90609	0.409096	0.6832
RNF115	8.4263	9.30047	0.142405	0.8684
PDZK1	10.1679	10.2794	0.0157353	0.9838
PDIA3P	3.50824	3.4189	-0.037216	0.9681
CHD1L	6.34755	7.47297	0.235481	0.7766
BCL9	1.26811	1.16472	-0.122694	0.8972
NBPF15	0.631841	0.666753	0.0775914	0.94745
NBPF16	0.631841	0.666753	0.0775914	0.94745
NBPF16	0.0477434	0.472853	3.30802	0.0718
LOC645166	0.526321	0.648294	0.300707	0.8424
LOC388692	0.22092	0.241144	0.12637	0.91675
FAM91A2	1.20317	3.01877	1.32712	0.31055
LOC728855	1.20317	3.01877	1.32712	0.31055
FCGR1A	0.40071	0.193748	-1.04837	0.51415
HIST2H2AC	1.12547	1.02278	-0.138036	0.92735
BOLA1	16.716	14.9236	-0.163626	0.8646
VPS45	2.69234	4.63483	0.783656	0.4018
PLEKHO1	15.6326	6.97266	-1.16478	0.19245
CA14	1.38407	6.63901	2.26206	0.05705
C1orf54	8.08736	8.82701	0.126257	0.912
C1orf51	0.388499	3.80636	3.29243	0.0272
MRPS21	89.938	93.2132	0.0516044	0.9529
PRPF3	4.88278	4.24523	-0.201859	0.81575
RPRD2	4.33289	3.76713	-0.201863	0.80855
TARS2	10.494	9.78009	-0.101649	0.9047
ECM1	47.4246	5.92778	-3.00007	0.0024
ADAMTSL4	4.4076	3.43485	-0.359747	0.6879
SETDB1	3.464	4.29085	0.308827	0.723
ANXA9	16.744	23.893	0.512942	0.533
PRUNE	3.44739	3.94226	0.193518	0.8312
BNIPL	0.35936	0.307111	-0.22667	0.87195
C1orf56	4.27595	4.65758	0.123336	0.9521
MLLT11	0.706191	8.89413	3.65472	0.00845
GABPB2	0.672627	1.90096	1.49885	0.2565
SCNM1	7.4347	7.02771	-0.0812195	0.9365
TNFAIP8L2	7.4347	7.02771	-0.0812195	0.9365
TNFAIP8L2-SCNM1	7.4347	7.02771	-0.0812195	0.9365
PIP5K1A	8.10675	4.80911	-0.753353	0.3712
PSMD4	72.6145	70.8147	-0.0362079	0.9647
ZNF687	3.5885	3.06968	-0.22529	0.88015
PSMB4	223.498	152.163	-0.554643	0.5241
CGN	14.4535	14.3518	-0.0101891	0.98985
TUFT1	1.71802	1.10284	-0.639526	0.5712
SNX27	3.0719	4.01866	0.387585	0.6391
OAZ3	0.849778	1.10701	0.381515	0.7981
LOC100132111	0.192795	0.572979	1.57141	0.4311
SPRR1A	0.217836	0.0259409	-3.06994	0.3208
S100A9	54.3439	4.73868	-3.51956	0.008
S100A1	2.47194	2.82405	0.192122	0.7442
CHTOP	18.9968	14.6551	-0.374349	0.7472
SNAPIN	18.699	14.4942	-0.367489	0.6773
NPR1	5.5765	3.46262	-0.687495	0.439
INTS3	9.0799	6.24763	-0.539368	0.51575
SLC27A3	39.6573	24.5262	-0.693263	0.3948
CREB3L4	4.51316	8.5737	0.925779	0.8281
RPS27	2398.33	2323.86	-0.0455072	0.9665
UBAP2L	12.7653	12.4571	-0.0352521	0.9877
HAX1	74.2303	71.2793	-0.0585245	0.9432
ATP8B2	1.08289	2.72785	1.33288	0.16805
IL6R	8.74478	7.41823	-0.237346	0.7821
TDRD10	0.233495	0.264331	0.178952	0.90675
CKS1B	24.9345	73.994	1.56927	0.0673
FLAD1	14.3351	37.7104	1.39541	0.10035
ZBTB7B	10.3414	17.4294	0.753095	0.36595
ADAM15	9.24578	81.734	3.14407	0.0017
EFNA4	3.91382	6.60313	0.754575	0.8114
EFNA3	0.618726	1.7606	1.50869	0.28725
EFNA1	86.1754	151.801	0.816834	0.36415
SLC50A1	19.9071	14.3569	-0.471541	0.5838
MTX1	28.3081	59.7843	1.07855	0.20165
HCN3	0.465992	1.02093	1.1315	0.6133
FDPS	125.891	440.319	1.80637	0.08635
RUSC1	2.75221	6.55229	1.25141	0.73145
LOC645676	0.386662	0.580539	0.586321	0.6835
MSTO1	1.11103	3.51689	1.66241	0.13925
DAP3	26.8298	40.4135	0.591001	0.49525
SYT11	0.511041	1.63018	1.67352	0.13535
LAMTOR2	103.245	156.546	0.600523	0.4682
RAB25	2.58454	0.551192	-2.22928	0.13355
LMNA	146.354	162.166	0.148011	0.8858
SEMA4A	1.04493	0.356298	-1.55225	0.2295
SLC25A44	15.0605	14.7916	-0.0259951	0.97395
