GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
TSSK3	2.79558	3.10065	0.149422	0.4731
ZBTB8B	0.656287	0.470889	-0.47894	0.05695
ZBTB8A	3.80913	3.21106	-0.246415	0.08755
RBBP4	39.1108	36.1084	-0.115235	0.43385
KIAA1522	26.0558	27.7061	0.088599	0.5173
S100PBP	8.75806	8.52495	-0.0389201	0.9203
HPCA	0.567083	0.296504	-0.935507	0.53595
ADC	2.13364	1.96898	-0.115868	0.5568
ZNF362	4.78389	5.8285	0.28494	0.05235
ZSCAN20	1.77212	1.76745	-0.00380585	0.97795
GJB5	6.87086	5.99735	-0.196164	0.2627
GJB4	0.399728	0.562352	0.492456	0.0815
GJB3	11.7293	16.2225	0.467878	0.001
ZMYM1	12.5269	12.4494	-0.0089561	0.94575
ZMYM4	23.3738	21.9127	-0.0931206	0.457
NCDN	15.4395	16.5444	0.0997216	0.4388
TFAP2E	3.32269	3.20308	-0.0528903	0.7691
EIF2C4	3.54506	3.28552	-0.109689	0.442
EIF2C1	18.7778	18.82	0.00323918	0.9791
EIF2C3	5.58287	4.91904	-0.182631	0.21625
ADPRHL2	18.4652	18.3445	-0.00945962	0.9438
MAP7D1	26.8566	28.9662	0.109095	0.3891
THRAP3	83.464	85.5515	0.0356379	0.77755
SH3D21	1.14044	1.55611	0.448351	0.03615
ZC3H12A	2.69595	3.34545	0.311404	0.06365
CDCA8	25.8099	30.4179	0.237001	0.085
MANEAL	9.58159	10.6603	0.153916	0.2709
C1orf122	22.2552	24.9791	0.166575	0.4573
UTP11L	26.3615	28.8427	0.129778	0.32645
AKIRIN1	43.3033	45.2372	0.0630326	0.62185
NDUFS5	352.795	312.461	-0.175154	0.16275
MACF1	17.3413	13.3951	-0.372509	0.0064
KIAA0754	7.24206	6.5992	-0.134109	0.68905
BMP8A	2.46551	2.52463	0.0341867	0.84135
PPIE	46.865	45.9731	-0.0277216	0.87365
MFSD2A	3.73047	2.85677	-0.384975	0.032
CAP1	127.587	131.276	0.0411186	0.7391
RLF	8.97656	9.00155	0.0040109	0.9749
ZMPSTE24	40.0998	38.1008	-0.073776	0.5639
SMAP2	12.708	11.7341	-0.115029	0.40545
ZNF684	2.25189	1.8304	-0.298972	0.16175
NFYC	25.8796	26.8949	0.0555179	0.6742
KCNQ4	1.06114	1.26231	0.250451	0.19865
CTPS	26.6299	28.4806	0.0969336	0.4502
RIMKLA	1.51768	1.47749	-0.0387175	0.7996
PPCS	40.0064	35.4049	-0.176281	0.2083
PPIH	79.32	92.9069	0.228103	0.08445
YBX1	838.519	766.997	-0.128623	0.3326
C1orf50	7.17043	6.78324	-0.0800856	0.6591
ERMAP	1.9119	2.26122	0.242094	0.3492
ZNF691	5.51453	5.15242	-0.0979868	0.5667
FLJ32224	0.4121	0.743144	0.850648	0.7926
TMEM125	6.12358	5.75385	-0.0898471	0.57705
CDC20	111.248	162.072	0.542847	0.0001
SZT2	2.44629	2.63442	0.106891	0.45135
PTPRF	46.9429	56.968	0.279243	0.0272
KDM4A	20.6116	19.0947	-0.110287	0.3839
ST3GAL3	1.46547	1.39071	-0.0755465	0.72385
ARTN	2.54549	5.49014	1.1089	5e-05
IPO13	7.26343	13.1485	0.856179	5e-05
DPH2	21.8858	51.4939	1.23441	5e-05
ATP6V0B	78.0556	158.499	1.0219	5e-05
B4GALT2	29.9104	72.808	1.28345	5e-05
CCDC24	7.65014	20.849	1.44642	5e-05
DMAP1	13.6192	13.1098	-0.0549969	0.71
RNF220	18.9338	20.6938	0.128234	0.3244
C1orf228	0.767239	0.878907	0.196035	0.5163
KIF2C	28.265	32.5466	0.20349	0.12705
RPS8	1649.51	1507.01	-0.13035	0.3112
PLK3	12.865	15.6167	0.279629	0.0427
BTBD19	1.9649	1.56007	-0.332842	0.1467
UROD	42.5102	36.7712	-0.209233	0.11095
TOE1	9.16077	9.08945	-0.0112759	0.96275
MMACHC	7.73543	8.45374	0.128108	0.88755
AKR1A1	70.8908	76.146	0.103171	0.4212
NASP	85.9259	96.7198	0.170717	0.1877
TMEM69	39.1018	36.7585	-0.0891576	0.6231
MAST2	17.0332	19.5053	0.195515	0.12275
TSPAN1	14.4478	12.4705	-0.212323	0.1478
RAD54L	9.17783	9.68383	0.0774251	0.8495
UQCRH	603.92	535.926	-0.172323	0.16505
NSUN4	9.85351	8.5301	-0.208075	0.12255
FAAH	8.61604	10.2757	0.25414	0.0815
LOC729041	0.449992	0.596747	0.407219	0.2811
DMBX1	1.54577	1.80203	0.221301	0.26455
CMPK1	57.8838	56.5327	-0.0340731	0.7927
FOXD2	0.939387	0.97862	0.0590294	0.7637
CDKN2C	4.45716	3.41689	-0.383439	0.0314
RNF11	34.1266	34.5646	0.018396	0.8886
OSBPL9	22.4645	22.5602	0.00613359	0.98185
BTF3L4	23.7665	22.0472	-0.108335	0.39725
ZFYVE9	9.46588	7.79828	-0.279581	0.03515
PRPF38A	23.2991	24.9441	0.0984251	0.4467
ZYG11B	10.8033	9.85043	-0.133207	0.29855
SCP2	63.4785	58.6085	-0.115158	0.39545
CPT2	9.61071	10.095	0.070928	0.6779
LOC100507564	0.599676	0.822393	0.455645	0.7921
LRRC42	47.3667	48.1784	0.0245141	0.84725
TCEANC2	2.57058	2.6165	0.0255464	0.87805
MRPL37	76.6044	76.8859	0.00529217	0.96585
ACOT11	8.88734	10.6062	0.255087	0.12905
HEATR8,TTC4	20.748	22.4216	0.111915	0.39735
TMEM61	2.02583	1.37893	-0.554965	0.03785
PCSK9	31.7477	21.8152	-0.54132	5e-05
LOC100507634	0.456785	0.66976	0.552128	0.08985
PRKAA2	1.25118	1.5775	0.334344	0.04545
FGGY	2.82131	3.39586	0.267412	0.14825
HOOK1	9.89118	10.4452	0.0786224	0.55155
NFIA	4.00498	4.33825	0.115319	0.3899
INADL	8.10117	6.93071	-0.225127	0.0826
USP1	20.5183	19.8441	-0.0482009	0.72105
ATG4C	6.2933	6.2808	-0.00286829	0.9849
ALG6	7.4918	8.44026	0.171975	0.2344
EFCAB7	3.91884	3.97257	0.0196461	0.92255
DLEU2L	2.37114	2.75658	0.217301	0.559
PGM1	33.8736	37.2082	0.13546	0.2901
ROR1	1.66418	2.03869	0.292826	0.1103
CACHD1	4.87219	4.05824	-0.263717	0.0635
RAVER2	18.5459	16.4902	-0.169489	0.4497
AK4	20.7168	17.885	-0.212049	0.09705
DNAJC6	5.06594	3.89615	-0.37878	0.00805
LEPR,LEPROT	15.2136	11.8973	-0.354725	0.02425
PDE4B	67.9395	96.0907	0.500147	0.0001
MIER1	14.0874	13.0153	-0.114195	0.3963
GADD45A	33.4799	43.7475	0.385905	0.0029
SRSF11	65.9986	61.4571	-0.102857	0.4152
HHLA3	8.90032	11.4665	0.365493	0.04545
CTH	9.85004	8.22886	-0.259438	0.08415
FPGT,FPGT-TNNI3K,TNNI3K	4.78782	5.15055	0.105358	0.4801
TYW3	19.3597	16.748	-0.209072	0.2229
ACADM	28.5067	29.2161	0.0354659	0.78435
RABGGTB	94.2349	80.7678	-0.22248	0.07945
ST6GALNAC3	1.70161	1.20241	-0.50097	0.03325
ST6GALNAC5	1.26428	0.892944	-0.501673	0.0485
FAM73A	4.52774	4.24528	-0.0929313	0.52625
DNAJB4	8.88215	11.6125	0.3867	0.00855
IFI44	0.726254	0.400912	-0.857188	0.0191
PRKACB	110.765	88.3011	-0.326992	0.01375
SAMD13	14.2151	11.2208	-0.34124	0.02895
RPF1	51.225	52.4656	0.0345237	0.856
WDR63	1.06842	1.04701	-0.0292051	0.89495
LOC646626	1.56138	2.58279	0.726111	0.3046
CYR61	108.61	126.816	0.223575	0.10035
SH3GLB1	12.9315	12.4271	-0.0574027	0.65865
HS2ST1	17.6398	17.6791	0.00320752	0.9853
LOC339524	0.639224	0.305026	-1.06739	0.01295
LMO4	5.57688	5.80971	0.0590072	0.67135
PKN2	21.2848	20.1003	-0.0826063	0.5091
LRRC8B	6.0425	6.08456	0.0100064	0.9417
LRRC8C	7.36671	6.45446	-0.190724	0.15715
LRRC8D	9.82007	8.05052	-0.286653	0.0386
ZNF326	13.2628	15.2191	0.198494	0.14245
CDC7	12.0973	13.9733	0.207982	0.12895
EPHX4	3.49898	3.81317	0.124054	0.5415
BTBD8	1.08844	0.756391	-0.525051	0.09065
KIAA1107	1.63399	1.53229	-0.0927143	0.6139
RPAP2	9.37836	8.95573	-0.0665254	0.6932
RPL5	1427.08	1212.35	-0.235253	0.07705
MTF2	16.5407	16.74	0.0172747	0.89195
CCDC18	4.11908	4.48846	0.123899	0.41075
DR1	36.8794	36.1974	-0.0269279	0.8285
FNBP1L	23.8821	22.5429	-0.0832552	0.53395
ABCD3	32.4181	31.9561	-0.0207077	0.88085
SLC44A3	5.79063	5.36837	-0.109234	0.4943
RWDD3,TMEM56,TMEM56-RWDD3	15.4014	13.819	-0.156401	0.4074
PTBP2	4.27047	4.37349	0.0343893	0.83015
SNX7	11.1844	9.65227	-0.21255	0.1553
AGL	17.8059	16.4124	-0.117573	0.3598
SLC35A3	8.85477	9.25427	0.0636638	0.67405
HIAT1	17.4893	15.3535	-0.187903	0.16585
CCDC76	3.48189	2.80817	-0.310238	0.0888
RTCD1	18.227	18.4534	0.0178037	0.8932
CDC14A	3.41758	3.27159	-0.0629862	0.72445
SLC30A7	8.43631	7.97852	-0.0804904	0.53925
AMY2B,RNPC3	5.47246	5.19719	-0.0744586	0.66505
PRMT6	4.86946	5.61411	0.205298	0.18325
FAM102B	11.4658	10.7298	-0.0957165	0.46915
PRPF38B	17.5807	18.7355	0.09178	0.4771
STXBP3	16.6898	17.7457	0.0885039	0.51965
GPSM2	11.1425	14.5825	0.388158	0.0695
TMEM167B	12.2917	11.5395	-0.0911087	0.5238
SCARNA2	1.42381	0.913842	-0.639744	0.2542
SARS	84.9821	84.1462	-0.0142594	0.909
CELSR2	6.73856	7.16932	0.0893958	0.4824
SYPL2	0.537548	0.519946	-0.0480334	0.8502
ATXN7L2	3.46722	3.53515	0.0279903	0.869
CYB561D1	2.91404	2.95008	0.0177343	0.9084
GNAI3	37.0724	36.6481	-0.0166054	0.89385
AMPD2	20.8233	21.2471	0.0290702	0.81605
GSTM4	13.7088	10.193	-0.427521	0.0044
GSTM2	1.14497	1.27941	0.160167	0.5751
GSTM1	0.674306	1.1702	0.79528	0.01625
CSF1	1.18237	0.962492	-0.296839	0.12665
AHCYL1	45.4922	40.1742	-0.179348	0.1511
FAM40A	11.839	12.5309	0.0819465	0.53825
SLC6A17	4.5833	5.686	0.311026	0.02135
KCNC4	2.22338	2.44273	0.135736	0.41115
RBM15	9.95355	10.5172	0.0794709	0.56215
CEPT1	19.7833	18.4041	-0.10426	0.5416
C1orf88	0.752452	1.06771	0.504849	0.0585
ATP5F1	137.353	136.246	-0.0116705	0.9384
RAP1A	28.5192	25.5451	-0.158889	0.23245
DDX20	11.2729	10.6564	-0.0811467	0.59455
CTTNBP2NL	7.73317	7.02012	-0.139563	0.3049
WNT2B	0.629392	0.88316	0.488715	0.0743
CAPZA1	98.761	101.542	0.040059	0.74735
MOV10	34.2801	35.3435	0.0440729	0.7265
FAM19A3	1.22874	0.872875	-0.493328	0.117
LRIG2	4.02552	3.43929	-0.227063	0.1397
MAGI3	3.90403	3.40493	-0.197336	0.16505
DCLRE1B	7.35031	7.53894	0.0365553	0.7921
HIPK1	14.5791	15.4841	0.0868941	0.54215
VANGL1	11.9501	11.9599	0.00117713	0.99305
SLC22A15	1.4031	1.13877	-0.301149	0.1194
MAB21L3	1.10663	1.27148	0.200335	0.33805
ATP1A1	213.608	188.44	-0.180855	0.1703
PTGFRN	28.1777	26.0209	-0.114884	0.36275
CD101	0.590088	0.429667	-0.457712	0.07225
TTF2	13.1281	14.4881	0.142201	0.27755
MAN1A2	17.1955	15.8963	-0.113342	0.38025
FAM46C	1.0445	0.828795	-0.333726	0.09
WDR3	37.9083	35.3903	-0.0991591	0.4213
PHGDH	90.9233	72.7734	-0.321239	0.01165
FAM72B	5.00241	6.51091	0.380237	0.01845
EMBP1	0.881775	0.621283	-0.505161	0.0329
SRGAP2P2	14.7984	13.5709	-0.124933	0.41925
NBPF9	10.8449	9.84714	-0.139233	0.29875
SEC22B	43.6465	41.2568	-0.0812338	0.526
NOTCH2NL	4.07395	3.87445	-0.0724372	0.6216
NBPF10	9.26045	7.87873	-0.233119	0.0638
ANKRD34A	0.762039	0.754195	-0.0149262	0.95295
LIX1L	15.4881	10.7538	-0.526308	0.0005
RBM8A	22.096	22.6912	0.0383526	0.8222
PEX11B	17.292	15.468	-0.16082	0.2558
ITGA10	0.499613	0.21867	-1.19206	5e-05
PIAS3	19.2431	16.9991	-0.178886	0.17705
RNF115	13.1504	12.406	-0.0840699	0.56115
GPR89C	4.15665	4.31945	0.055426	0.77265
PDIA3P	13.5514	11.7759	-0.202603	0.156
CHD1L	24.5771	26.382	0.102239	0.4255
BCL9	11.8807	12.8407	0.112099	0.3784
GPR89B,GPR89C	4.73846	5.14312	0.118225	0.4724
NBPF15,NBPF16	9.82414	8.56052	-0.198634	0.13875
NBPF16	8.45278	7.73935	-0.127212	0.34945
LOC645166	4.22604	4.66546	0.142713	0.571
LOC388692	0.641774	0.562972	-0.189001	0.2674
FAM91A2,LOC728855	8.0858	8.11122	0.00452893	0.97675
HIST2H4B	2.5536	1.65966	-0.621642	0.14475
HIST2H2AA3	3.83365	3.39843	-0.173848	0.5368
HIST2H2AC	2.45923	1.91563	-0.360385	0.3547
BOLA1	10.6853	11.0822	0.0526235	0.7564
VPS45	11.352	12.5116	0.140329	0.3009
PLEKHO1	5.59063	4.94217	-0.177867	0.28455
C1orf54	2.45033	1.86601	-0.39302	0.2821
MRPS21	213.595	200.446	-0.0916664	0.4909
PRPF3	23.6041	25.7203	0.123869	0.3359
RPRD2	11.3312	11.5638	0.0293245	0.81915
TARS2	9.57859	9.28518	-0.0448829	0.7535
ECM1	0.777378	1.08795	0.484925	0.05445
ADAMTSL4	0.324458	0.578599	0.834534	0.00115
SETDB1	15.0941	14.9701	-0.0119004	0.93575
ANXA9	2.47266	2.32302	-0.0900622	0.65295
PRUNE	11.4169	11.2602	-0.0199363	0.8858
MLLT11	0.726986	0.41822	-0.797664	0.01405
GABPB2	3.00102	3.46402	0.206992	0.26125
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	9.91025	10.3365	0.0607587	0.70685
PIP5K1A	35.3082	34.7065	-0.0247954	0.8496
PSMD4	132.369	150.203	0.182341	0.1472
ZNF687	13.8505	15.2854	0.142216	0.4345
PSMB4	298.775	300.589	0.00873436	0.94595
CGN	7.30257	7.61893	0.0611859	0.6504
TUFT1	4.75604	4.96855	0.0630654	0.67885
SNX27	14.8371	14.3963	-0.0435072	0.7254
OAZ3	5.21157	5.73423	0.137882	0.79005
S100A1	2.41116	1.50486	-0.680099	0.71525
CHTOP	44.8086	48.044	0.100582	0.5301
SNAPIN	36.246	34.1098	-0.087637	0.51845
INTS3	22.1586	24.4842	0.143988	0.25565
SLC27A3	4.00534	4.72973	0.239833	0.1312
CREB3L4	8.41685	8.84716	0.0719335	0.8261
RPS27	3416.22	3270.86	-0.0627305	0.625
UBAP2L	69.4006	76.7358	0.144951	0.40785
HAX1	45.1401	47.5255	0.0742921	0.56795
ATP8B2	13.3326	11.9669	-0.155916	0.2724
IL6R	1.58976	2.98263	0.907778	5e-05
CKS1B	129.774	126.421	-0.037764	0.7709
FLAD1	27.1689	30.3557	0.160013	0.2205
ZBTB7B	14.1493	16.7773	0.245776	0.0599
ADAM15	56.2157	65.7685	0.226423	0.08605
EFNA4	11.9104	10.7331	-0.150149	0.7663
EFNA3	11.7312	12.9651	0.144281	0.3109
EFNA1	10.3652	11.2713	0.120905	0.4118
SLC50A1	35.9826	41.3803	0.201643	0.12845
TRIM46	1.49733	1.18143	-0.341862	0.0716
MTX1	28.5052	28.9368	0.0216825	0.88335
HCN3	1.9786	2.22948	0.172229	0.34775
FDPS	118.191	94.3622	-0.324845	0.04675
RUSC1	32.8855	37.1699	0.176681	0.4405
LOC645676	0.779797	0.960664	0.300933	0.7823
MSTO1	14.2563	15.2591	0.0980628	0.46155
DAP3	73.6971	71.8988	-0.0356414	0.77575
MSTO2P	5.58953	5.38872	-0.0527835	0.87835
LAMTOR2	46.9134	56.1748	0.259924	0.056
RAB25	75.4439	79.7774	0.0805762	0.5326
LMNA	183.816	204.726	0.155433	0.2424
SLC25A44	6.16975	6.40793	0.0546473	0.7026
BGLAP,PMF1,PMF1-BGLAP	28.1012	31.1567	0.148911	0.2861
TMEM79	2.06293	1.99765	-0.0463914	0.81635
C1orf182	1.91681	1.54176	-0.314129	0.91165
RHBG	2.18142	1.97089	-0.146422	0.4681
APOA1BP	86.3494	91.3487	0.0811979	0.5254
BCAN	2.00451	1.89495	-0.0810916	0.6593
RRNAD1	7.76896	9.43343	0.280061	0.0638
PRCC	34.1796	36.478	0.0938923	0.46475
NTRK1	0.681982	0.465571	-0.550731	0.13685
PEAR1	2.31614	2.79808	0.272717	0.07945
KIRREL	5.4854	4.69508	-0.224448	0.1186
DUSP23	32.4813	30.199	-0.105111	0.47695
PEA15	24.7233	25.4998	0.0446168	0.72865
SUMO1P3	4.80775	4.11896	-0.223081	0.8691
NCSTN	34.8533	38.5138	0.144078	0.59235
VANGL2	0.42859	0.546892	0.351659	0.12615
KLHDC9	0.534888	0.579197	0.114817	0.7613
NIT1	19.8987	23.0023	0.209103	0.4613
UFC1	65.2882	58.6251	-0.155304	0.22555
USP21	7.54364	7.74738	0.0384484	0.7981
PPOX	8.04718	7.80635	-0.0438352	0.7773
NDUFS2	57.7899	55.5596	-0.0567808	0.6561
FCER1G	0.767935	0.544211	-0.496818	0.39915
TOMM40L	5.14412	5.17892	0.00972798	0.9525
SDHC	60.9102	57.3119	-0.0878479	0.484
DUSP12	16.9932	16.5003	-0.0424647	0.7716
ATF6	10.4238	10.3485	-0.0104672	0.93555
NOS1AP	2.20843	2.10525	-0.0690308	0.67755
C1orf226	7.64149	7.26305	-0.0732786	0.6112
UHMK1	55.3576	52.2538	-0.0832459	0.51735
UAP1	27.2127	24.0459	-0.178489	0.1718
HSD17B7	17.2745	13.1772	-0.390594	0.00745
NUF2	14.5795	15.1221	0.0527188	0.71435
PBX1	5.6707	36.7799	2.69732	5e-05
MGST3	43.8106	44.2031	0.0128673	0.9177
UCK2	22.4345	23.791	0.0846977	0.5149
POGK	21.933	20.3209	-0.110134	0.3832
POU2F1	4.76111	4.68087	-0.0245215	0.84655
MPZL1	30.7333	31.3389	0.0281511	0.8225
DCAF6	27.5631	26.3918	-0.0626498	0.67865
TIPRL	28.4582	29.9632	0.0743489	0.73165
