GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
GMEB1	6.51925	6.36788	-0.0338938	0.73585
YTHDF2	63.5425	61.0841	-0.0569258	0.5092
EPB41	12.3696	11.3523	-0.123817	0.21355
PTPRU	20.4456	20.3039	-0.0100293	0.90675
LOC100129196	0.651129	0.425051	-0.615308	0.02695
ZCCHC17	21.6975	21.9942	0.0195956	0.8349
SERINC2	40.2897	74.9011	0.894576	5e-05
TINAGL1	34.977	62.0322	0.826612	5e-05
KHDRBS1	125.284	117.617	-0.0911083	0.27375
TMEM39B	11.545	11.695	0.018628	0.8541
KPNA6	20.3851	19.998	-0.0276611	0.73725
TXLNA	18.652	19.2843	0.0480965	0.57075
CCDC28B	1.89871	1.35036	-0.491672	0.03875
IQCC	3.05126	2.99827	-0.0252722	0.84845
EIF3I	189.255	209.373	0.145746	0.0828
FAM167B	0.425959	1.98484	2.22023	5e-05
LCK	0.302528	1.11933	1.8875	5e-05
HDAC1	154.73	133.065	-0.217617	0.0114
TSSK3	3.26867	3.38448	0.0502318	0.722
ZBTB8B	0.652786	0.568242	-0.200103	0.21715
ZBTB8A	2.67312	2.48433	-0.105668	0.2849
RBBP4	34.3222	33.6348	-0.0291854	0.75875
KIAA1522	32.7544	35.6304	0.121421	0.22585
S100PBP	7.88118	8.23914	0.064082	0.7739
ADC	3.09552	2.0013	-0.629243	5e-05
ZNF362	5.68385	5.70685	0.0058255	0.9519
ZSCAN20	1.66477	1.66309	-0.00145628	0.99
GJB5	10.7774	14.3819	0.416242	0.00025
GJB4	1.51012	1.95496	0.372473	0.00665
GJB3	31.408	37.0104	0.2368	0.01115
ZMYM1	8.25256	7.66652	-0.106269	0.24795
ZMYM4	17.7536	16.8381	-0.0763815	0.36365
NCDN	16.8225	15.6695	-0.102436	0.256
TFAP2E	3.92921	4.48571	0.191097	0.11365
EIF2C4	2.99302	2.60476	-0.20045	0.04275
EIF2C1	13.9469	15.0066	0.105652	0.21545
EIF2C3	4.44477	3.50008	-0.344721	0.00085
ADPRHL2	22.5533	24.6047	0.125596	0.17045
MAP7D1	34.2094	34.3903	0.00760735	0.93
THRAP3	74.7961	82.0668	0.133836	0.109
SH3D21	1.22553	1.60187	0.386354	0.0078
ZC3H12A	3.02816	3.59289	0.2467	0.03775
CDCA8	31.7712	34.3386	0.112111	0.1929
MANEAL	11.8756	13.4079	0.175078	0.0708
C1orf122	50.7795	59.3673	0.225422	0.06315
UTP11L	25.6214	29.024	0.179896	0.04195
AKIRIN1	43.2599	47.031	0.120583	0.16015
NDUFS5	410.288	390.484	-0.071374	0.39695
MACF1	20.2175	18.6215	-0.118632	0.18785
KIAA0754	8.28243	5.86232	-0.498582	0.04765
BMP8A	2.31998	2.31792	-0.00128553	0.99275
PPIE	42.0086	44.8933	0.0958153	0.42445
MFSD2A	4.9993	6.41973	0.360786	0.0012
CAP1	105.956	109.501	0.047479	0.57335
RLF	6.7788	6.50152	-0.060254	0.50575
ZMPSTE24	31.7611	31.4343	-0.0149235	0.8624
SMAP2	8.70765	8.82348	0.0190637	0.85035
DEM1	0.992887	0.591392	-0.747515	0.00035
ZNF684	2.00964	1.93849	-0.0520007	0.70945
NFYC	26.1274	28.2039	0.11033	0.22215
KCNQ4	1.42291	1.30713	-0.122449	0.3656
CTPS	27.1459	28.4311	0.0667362	0.43285
RIMKLA	1.10551	1.05413	-0.0686591	0.5344
PPCS	32.339	31.226	-0.0505282	0.6071
PPIH	74.0904	71.5574	-0.0501851	0.57415
YBX1	758.424	709.223	-0.0967662	0.2538
C1orf50	7.64334	8.64004	0.176836	0.15445
ERMAP	2.03863	2.22023	0.123109	0.47575
ZNF691	6.29257	4.82692	-0.382546	0.0013
FLJ32224	0.829971	0.729264	-0.186619	0.92565
WDR65	0.438793	0.393092	-0.158673	0.81095
TMEM125	10.2491	11.7411	0.196071	0.05705
CDC20	171.133	160.754	-0.0902622	0.2841
SZT2	3.46054	3.76306	0.120909	0.2145
PTPRF	62.5314	55.2349	-0.178999	0.033
KDM4A	22.0698	18.9862	-0.217126	0.01245
ST3GAL3	1.68923	1.17337	-0.525703	0.00255
ARTN	3.66689	3.04979	-0.26585	0.04785
IPO13	8.95212	9.78338	0.128104	0.16295
DPH2	27.5471	29.2045	0.0842886	0.3468
ATP6V0B	104.547	106.99	0.0333275	0.69765
B4GALT2	41.3693	38.2841	-0.111814	0.21155
CCDC24	10.5623	10.8592	0.0399865	0.7924
DMAP1	16.1047	18.8178	0.22462	0.0194
RNF220	22.612	21.519	-0.0714771	0.40695
C1orf228	0.72665	0.678069	-0.0998289	0.6853
KIF2C	34.0643	31.6679	-0.10524	0.2164
RPS8	1969.24	1788.47	-0.138914	0.09685
PLK3	18.9048	21.5303	0.187617	0.0416
BTBD19	2.3982	2.2996	-0.0605679	0.69975
UROD	49.3885	44.9677	-0.135284	0.12175
TOE1	10.3933	11.5494	0.152167	0.3063
MMACHC	6.89648	6.66953	-0.0482736	0.94005
AKR1A1	88.9075	95.3832	0.10143	0.24165
NASP	86.1262	94.3245	0.13118	0.1214
TMEM69	29.4782	25.5439	-0.206674	0.08245
MAST2	18.9681	18.5962	-0.0285669	0.7381
TSPAN1	23.6634	56.2167	1.24834	5e-05
RAD54L	14.8852	13.7584	-0.11357	0.4635
UQCRH	507.512	475.885	-0.0928289	0.26545
NSUN4	7.79645	7.43616	-0.0682589	0.45955
FAAH	12.7649	13.3849	0.0684295	0.48045
DMBX1	1.58303	1.42312	-0.153626	0.2649
CMPK1	39.2561	38.6762	-0.0214703	0.80045
FOXD2	0.98464	1.02277	0.0548158	0.69075
CDKN2C	4.51415	5.19636	0.203047	0.0966
RNF11	28.9498	27.7586	-0.0606159	0.47945
OSBPL9	17.5195	17.7239	0.0167333	0.9206
BTF3L4	18.0712	17.9316	-0.0111887	0.8997
ZFYVE9	7.11332	6.62814	-0.101918	0.2664
PRPF38A	22.2421	25.1855	0.179305	0.03765
ZYG11B	7.12903	5.94587	-0.261818	0.00265
SCP2	39.6688	38.1121	-0.0577557	0.53375
CPT2	8.9417	10.2364	0.195087	0.12395
LRRC42	61.3172	64.5358	0.0738078	0.38645
TCEANC2	2.3922	2.66653	0.156624	0.1575
MRPL37	81.5598	83.7262	0.0378204	0.6586
ACOT11	12.2171	11.9096	-0.0367696	0.744
HEATR8,TTC4	18.2198	20.192	0.148278	0.104
TMEM61	2.1249	2.01636	-0.0756375	0.7093
PCSK9	46.6718	43.8535	-0.0898614	0.27675
PRKAA2	1.47762	1.34451	-0.136185	0.2058
FGGY	1.83258	2.91374	0.668999	5e-05
HOOK1	8.73954	9.30667	0.0907082	0.2993
NFIA	1.66481	1.07936	-0.625184	5e-05
INADL	6.84361	6.38776	-0.0994478	0.25665
USP1	21.7845	21.5358	-0.0165591	0.8556
ATG4C	4.84806	4.19496	-0.208751	0.05365
ALG6	5.07744	5.57036	0.13367	0.1906
EFCAB7	3.17118	3.13225	-0.0178195	0.88485
PGM1	40.0604	40.9093	0.0302501	0.7185
ROR1	2.3634	2.45716	0.0561304	0.6595
CACHD1	4.56688	4.85521	0.0883252	0.35825
RAVER2	18.0525	17.3643	-0.0560775	0.6774
AK4	16.6727	25.8476	0.632539	5e-05
DNAJC6	3.84461	2.51139	-0.614351	5e-05
LEPR,LEPROT	12.2215	9.81312	-0.316634	0.00415
PDE4B	54.8622	40.2023	-0.448535	5e-05
MIER1	9.91612	9.3136	-0.0904375	0.3218
GADD45A	50.5927	52.6367	0.0571387	0.5126
SRSF11	72.7567	76.4565	0.0715606	0.39835
HHLA3	9.71412	11.2037	0.205823	0.11915
CTH	9.55841	8.74861	-0.127717	0.2043
FPGT,FPGT-TNNI3K,TNNI3K	3.24805	2.67539	-0.279824	0.00915
TYW3	16.9365	18.1425	0.0992378	0.36395
ACADM	26.6341	22.7609	-0.226714	0.0105
RABGGTB	73.7641	69.074	-0.0947771	0.27695
ST6GALNAC3	1.19347	0.828116	-0.527257	0.01245
ST6GALNAC5	0.941697	1.2273	0.382154	0.04855
FAM73A	3.198	3.44428	0.107031	0.2872
DNAJB4	9.28862	8.51125	-0.126094	0.20575
IFI44	0.229409	1.29296	2.49468	5e-05
PRKACB	75.1947	42.5855	-0.820266	5e-05
SAMD13	7.03013	4.95145	-0.505701	5e-05
RPF1	44.4134	37.4169	-0.247303	0.0364
WDR63	1.01415	0.540088	-0.909008	5e-05
LOC646626	0.785225	0.793895	0.0158421	0.97725
CYR61	110.056	81.2325	-0.43811	5e-05
SH3GLB1	9.26085	9.36099	0.0155174	0.8561
HS2ST1	14.8019	13.4599	-0.137118	0.2075
LMO4	5.78234	5.74435	-0.00950875	0.92035
PKN2	15.5524	15.2735	-0.0261054	0.7612
LRRC8B	5.00034	5.2708	0.0759957	0.4071
LRRC8C	4.93536	3.65205	-0.434451	5e-05
LRRC8D	8.20393	7.14312	-0.199762	0.033
ZNF326	11.0125	12.483	0.18082	0.0529
CDC7	12.6044	11.8509	-0.0889308	0.32935
EPHX4	2.23391	3.3191	0.571221	0.0001
BTBD8	0.777974	0.673482	-0.208082	0.4292
KIAA1107	0.847443	0.942974	0.154101	0.2661
RPAP2	7.04497	6.71424	-0.0693696	0.56265
RPL5	1273.18	1212.74	-0.0701621	0.40005
MTF2	14.5721	15.1908	0.05999	0.4965
CCDC18	3.57147	3.28716	-0.119676	0.23485
DR1	32.3701	28.303	-0.193708	0.02445
FNBP1L	19.4698	18.9164	-0.0416051	0.6261
ABCD3	22.228	17.9638	-0.307286	0.00185
SLC44A3	4.3514	4.47438	0.0402061	0.73565
RWDD3,TMEM56,TMEM56-RWDD3	12.6321	10.9579	-0.205127	0.12015
PTBP2	3.44645	2.79515	-0.302182	0.0068
SNX7	12.1959	11.9422	-0.0303211	0.755
AGL	11.1568	10.0296	-0.153655	0.07185
SLC35A3	4.97469	6.51596	0.389371	0.0005
HIAT1	4.75221	4.98557	0.0691599	0.52765
CCDC76	3.31869	3.56269	0.10235	0.37725
RTCD1	12.6051	15.5206	0.300183	0.0017
CDC14A	2.65456	2.2427	-0.243235	0.0574
SLC30A7	4.53868	4.83279	0.0905842	0.32095
AMY2B,RNPC3	4.36829	3.94218	-0.148075	0.2275
PRMT6	6.25982	5.83227	-0.102064	0.3194
FAM102B	8.08662	7.9861	-0.0180463	0.8458
PRPF38B	23.9724	25.0378	0.0627326	0.4609
STXBP3	12.138	11.8435	-0.0354358	0.7049
GPSM2	11.1833	8.98428	-0.315876	0.0162
TMEM167B	9.43109	8.42298	-0.163094	0.08965
SCARNA2	3.57653	2.12306	-0.752415	0.03395
SARS	74.1627	79.8437	0.106485	0.20975
CELSR2	10.8546	10.077	-0.10724	0.2123
SYPL2	0.557409	0.497263	-0.164726	0.37575
ATXN7L2	4.36635	4.28051	-0.0286449	0.8003
CYB561D1	2.23497	2.39007	0.0967952	0.39165
GNAI3	30.1874	32.0308	0.0855142	0.30845
AMPD2	26.117	30.1064	0.205082	0.01735
GSTM4	10.358	11.1873	0.111116	0.297
GSTM2	0.653565	0.82135	0.329665	0.26785
CSF1	1.28362	1.29846	0.0165825	0.91755
AHCYL1	37.3871	37.5374	0.00578578	0.9458
FAM40A	12.5233	13.8047	0.140545	0.1249
SLC6A17	5.19034	4.63747	-0.162492	0.0785
KCNC4	3.57534	4.4072	0.301783	0.0058
RBM15	9.03244	7.90972	-0.191489	0.04495
CEPT1	15.4043	14.7176	-0.065792	0.5557
C1orf88	0.53904	0.676224	0.327109	0.1409
ATP5F1	106.493	114.457	0.104042	0.29215
RAP1A	22.793	21.2023	-0.104374	0.2497
DDX20	9.90491	9.67563	-0.0337875	0.7448
CTTNBP2NL	6.43942	5.6937	-0.177564	0.0508
WNT2B	0.687996	0.652674	-0.0760378	0.72885
CAPZA1	71.0865	73.8517	0.0550567	0.5118
MOV10	36.3992	36.1606	-0.00948886	0.912
FAM19A3	0.683674	0.530152	-0.366902	0.278
LRIG2	3.13706	3.14548	0.00386968	0.96735
MAGI3	2.61718	2.46409	-0.08696	0.3906
DCLRE1B	6.38213	6.68745	0.0674192	0.49085
HIPK1	11.9755	9.86644	-0.27949	0.0017
VANGL1	10.7523	9.98574	-0.106698	0.2201
SLC22A15	0.769144	0.767995	-0.00215666	0.9822
ATP1A1	201.126	250.957	0.319344	0.00035
PTGFRN	22.4122	22.3864	-0.00166193	0.9839
CD101	0.456995	0.428231	-0.0937866	0.6447
TTF2	14.8009	16.0178	0.113992	0.18975
MAN1A2	15.6624	14.6366	-0.0977178	0.2467
FAM46C	0.771487	0.917442	0.249975	0.06025
WDR3	27.5708	27.7158	0.00756871	0.9287
PHGDH	86.5506	82.5226	-0.0687537	0.4102
FAM72B	1.97327	1.61544	-0.288661	0.0323
SRGAP2P2	19.338	14.8296	-0.38296	0.0002
NBPF9	6.99927	6.31543	-0.148324	0.12975
SEC22B	29.1178	28.2056	-0.0459238	0.61375
NOTCH2NL	2.77256	3.08127	0.152308	0.14495
NBPF10	1.23141	1.12662	-0.128319	0.21615
ANKRD34A	0.562356	0.718289	0.35308	0.043
LIX1L	10.0675	6.47372	-0.637035	5e-05
RBM8A	24.322	27.1611	0.159284	0.1284
PEX11B	15.0985	15.1296	0.0029685	0.97285
ITGA10	0.506883	0.735127	0.536342	0.00035
PIAS3	19.4311	15.9001	-0.289332	0.0012
RNF115	10.9666	10.8648	-0.0134604	0.89585
PDIA3P	1.01056	0.874166	-0.209173	0.2532
CHD1L	25.3183	23.086	-0.133162	0.12565
BCL9	10.2147	9.81447	-0.0576711	0.51285
NBPF15,NBPF16	2.28607	2.32082	0.0217667	0.8414
NBPF16	1.39443	1.53491	0.138478	0.2836
LOC645166	3.51436	3.73405	0.087479	0.6734
LOC388692	0.545464	0.520364	-0.0679645	0.586
FAM91A2,LOC728855	0.901614	0.658741	-0.4528	0.13815
HIST2H2AC	5.28303	4.83658	-0.127378	0.64225
BOLA1	16.4554	14.929	-0.140444	0.2075
VPS45	9.403	9.45937	0.00862282	0.92655
PLEKHO1	6.79677	6.56627	-0.0497766	0.65485
C1orf54	1.11175	0.577408	-0.945167	0.1129
MRPS21	186.341	195.173	0.0668049	0.47755
PRPF3	25.3138	30.3141	0.260063	0.003
RPRD2	9.48816	8.65626	-0.132385	0.1222
TARS2	8.17143	8.69972	0.0903811	0.3643
ECM1	0.745547	1.47477	0.984121	5e-05
SETDB1	15.2088	15.0108	-0.0189081	0.85425
ANXA9	3.15645	2.86154	-0.141512	0.2997
PRUNE	9.66497	7.4648	-0.372663	0.0001
GABPB2	2.58861	2.81599	0.121467	0.3612
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	10.0569	12.4968	0.313374	0.00405
PIP5K1A	33.543	32.1105	-0.0629658	0.46
PSMD4	127.699	130.174	0.0276878	0.74275
ZNF687	9.63929	7.70968	-0.322256	0.0291
PSMB4	332.181	375.365	0.176324	0.0364
CGN	8.34911	7.84964	-0.0889965	0.31975
TUFT1	4.30088	4.30035	-0.000179655	0.999
SNX27	9.82281	8.97482	-0.130254	0.13245
OAZ3	2.58297	2.87818	0.15613	0.78225
S100A1	0.57132	0.717471	0.328621	0.8915
CHTOP	62.3509	61.2978	-0.0245754	0.8074
SNAPIN	34.4816	32.2984	-0.0943664	0.31795
INTS3	22.7841	20.6901	-0.139089	0.10455
SLC27A3	5.93395	8.0407	0.438329	5e-05
CREB3L4	7.17055	7.61304	0.0863883	0.72385
RPS27	3982.01	3728.81	-0.0947815	0.25455
UBAP2L	64.0462	57.5829	-0.153472	0.19415
HAX1	38.1799	41.7397	0.128606	0.1578
ATP8B2	11.443	10.9975	-0.0572918	0.56365
IL6R	0.97042	0.827722	-0.229464	0.09545
CKS1B	178.036	176.864	-0.00953199	0.9109
FLAD1	27.7608	28.2288	0.0241223	0.78435
ZBTB7B	15.7697	14.9708	-0.0750085	0.3895
ADAM15	63.7294	77.9046	0.289749	0.00155
EFNA4	18.4543	15.8565	-0.218889	0.4292
EFNA3	14.1028	13.3548	-0.0786161	0.4248
EFNA1	10.2866	10.8479	0.0766472	0.4581
SLC50A1	23.7579	26.4379	0.154202	0.1048
TRIM46	2.03351	1.86553	-0.12439	0.3494
MTX1	36.3465	36.6567	0.0122591	0.8903
HCN3	2.94085	2.30714	-0.350127	0.00575
FDPS	115.391	123.228	0.0948054	0.3875
RUSC1	46.374	44.1629	-0.0704813	0.64425
LOC645676	1.06111	0.80361	-0.40101	0.5743
MSTO1	9.80923	10.1763	0.0530079	0.58415
DAP3	56.6209	65.3383	0.206594	0.0153
MSTO2P	0.995951	0.848321	-0.231464	0.64655
LAMTOR2	66.5258	71.9885	0.113852	0.2208
RAB25	71.9467	70.9968	-0.0191736	0.82665
LMNA	284.502	292.618	0.0405804	0.63575
SLC25A44	6.37226	5.91883	-0.106495	0.273
BGLAP,PMF1,PMF1-BGLAP	40.8729	38.4531	-0.0880427	0.3472
TMEM79	3.06301	3.29451	0.105116	0.41925
C1orf182	1.1216	2.32079	1.04905	0.7285
RHBG	1.55522	1.96898	0.340331	0.0289
APOA1BP	81.2092	75.6316	-0.102653	0.23285
BCAN	2.18264	2.16277	-0.0131986	0.9169
RRNAD1	8.84298	9.38853	0.0863675	0.41065
PRCC	43.4981	41.8653	-0.0551962	0.5192
PEAR1	3.11062	2.67217	-0.21919	0.0435
KIRREL	6.29431	9.92287	0.656711	5e-05
DUSP23	42.0878	43.9908	0.0638001	0.52815
LOC100505633	0.186744	0.485667	1.3789	0.0277
PEA15	22.3594	22.9381	0.0368635	0.67245
NCSTN	27.1411	33.3506	0.297234	0.0937
KLHDC9	0.633005	0.388976	-0.702537	0.08075
NIT1	20.0506	21.0083	0.0673145	0.71565
UFC1	64.7421	70.8182	0.129417	0.13835
USP21	10.865	9.26016	-0.230584	0.0222
PPOX	8.36728	8.09948	-0.0469302	0.67205
NDUFS2	48.0492	46.4335	-0.049346	0.5713
TOMM40L	5.40447	6.60552	0.289519	0.00605
SDHC	38.5295	37.9355	-0.0224154	0.7917
FCRLB	0.748413	0.730838	-0.0342839	0.8859
DUSP12	16.7054	16.8199	0.00985085	0.91915
ATF6	7.20388	6.75191	-0.0934796	0.29225
NOS1AP	2.51814	2.35143	-0.0988174	0.37185
C1orf226	9.31058	9.08562	-0.0352852	0.7122
UHMK1	38.7507	40.3014	0.0566105	0.4986
UAP1	23.5721	27.2913	0.21136	0.0173
HSD17B7	12.5999	12.651	0.00583959	0.9494
RGS4	0.489633	0.537189	0.133728	0.5288
NUF2	9.9945	8.72221	-0.196439	0.05
PBX1	4.00061	5.15441	0.365589	0.0002
MGST3	49.7709	50.3329	0.0162003	0.85135
UCK2	15.0848	15.2756	0.0181385	0.8497
POGK	24.4144	24.203	-0.012546	0.8819
POU2F1	3.97271	3.93171	-0.0149655	0.86225
MPZL1	22.8003	21.7314	-0.0692702	0.42005
DCAF6	18.9994	18.2156	-0.06078	0.5752
TIPRL	21.2679	22.8925	0.106196	0.3977
SFT2D2	12.644	14.4217	0.189794	0.1093
TBX19	1.60247	1.35253	-0.244644	0.0759
ATP1B1	31.6499	33.721	0.091446	0.3715
BLZF1	6.65634	7.53528	0.178932	0.0787
C1orf112	5.06997	5.47466	0.11079	0.44075
GORAB	2.97049	2.52521	-0.234301	0.06285
FMO4	0.736235	0.567057	-0.376673	0.10785
PRRC2C	32.9485	32.0323	-0.0406864	0.62935
METTL13	24.347	25.3889	0.0604574	0.48745
DNM3	1.15671	1.14654	-0.0127425	0.91295
C1orf9	10.2398	10.7219	0.0663733	0.4512
PRDX6	206.635	176.046	-0.231128	0.00715
KLHL20	5.84248	5.46588	-0.0961271	0.33355
DARS2	11.4515	9.83771	-0.219147	0.01795
ZBTB37	1.52946	1.26652	-0.272151	0.1026
RABGAP1L	8.73813	7.29692	-0.260036	0.00825
CACYBP	55.9115	58.6636	0.0693212	0.41175
RASAL2	3.44517	3.31581	-0.0552146	0.55475
RALGPS2	6.39582	6.15873	-0.0544947	0.5482
FAM20B	12.2208	11.6102	-0.0739456	0.38725
TOR3A	21.4319	23.8027	0.151362	0.09545
SOAT1	8.98682	9.28838	0.0476173	0.58625
