GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
CTPS	34.7842	32.5196	-0.097121	0.72205
PPCS	30.3712	32.5265	0.0989146	0.73595
PPIH	49.0164	36.7505	-0.415501	0.13765
YBX1	788.828	619.829	-0.34784	0.28725
C1orf50	6.34222	7.19367	0.181739	0.5605
ERMAP	3.35949	3.45043	0.038531	0.9194
ZNF691	3.21874	3.77611	0.230407	0.4706
FLJ32224	1.37331	2.54538	0.890218	0.80395
CDC20	131.325	175.712	0.420071	0.1372
SZT2	2.85459	4.14057	0.536547	0.3078
PTPRF	47.8751	50.0116	0.0629889	0.83025
KDM4A	11.6771	10.9558	-0.0919951	0.72595
ST3GAL3	10.981	14.072	0.35782	0.1963
ARTN	1.11359	5.71739	2.36015	5e-05
IPO13	12.6942	17.0342	0.424268	0.10765
DPH2	12.1655	13.5407	0.154506	0.5692
ATP6V0B	134.455	155.311	0.208035	0.43495
B4GALT2	46.6853	80.9163	0.793463	0.00425
CCDC24	3.32969	10.407	1.64409	0.0786
DMAP1	23.6181	37.9644	0.684752	0.01325
RNF220	15.9194	19.6122	0.300969	0.25645
KIF2C	31.9247	26.5083	-0.26823	0.3068
RPS8	1766.21	1909.8	0.112768	0.7542
PLK3	14.0981	22.2891	0.66084	0.01385
BTBD19	2.44607	3.07163	0.328538	0.35285
UROD	107.274	135.184	0.333627	0.226
TOE1	9.68068	7.47938	-0.372189	0.3144
MMACHC	3.57861	3.59492	0.00656063	0.99745
AKR1A1	52.2682	72.2539	0.467143	0.087
NASP	60.2155	46.8027	-0.363543	0.21285
TMEM69	21.1968	15.5634	-0.445688	0.19015
MAST2	15.4137	19.4744	0.337361	0.19665
TSPAN1	3.29142	4.3454	0.40078	0.21495
LURAP1	2.10637	2.63653	0.323886	0.83535
RAD54L	12.0694	7.98667	-0.595687	0.36025
UQCRH	418.462	328.57	-0.348899	0.198
NSUN4	3.28795	3.56451	0.116517	0.66705
CMPK1	41.0597	32.3745	-0.342868	0.20595
CDKN2C	38.5031	30.6109	-0.330931	0.2358
RNF11	34.4534	32.6991	-0.0753963	0.7785
OSBPL9	26.2283	19.8938	-0.398804	0.3957
BTF3L4	15.099	10.0348	-0.589437	0.0251
ZFYVE9	5.99613	5.16751	-0.214562	0.4332
PRPF38A	12.4546	9.5465	-0.383637	0.1439
ZYG11B	4.34072	3.99073	-0.121283	0.65055
SCP2	48.1213	39.2785	-0.292934	0.3285
CPT2	6.9568	6.36567	-0.128111	0.80025
LRRC42	25.692	25.1762	-0.0292567	0.91265
TCEANC2	1.90206	1.60996	-0.240539	0.422
MRPL37	91.6275	78.7773	-0.218001	0.40615
ACOT11	0.778352	0.672797	-0.210252	0.66235
HEATR8,TTC4	12.4535	12.0188	-0.0512695	0.84545
PRKAA2	1.82328	1.47651	-0.304338	0.26705
FGGY	2.88356	3.00464	0.0593405	0.85285
NFIA	2.1033	1.25537	-0.74454	0.01435
INADL	1.10325	1.41002	0.353949	0.2132
USP1	26.7559	17.6873	-0.597139	0.0255
ATG4C	3.44755	2.23922	-0.622575	0.03185
ALG6	2.93058	1.7929	-0.708887	0.01745
EFCAB7	2.8547	1.71049	-0.738926	0.0186
PGM1	29.7671	27.7783	-0.0997591	0.7122
ROR1	5.72268	8.45049	0.562343	0.0524
CACHD1	1.63389	1.09184	-0.581543	0.0619
RAVER2	5.14838	4.3458	-0.244497	0.76355
AK4	2.027	2.80357	0.467919	0.08585
DNAJC6	2.55749	4.32203	0.75698	0.00875
LEPR,LEPROT	21.4299	25.3096	0.240062	0.46265
PDE4B	0.844379	0.436442	-0.952102	0.01365
SGIP1	1.67687	1.69062	0.0117782	0.96905
MIER1	9.30682	8.71278	-0.095155	0.73995
GADD45A	46.8677	67.6737	0.530002	0.0443
SRSF11	46.6074	65.6724	0.494728	0.1197
HHLA3	5.86757	15.0954	1.36327	5e-05
CTH	1.37619	2.13665	0.634679	0.0771
FPGT,FPGT-TNNI3K,TNNI3K	1.59423	1.59837	0.00374269	0.9911
TYW3	9.23939	6.88492	-0.424358	0.2717
ACADM	16.6565	11.495	-0.535081	0.0516
RABGGTB	46.076	35.8231	-0.363127	0.17265
ST6GALNAC5	0.0231996	0.970612	5.38672	0.2006
AK5	17.3451	11.2527	-0.624264	0.01525
FAM73A	3.01627	3.16413	0.0690465	0.81475
NEXN	39.7852	59.0264	0.56913	0.08155
DNAJB4	9.38138	9.06421	-0.0496189	0.86225
PTGFR	2.08469	1.69829	-0.295754	0.3064
IFI44L	1.29654	0.537856	-1.26938	0.0004
IFI44	3.4845	2.3893	-0.544365	0.09125
LPHN2	2.32888	4.31664	0.890272	0.0015
PRKACB	9.30446	6.48235	-0.521406	0.06765
SAMD13	0.438912	0.166758	-1.39618	0.02765
RPF1	20.1269	14.2401	-0.499161	0.28825
LOC646626	0.479432	0.640289	0.417396	0.8448
CYR61	447.832	517.676	0.209091	0.51855
SH3GLB1	18.8171	17.1524	-0.133635	0.61
HS2ST1	8.23038	7.27227	-0.178553	0.62035
LMO4	7.93352	8.27049	0.0600124	0.8209
PKN2	8.80623	6.37969	-0.465037	0.08795
LRRC8B	0.565119	0.330553	-0.773674	0.0277
LRRC8C	4.15202	2.67365	-0.635001	0.01875
LRRC8D	12.5258	10.2264	-0.292603	0.2701
ZNF326	12.0385	8.72984	-0.463624	0.0778
CDC7	5.49265	2.95289	-0.895376	0.0013
EPHX4	6.23245	4.03954	-0.625609	0.0437
RPAP2	3.76783	2.83079	-0.41253	0.28105
RPL5	1128.5	1055.12	-0.0970001	0.7865
MTF2	5.52701	4.28933	-0.365747	0.1807
CCDC18	4.37939	4.62215	0.0778364	0.79105
DR1	24.1461	18.2731	-0.402071	0.13355
FNBP1L	6.7483	5.69508	-0.244808	0.37685
ABCD3	14.8548	13.957	-0.0899403	0.7737
SLC44A3	0.403861	0.689441	0.771568	0.08445
LOC729970	2.50469	2.25671	-0.150407	0.69325
RWDD3,TMEM56,TMEM56-RWDD3	7.07081	10.6441	0.590108	0.13145
PTBP2	3.86296	1.99954	-0.950037	0.0018
LOC729987	0.211924	0.386724	0.867756	0.09665
SNX7	16.8212	15.8978	-0.0814573	0.76345
PALMD	1.94744	7.91668	2.02332	5e-05
AGL	2.49269	2.30889	-0.110501	0.6877
SLC35A3	4.25361	4.02168	-0.0808901	0.7893
HIAT1	16.307	13.2608	-0.298332	0.2657
CCDC76	2.34154	1.98418	-0.23891	0.4396
RTCD1	15.4693	13.4443	-0.202413	0.4381
CDC14A	0.738655	0.719565	-0.0377758	0.92595
SLC30A7	4.63848	3.48203	-0.413723	0.1239
S1PR1	0.706369	1.04601	0.566402	0.12265
AMY2B,RNPC3	3.06655	3.37058	0.13638	0.65885
PRMT6	10.4369	9.7834	-0.0932903	0.7202
NTNG1	2.28555	3.28486	0.523292	0.0848
FAM102B	4.45618	4.13437	-0.108141	0.6951
PRPF38B	18.1007	18.4643	0.0286932	0.92435
STXBP3	12.0662	9.96595	-0.275891	0.30715
GPSM2	6.36059	4.98535	-0.351467	0.54975
TMEM167B	10.1432	10.5165	0.0521292	0.8465
SCARNA2	0.45782	1.31574	1.52302	0.0944
SARS	99.2444	103.96	0.0669706	0.8171
CELSR2	4.47814	4.33333	-0.0474249	0.86305
ATXN7L2	2.60254	3.32908	0.355203	0.2617
CYB561D1	1.58241	2.57753	0.703866	0.0171
GNAI3	25.1201	19.7794	-0.344843	0.19325
AMPD2	25.181	36.5553	0.537749	0.04645
GSTM4	6.31512	11.9709	0.922645	0.0012
GSTM2	7.17711	7.74	0.10893	0.71185
GSTM1	18.2978	14.5133	-0.334287	0.22405
CSF1	29.6485	19.5608	-0.599997	0.0242
AHCYL1	45.2059	37.484	-0.270236	0.31855
FAM40A	10.1027	12.9922	0.362905	0.1769
SLC6A17	2.48304	1.5074	-0.720048	0.01125
KCNC4	0.505739	0.724798	0.519187	0.17475
RBM15	2.54675	2.88472	0.179774	0.5342
CEPT1	8.00051	6.24171	-0.358151	0.34665
CHI3L2	0.485366	0.452303	-0.101785	0.8386
C1orf88	0.317331	0.464677	0.550239	0.24375
ATP5F1	95.7757	67.861	-0.497077	0.13715
RAP1A	23.7217	21.3601	-0.15129	0.56015
DDX20	5.59777	4.60597	-0.281348	0.33905
CTTNBP2NL	6.29895	6.87108	0.125426	0.638
CAPZA1	80.1659	68.2247	-0.232696	0.38315
MOV10	24.6784	23.2851	-0.0838397	0.75265
LRIG2	1.0466	1.2696	0.278664	0.4019
MAGI3	2.28334	2.18662	-0.0624435	0.81795
DCLRE1B	5.9262	4.62415	-0.357921	0.186
HIPK1	7.34879	6.49463	-0.17826	0.53825
OLFML3	1.23938	1.04426	-0.247138	0.51715
VANGL1	5.19252	5.21139	0.00523345	0.9852
ATP1A1	170.188	134.81	-0.336203	0.2749
PTGFRN	7.36499	0.02711	-8.08571	0.00035
TTF2	6.08002	4.60954	-0.399452	0.14235
MAN1A2	7.68045	9.10462	0.245408	0.37215
WDR3	12.8653	10.3176	-0.318372	0.24135
PHGDH	131.332	107.046	-0.294985	0.2881
FAM72B	1.94936	0.926441	-1.07323	0.00345
SRGAP2P2	15.285	13.9809	-0.128667	0.665
NBPF9	6.76045	8.78216	0.377456	0.16995
SEC22B	77.8908	64.2169	-0.2785	0.2971
NOTCH2NL	8.5763	7.94273	-0.110721	0.6744
NBPF10	2.93307	3.02051	0.0423816	0.87435
TXNIP	7.92976	5.30357	-0.580313	0.04155
ANKRD34A	3.04596	3.35705	0.140295	0.61935
LIX1L	14.636	14.498	-0.01366	0.9594
RBM8A	21.1336	17.5033	-0.271915	0.39815
PEX11B	18.646	18.5887	-0.00443745	0.98705
ITGA10	1.66489	3.0773	0.886243	0.0024
PIAS3	17.3445	21.9314	0.338518	0.2003
RNF115	17.9403	17.0232	-0.0757021	0.77195
PDIA3P	0.775082	0.845662	0.125733	0.75685
CHD1L	22.9377	17.7499	-0.369909	0.17945
BCL9	3.00633	2.24446	-0.421634	0.121
NBPF15,NBPF16	3.46398	3.30547	-0.0675743	0.80415
NBPF16	2.28408	2.06722	-0.14392	0.6124
LOC645166	12.7752	15.6324	0.29119	0.36645
HIST2H2AC	6.03257	16.88	1.48447	0.0013
BOLA1	8.97655	12.4682	0.47402	0.13775
VPS45	12.7429	12.0336	-0.0826308	0.7543
PLEKHO1	45.5924	67.0317	0.55605	0.0565
C1orf54	1.06162	2.26182	1.09121	0.0483
C1orf51	2.27437	3.33573	0.552538	0.09485
MRPS21	55.4907	1.07499	-5.68985	5e-05
PRPF3	16.3018	15.2639	-0.0949026	0.72155
RPRD2	6.14312	5.11032	-0.265558	0.30955
TARS2	13.6191	10.0297	-0.441361	0.0997
ECM1	33.3994	52.3516	0.648411	0.0192
ADAMTSL4	1.1642	2.26327	0.959074	0.00305
SETDB1	6.77433	7.23249	0.0944137	0.75775
ANXA9	0.868654	1.16643	0.425243	0.30485
PRUNE	4.31866	4.13021	-0.0643706	0.8172
C1orf56	0.83815	1.10536	0.399237	0.8555
MLLT11	18.9594	20.2271	0.0933789	0.72765
GABPB2	1.6336	2.93304	0.844341	0.01235
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	12.7095	16.8326	0.405348	0.20585
PIP5K1A	27.3665	29.2692	0.0969738	0.7193
PSMD4	120.964	153.233	0.341142	0.22155
ZNF687	6.46964	6.12312	-0.0794204	0.89005
PSMB4	378.043	494.096	0.386242	0.1929
CGN	0.234585	0.46532	0.988114	0.01675
TUFT1	12.5864	29.3162	1.21984	5e-05
SNX27	4.99819	3.6825	-0.44072	0.09645
OAZ3	2.46091	2.6103	0.0850258	0.9589
CHTOP	39.236	30.2549	-0.37501	0.4008
SNAPIN	38.0975	33.6751	-0.178013	0.5046
INTS3	16.996	14.2751	-0.251687	0.34545
SLC27A3	0.39168	1.02488	1.38771	0.00565
CREB3L4	2.43489	2.1741	-0.16344	0.91425
RPS27	2723.5	3300.27	0.277124	0.3483
UBAP2L	62.5072	52.0951	-0.262876	0.5163
HAX1	57.5713	91.1888	0.663506	0.01525
ATP8B2	16.5305	21.2315	0.361081	0.212
IL6R	0.375807	0.431831	0.200476	0.63
CKS1B	116.207	85.0827	-0.449758	0.09875
FLAD1	15.985	19.8581	0.313004	0.24085
ZBTB7B	8.62137	10.912	0.339931	0.1998
ADAM15	93.365	126.202	0.434776	0.12595
EFNA4	6.57899	9.28793	0.497492	0.77285
EFNA3	1.08814	1.99351	0.87344	0.02885
EFNA1	1.09854	1.18712	0.111878	0.7898
SLC50A1	15.3421	20.2778	0.402405	0.1499
TRIM46	4.74203	6.97815	0.557341	0.0424
MTX1	32.1449	59.3657	0.88504	0.0041
HCN3	0.802178	1.05733	0.398426	0.33445
FDPS	91.8876	92.0645	0.00277513	0.99335
RUSC1	23.7674	23.5353	-0.0141619	0.9797
LOC645676	0.706104	1.17158	0.730504	0.69265
MSTO1	8.85581	10.4737	0.24208	0.365
DAP3	41.4456	32.5446	-0.3488	0.18965
SYT11	13.3794	14.9697	0.162026	0.5613
LAMTOR2	61.1593	94.2549	0.623996	0.0268
LMNA	546.108	1118.25	1.03398	0.006
SLC25A44	10.5	10.1435	-0.0498351	0.85125
BGLAP,PMF1,PMF1-BGLAP	51.0361	74.6864	0.549327	0.06985
TMEM79	2.02298	1.94869	-0.0539766	0.87185
C1orf182	0.320884	0.448107	0.481794	0.3193
APOA1BP	49.767	50.6214	0.0245594	0.92905
RRNAD1	5.96629	7.78391	0.383662	0.1794
PRCC	40.0518	35.6754	-0.166939	0.52425
PEAR1	1.40125	2.08206	0.571302	0.05825
KIRREL	12.9322	19.8413	0.617537	0.04305
IFI16	23.1052	19.1135	-0.273625	0.30645
DUSP23	29.8567	50.3005	0.752517	0.00655
LOC100505633	0.0487732	2.98681	5.93637	0.0064
PEA15	153.061	181.433	0.245325	0.41065
NCSTN	49.0255	57.7803	0.237045	0.6495
SLAMF7	15.8602	3.2172	-2.30153	5e-05
KLHDC9	1.22978	1.37074	0.156556	0.72985
NIT1	14.8665	16.9105	0.185854	0.83655
UFC1	81.3458	82.0927	0.013187	0.9595
USP21	10.7576	9.45826	-0.185717	0.488
PPOX	6.93344	12.594	0.861098	0.0026
NDUFS2	48.1898	37.4845	-0.362435	0.17225
TOMM40L	7.84978	8.04287	0.035057	0.89735
SDHC	29.9004	25.3853	-0.236173	0.3788
FCRLB	1.33613	1.43802	0.106028	0.7944
DUSP12	17.9836	13.7095	-0.391508	0.1494
ATF6	10.4133	10.8776	0.0629327	0.81255
NOS1AP	0.611071	0.61136	0.000683171	0.9978
C1orf226	2.58246	2.30054	-0.166771	0.59735
UHMK1	21.2672	17.3751	-0.291608	0.29615
UAP1	79.8234	94.8087	0.248208	0.36015
DDR2	18.1891	23.9584	0.397459	0.18155
HSD17B7	4.68324	3.14794	-0.5731	0.07095
RGS4	198.105	194.033	-0.0299674	0.9187
NUF2	28.4951	21.2839	-0.420949	0.12695
PBX1	2.65339	2.68141	0.0151553	0.9626
MGST3	48.7562	48.3688	-0.0115076	0.96705
UCK2	14.5381	12.055	-0.270207	0.3029
POGK	15.5322	18.8792	0.281537	0.28755
POU2F1	1.05737	0.862145	-0.294482	0.29925
MPZL1	25.4149	24.1767	-0.0720534	0.79535
DCAF6	20.9887	18.9071	-0.150685	0.66985
TIPRL	21.0771	21.4042	0.0222192	0.95405
SFT2D2	5.65622	5.18897	-0.12439	0.7217
ATP1B1	37.03	41.1163	0.151018	0.63395
BLZF1	8.55277	7.33662	-0.221276	0.432
C1orf112	4.64516	3.08022	-0.592697	0.11925
GORAB	3.11206	2.65381	-0.229805	0.43245
PRRX1	6.1968	5.02631	-0.302023	0.25815
PRRC2C	20.0658	29.7603	0.568649	0.0666
METTL13	13.7083	11.8405	-0.211313	0.4414
C1orf9	15.5817	16.5254	0.0848401	0.7594
PRDX6	171.748	177.695	0.0491081	0.86375
KLHL20	5.03397	6.10341	0.277917	0.3048
DARS2	13.2394	10.3944	-0.349027	0.18605
ZBTB37	0.880013	0.984931	0.162499	0.68945
RABGAP1L	3.9317	7.37672	0.907825	0.09765
CACYBP	51.8482	33.1626	-0.644736	0.01845
PAPPA2	1.28876	2.73131	1.08361	0.00105
RASAL2	6.15873	5.44939	-0.176539	0.51555
RALGPS2	4.24848	4.15587	-0.0317934	0.90965
FAM20B	14.3169	14.6466	0.0328511	0.9008
TOR3A	18.3601	17.746	-0.0490804	0.8543
SOAT1	14.6458	10.8028	-0.439076	0.0993
TOR1AIP1	12.0763	10.5931	-0.189057	0.48415
CEP350	2.74051	2.82126	0.041897	0.8757
QSOX1	301.968	382.025	0.33927	0.30525
XPR1	4.35332	5.97511	0.456849	0.09465
KIAA1614	0.412442	0.655424	0.668238	0.0914
MR1	2.38183	2.2436	-0.0862536	0.7578
IER5	50.127	49.9707	-0.00450779	0.98675
DHX9	59.2113	45.1617	-0.390772	0.1662
LAMC1	59.3431	83.8702	0.499078	0.11775
LAMC2	0.948492	1.35071	0.510014	0.0948
SMG7	14.781	14.6239	-0.0154124	0.9531
RGL1	6.58883	6.62557	0.00802068	0.9748
TSEN15	21.6472	17.934	-0.271483	0.30965
C1orf21	6.58088	5.99643	-0.134177	0.6117
RNF2	5.12706	3.05499	-0.746962	0.00685
SWT1	0.603356	0.436188	-0.468059	0.57775
HMCN1	1.35951	0.942288	-0.52885	0.62705
C1orf27	3.52283	3.36303	-0.0669765	0.95715
PLA2G4A	2.27449	0.671776	-1.75949	5e-05
RGS2	1.43419	0.577157	-1.3132	0.00525
TROVE2	6.53096	9.31343	0.512017	0.3428
CDC73	8.57839	7.05682	-0.28169	0.3059
CFH	25.4272	19.83	-0.358684	0.2091
C1orf53	9.95275	23.7065	1.25212	0.0002
LHX9	0.5629	0.562462	-0.0011218	0.9959
NEK7	28.3047	39.4865	0.480319	0.0916
CAMSAP2	8.57254	8.79093	0.036292	0.8942
C1orf106	0.47034	0.237773	-0.984117	0.02945
RPS10P7	0.260887	0.930807	1.83505	0.0231
NAV1	19.8966	23.7225	0.253732	0.37175
IPO9	13.11	11.7611	-0.156641	0.56265
SHISA4	18.8895	25.6632	0.442114	0.10045
TIMM17A	55.5283	52.8302	-0.0718616	0.78695
RNPEP	48.7297	51.8846	0.090504	0.72995
PPP1R12B	1.35427	1.14786	-0.238575	0.4874
KDM5B-AS1	1.59971	10.1683	2.66819	5e-05
