GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
PGD	159.411	165.516	0.0542231	0.51695
APITD1,APITD1-CORT,CORT	15.3139	13.1135	-0.223794	0.02595
PEX14	16.6792	15.1575	-0.138014	0.13705
TARDBP	52.7881	52.532	-0.00701577	0.93495
UBIAD1	8.54753	9.13932	0.0965799	0.29565
PTCHD2	0.951139	0.69761	-0.447236	0.0022
FBXO44	19.4713	16.0437	-0.279341	0.14725
FBXO6	13.1179	18.1153	0.465667	5e-05
C1orf187	2.32936	0.987745	-1.23772	5e-05
AGTRAP	34.7116	40.3563	0.217377	0.0197
CLCN6	4.89515	4.71204	-0.0550016	0.74485
PLOD1	101.758	111.807	0.13586	0.10375
MFN2	36.8399	34.7457	-0.0844341	0.3146
MIIP	25.4443	26.4728	0.0571669	0.52685
VPS13D	4.26209	4.23998	-0.00750463	0.9322
PRDM2	3.28142	2.75384	-0.252873	0.013
KAZN	7.11505	10.7767	0.598965	5e-05
TMEM51	10.2257	11.5969	0.181538	0.0685
FHAD1	0.633266	0.587013	-0.10942	0.4301
EFHD2	34.9729	42.9455	0.296273	0.00065
DNAJC16	9.15012	9.64845	0.0765067	0.3797
DDI2,RSC1A1	9.97084	10.8092	0.116472	0.27915
PLEKHM2	18.3401	19.2707	0.0714063	0.4068
FBLIM1	1.33046	4.54304	1.77173	5e-05
SPEN	21.7598	25.0789	0.204804	0.01405
C1orf144	61.4424	56.3103	-0.125835	0.1293
NECAP2	26.3062	25.3605	-0.052816	0.55515
MST1P2	5.0947	5.67143	0.154716	0.09485
CROCC	7.31386	7.55084	0.0460045	0.601
PADI3	1.84461	1.25215	-0.558916	5e-05
ARHGEF10L	8.07735	10.2401	0.34227	0.0001
MRTO4	47.1267	54.7356	0.215935	0.01085
PQLC2	5.36933	5.2527	-0.0316854	0.7505
C1orf151-NBL1,MINOS1,NBL1	53.4181	57.1599	0.0976741	0.266
OTUD3	5.99724	5.13959	-0.222643	0.0145
CDA	32.4644	51.9452	0.678135	5e-05
PINK1	24.1779	28.9621	0.260475	0.0029
NBPF3	4.27324	3.48392	-0.294616	0.00275
LINC00339	6.26193	6.74668	0.10757	0.3204
CDC42	124.479	131.18	0.075641	0.36215
ZBTB40	7.66974	6.81344	-0.170796	0.0503
EPHB2	11.0916	12.4745	0.169517	0.05475
KDM1A	97.2746	107.117	0.139056	0.09235
C1orf213	1.42295	1.17988	-0.270249	0.58635
RPL11	1627.76	2179.29	0.42097	5e-05
TCEB3	9.355	10.4048	0.153438	0.10365
PITHD1	37.4576	41.9146	0.162195	0.0657
LYPLA2	76.2309	89.3081	0.228415	0.00645
PNRC2	42.0375	38.2906	-0.134685	0.1136
GRHL3	0.328342	5.79062	4.14045	5e-05
NIPAL3	5.40275	6.23636	0.207011	0.0234
RCAN3	6.76078	5.89848	-0.196847	0.04755
SRRM1	52.7188	56.055	0.0885269	0.2891
CLIC4	38.7407	33.7829	-0.197557	0.01605
TMEM50A	36.9914	37.9996	0.0387941	0.6538
TMEM57	8.65022	8.64903	-0.000199896	0.99725
LDLRAP1	16.7283	17.6022	0.073468	0.40885
MAN1C1	1.03336	0.628884	-0.716483	0.00015
SEPN1	40.3655	38.6412	-0.06298	0.4524
FAM54B	20.2542	17.9254	-0.176214	0.06405
PDIK1L	3.54453	3.22948	-0.134295	0.1473
FAM110D	0.434004	0.666355	0.618582	0.0626
ZNF593	64.1965	79.3494	0.305724	0.0013
CNKSR1	11.902	11.3283	-0.0712739	0.44455
CEP85	13.9843	13.1532	-0.0884019	0.31265
SH3BGRL3	104.541	102.271	-0.0316657	0.70865
CD52	0.422005	0.688397	0.70598	0.59025
DHDDS	9.00818	9.70573	0.107602	0.2506
HMGN2	205.925	188.779	-0.125426	0.1252
RPS6KA1	27.5244	31.2913	0.185052	0.0301
ARID1A	21.8639	18.9278	-0.208043	0.01345
PIGV	8.69185	8.35497	-0.05703	0.5702
ZDHHC18	15.2934	15.139	-0.0146448	0.8722
SFN	113.289	169.277	0.579379	5e-05
NUDC	176.67	196.76	0.155373	0.06395
TRNP1	51.9682	43.3556	-0.261411	0.002
WDTC1	13.1994	12.0988	-0.125612	0.1512
TMEM222	20.1969	18.0718	-0.160391	0.0966
LOC644961	0.431489	0.34693	-0.31468	0.52575
SYTL1	25.6215	31.104	0.279746	0.00215
GPR3	3.00546	3.31189	0.140067	0.18295
FAM76A	3.36855	3.21474	-0.0674264	0.4848
STX12	10.4598	10.8028	0.0465454	0.6082
PPP1R8	33.4573	33.0843	-0.0161775	0.8494
C1orf38	4.04171	4.22663	0.0645436	0.57435
SMPDL3B	12.8964	14.0177	0.120279	0.21505
XKR8	7.96361	7.67798	-0.0526949	0.55615
ATPIF1	212.634	236.661	0.154453	0.0776
SESN2	8.59066	8.34177	-0.0424147	0.64965
MED18	15.2854	14.9176	-0.0351395	0.71135
PHACTR4	10.2109	9.13994	-0.159848	0.0657
RCC1	106.769	125.054	0.228055	0.00555
TRNAU1AP	7.69135	9.11245	0.244603	0.12485
GMEB1	6.41719	6.34591	-0.0161156	0.87365
YTHDF2	62.5543	67.2292	0.103979	0.23285
EPB41	12.1753	14.0175	0.203271	0.05215
PTPRU	20.1385	29.8475	0.567658	5e-05
LOC100129196	0.641048	0.545278	-0.233439	0.34605
ZCCHC17	21.3495	24.0393	0.171192	0.05725
SERINC2	39.7037	69.8261	0.814494	5e-05
TINAGL1	34.459	19.8586	-0.795119	5e-05
KHDRBS1	123.335	120.322	-0.0356809	0.66725
TMEM39B	11.3702	11.2039	-0.0212517	0.83265
KPNA6	20.0703	20.4492	0.0269817	0.745
TXLNA	18.3635	16.6676	-0.13979	0.0964
CCDC28B	1.86803	0.837918	-1.15663	0.00015
IQCC	3.00298	2.27761	-0.398871	0.00035
EIF3I	186.358	230.284	0.305341	0.00055
FAM167B	0.41964	0.716841	0.772501	0.0684
LCK	0.297864	0.550708	0.886635	0.0051
HDAC1	152.303	135.282	-0.170972	0.04125
TSSK3	3.21773	2.67587	-0.266035	0.05325
ZBTB8B	0.642813	0.576741	-0.156475	0.3344
ZBTB8A	2.63138	2.22316	-0.243207	0.01295
RBBP4	33.7868	33.8324	0.00194359	0.9826
KIAA1522	32.2569	33.3315	0.0472773	0.6202
S100PBP	7.75845	7.18886	-0.110006	0.6323
ADC	3.04796	2.55321	-0.25553	0.0166
ZNF362	5.59756	4.72317	-0.245042	0.01085
ZSCAN20	1.6385	1.66309	0.0214919	0.82235
GJB5	10.6134	14.1359	0.413475	5e-05
GJB4	1.48639	2.44695	0.719174	5e-05
GJB3	30.931	44.7808	0.533826	5e-05
ZMYM1	8.12365	8.56181	0.0757878	0.41465
ZMYM4	17.4743	15.4983	-0.173118	0.0388
NCDN	16.5693	15.818	-0.0669473	0.4535
TFAP2E	3.86957	4.46214	0.205562	0.0426
EIF2C4	2.94578	3.07334	0.0611575	0.52745
EIF2C1	13.7308	14.2049	0.0489786	0.56345
EIF2C3	4.37586	3.52798	-0.310725	0.00185
ADPRHL2	22.209	23.6707	0.0919569	0.31205
MAP7D1	33.685	31.3578	-0.103285	0.2192
THRAP3	73.6124	82.6611	0.16726	0.04365
SH3D21	1.20608	1.37195	0.185898	0.1915
ZC3H12A	2.98219	3.62204	0.280431	0.0041
CDCA8	31.2758	27.3621	-0.192865	0.02345
MANEAL	11.6974	10.8824	-0.104194	0.27295
C1orf122	50.0463	52.9525	0.0814348	0.5116
UTP11L	25.2233	29.963	0.248423	0.00455
AKIRIN1	42.5932	45.6466	0.0998854	0.23465
NDUFS5	403.862	456.249	0.175958	0.03415
MACF1	19.8986	15.3482	-0.374595	5e-05
KIAA0754	8.15263	6.06702	-0.426277	0.0622
BMP8A	2.28494	1.98864	-0.20037	0.07015
PPIE	41.3533	42.3995	0.0360452	0.75595
MFSD2A	4.92446	10.6264	1.10961	5e-05
CAP1	104.312	109.529	0.0704041	0.3968
RLF	6.67192	6.72172	0.0107294	0.90485
ZMPSTE24	31.2688	30.4762	-0.0370419	0.66505
SMAP2	8.57247	9.99597	0.221636	0.0269
DEM1	0.977082	0.0205375	-5.57214	0.00265
ZNF684	1.97807	1.96273	-0.0112317	0.9217
NFYC	25.7274	24.4513	-0.0733911	0.415
KCNQ4	1.40191	1.81488	0.372485	0.00105
CTPS	26.7232	27.3977	0.0359621	0.6675
RIMKLA	1.08829	0.974375	-0.159517	0.08825
PPCS	31.8317	31.7798	-0.0023555	0.9817
PPIH	72.9369	81.2009	0.154847	0.07515
YBX1	746.496	899.911	0.269648	0.0009
C1orf50	7.52379	8.31719	0.144638	0.1349
ERMAP	2.00718	1.79208	-0.163532	0.3093
ZNF691	6.19379	4.51231	-0.456956	5e-05
FLJ32224	0.817583	1.31029	0.680454	0.74335
WDR65	0.431869	0.430738	-0.00378367	0.99615
TMEM125	10.0959	14.4286	0.515154	5e-05
CDC20	168.562	161.849	-0.0586328	0.48345
SZT2	3.40794	3.20058	-0.0905682	0.33295
PTPRF	61.5775	61.0312	-0.0128571	0.87575
KDM4A	21.7232	18.5839	-0.225189	0.00875
ST3GAL3	1.66353	1.41047	-0.23807	0.11665
ARTN	3.61309	3.79053	0.0691673	0.53105
IPO13	8.81812	8.89069	0.011824	0.8951
DPH2	27.1333	32.1234	0.243559	0.006
ATP6V0B	102.993	102.748	-0.00344019	0.96985
B4GALT2	40.7571	40.2124	-0.0194116	0.829
CCDC24	10.4027	11.2697	0.115485	0.38955
DMAP1	15.8561	14.897	-0.0900132	0.35345
RNF220	22.2656	23.6978	0.0899376	0.29405
C1orf228	0.715582	0.483076	-0.566867	0.04165
KIF2C	33.5332	30.6119	-0.131496	0.12425
RPS8	1938.38	2231.81	0.20336	0.0153
PLK3	18.6249	23.4848	0.334492	0.00015
BTBD19	2.36179	2.67103	0.177515	0.2441
UROD	48.6289	42.593	-0.191196	0.0312
TOE1	10.2334	9.56165	-0.097958	0.50895
MMACHC	6.79139	7.14547	0.073322	0.9045
AKR1A1	87.5443	106.992	0.289416	0.00065
NASP	84.7499	98.768	0.220831	0.0082
TMEM69	29.0348	35.6634	0.296658	0.00555
MAST2	18.679	15.5561	-0.263943	0.0017
TSPAN1	23.3044	50.8757	1.12637	5e-05
RAD54L	14.6566	12.6612	-0.211131	0.16745
UQCRH	499.359	563.363	0.173988	0.0387
NSUN4	7.67633	8.87651	0.209576	0.0228
FAAH	12.5729	12.1998	-0.0434622	0.6514
DMBX1	1.55996	1.21174	-0.364426	0.01195
CMPK1	38.6441	42.9236	0.151522	0.0743
FOXD2	0.96973	0.894422	-0.116628	0.37185
CDKN2C	4.44472	2.33783	-0.926924	5e-05
RNF11	28.4981	26.1008	-0.126768	0.137
OSBPL9	17.245	18.4665	0.0987318	0.56745
BTF3L4	17.794	17.9931	0.0160551	0.8584
ZFYVE9	7.00109	6.42104	-0.124772	0.1685
PRPF38A	21.8904	22.7641	0.0564633	0.507
ZYG11B	7.01884	5.91202	-0.247583	0.0055
SCP2	39.0465	38.3225	-0.0270013	0.7724
CPT2	8.80591	10.0909	0.196505	0.12355
LRRC42	60.3737	56.9533	-0.0841411	0.3251
TCEANC2	2.35461	2.61082	0.149014	0.11615
MRPL37	80.3256	88.8648	0.145752	0.08685
ACOT11	12.0309	11.9418	-0.0107198	0.9225
HEATR8,TTC4	17.9369	20.2455	0.174673	0.05035
TMEM61	2.09297	2.13466	0.0284558	0.87385
PCSK9	45.9734	39.3756	-0.223499	0.00685
PRKAA2	1.4545	0.934236	-0.638667	5e-05
FGGY	1.80423	2.42783	0.428284	0.0014
HOOK1	8.60151	9.76579	0.183147	0.03445
NFIA	1.63913	2.09177	0.35179	0.00055
INADL	6.73586	5.92852	-0.184192	0.0341
USP1	21.4391	17.5638	-0.287635	0.0015
ATG4C	4.77172	4.65032	-0.0371814	0.6831
ALG6	4.99938	5.6909	0.186908	0.06
EFCAB7	3.12064	2.4772	-0.333131	0.00225
PGM1	39.4434	37.7297	-0.0640836	0.457
ROR1	2.32807	2.04903	-0.18419	0.0921
CACHD1	4.49562	3.82132	-0.234447	0.0143
RAVER2	17.7725	17.0308	-0.0615032	0.6434
AK4	16.4153	17.6746	0.106639	0.2114
DNAJC6	3.78441	2.55432	-0.567129	5e-05
LEPR,LEPROT	12.0327	8.28748	-0.537958	5e-05
PDE4B	54.0019	51.3694	-0.0720991	0.39795
MIER1	9.75904	8.67882	-0.169241	0.0596
GADD45A	49.7932	57.2305	0.200837	0.01965
SRSF11	71.5959	73.115	0.0302899	0.7204
HHLA3	9.56382	15.605	0.706351	5e-05
CTH	9.41271	18.0251	0.937327	5e-05
ZRANB2-AS1	0.35605	0.558399	0.649216	0.55415
FPGT,FPGT-TNNI3K,TNNI3K	3.19739	2.60986	-0.292926	0.002
TYW3	16.6684	17.6028	0.0786834	0.48085
ACADM	26.218	28.4644	0.118597	0.17305
RABGGTB	72.6068	66.29	-0.131313	0.12395
ST6GALNAC3	1.17458	0.879601	-0.417221	0.0791
ST6GALNAC5	0.927582	0.909187	-0.0288981	0.89595
FAM73A	3.14823	3.03569	-0.0525151	0.60155
DNAJB4	9.14225	9.53182	0.0602029	0.5323
IFI44	0.225705	0.833343	1.88447	0.00025
PRKACB	74.0237	76.3289	0.0442424	0.6074
SAMD13	6.92013	9.16896	0.405958	5e-05
RPF1	43.7172	50.2558	0.201089	0.0884
WDR63	0.997972	0.648118	-0.622743	0.0005
LOC646626	0.77278	0.849397	0.136381	0.84795
CYR61	108.331	152.826	0.496435	5e-05
SH3GLB1	9.11586	8.35503	-0.125734	0.1569
HS2ST1	14.5715	14.2226	-0.0349608	0.75685
LMO4	5.69304	6.14042	0.109139	0.23435
PKN2	15.3093	14.4205	-0.0862879	0.30895
LRRC8B	4.92272	5.33186	0.115185	0.20565
LRRC8C	4.85953	3.84696	-0.337099	0.0005
LRRC8D	8.07759	7.055	-0.195278	0.0382
ZNF326	10.8349	10.4576	-0.0511384	0.58095
CDC7	12.4075	12.3783	-0.00340716	0.96945
EPHX4	2.19987	2.90472	0.40098	0.0099
BTBD8	0.765757	0.608393	-0.331882	0.21545
KIAA1107	0.833906	0.789368	-0.0791871	0.541
RPAP2	6.93385	6.75461	-0.0377853	0.7533
RPL5	1253.05	1519.37	0.278035	0.0006
MTF2	14.3445	13.176	-0.122591	0.1637
CCDC18	3.51393	3.43557	-0.032536	0.735
DR1	31.8682	26.9075	-0.244106	0.00395
FNBP1L	19.1623	16.439	-0.221148	0.01155
ABCD3	21.8797	17.3153	-0.337545	0.00035
SLC44A3	4.2846	5.03034	0.231496	0.0186
RWDD3,TMEM56,TMEM56-RWDD3	12.4358	10.8003	-0.20343	0.11175
PTBP2	3.39292	2.7216	-0.31807	0.00125
SNX7	12.0037	10.7423	-0.160177	0.1011
AGL	10.9821	11.1494	0.0218111	0.8002
SLC35A3	4.89736	7.36864	0.589396	5e-05
HIAT1	4.67912	4.14978	-0.173201	0.07155
CCDC76	3.2662	3.20573	-0.0269599	0.78965
RTCD1	12.4098	13.2435	0.0938067	0.3015
CDC14A	2.61339	2.68235	0.0375747	0.72135
SLC30A7	4.46886	4.72883	0.0815763	0.3754
AMY2B,RNPC3	4.29958	4.06694	-0.0802522	0.4301
PRMT6	6.16241	6.52092	0.0815815	0.42135
FAM102B	7.96084	6.5922	-0.272161	0.00255
PRPF38B	23.5868	24.5171	0.0558042	0.51765
STXBP3	11.9463	11.4194	-0.0650745	0.4827
GPSM2	11.0078	8.23155	-0.419295	0.0013
TMEM167B	9.28283	9.31208	0.00453872	0.9598
SCARNA2	3.52152	1.64647	-1.09682	0.0172
SARS	73.0032	92.6644	0.344055	5e-05
CELSR2	10.6911	7.8371	-0.448023	5e-05
SYPL2	0.549182	0.520945	-0.0761528	0.6791
ATXN7L2	4.2999	4.18179	-0.0401821	0.6851
CYB561D1	2.20081	2.22757	0.0174357	0.8522
GNAI3	29.7196	30.7215	0.0478322	0.56995
AMPD2	25.7234	24.8379	-0.0505347	0.5629
GSTM4	10.1971	8.91651	-0.193602	0.03695
GSTM2	0.643251	0.877386	0.447829	0.1416
CSF1	1.26388	0.654848	-0.948632	5e-05
AHCYL1	36.8081	38.0816	0.0490697	0.57015
FAM40A	12.3303	12.0238	-0.036307	0.68375
SLC6A17	5.11013	4.50538	-0.181711	0.0458
KCNC4	3.52167	3.62837	0.0430619	0.6405
RBM15	8.894	8.20773	-0.11585	0.2177
CEPT1	15.1656	16.4782	0.119753	0.2814
C1orf88	0.530481	0.496991	-0.0940817	0.68795
ATP5F1	104.854	133.032	0.343394	0.00095
RAP1A	22.4297	23.1722	0.0469846	0.5936
DDX20	9.75151	10.068	0.0460833	0.65815
CTTNBP2NL	6.3388	4.97594	-0.349241	0.00035
WNT2B	0.677375	0.535989	-0.337752	0.15595
CAPZA1	69.9837	71.3002	0.0268857	0.75035
MOV10	35.8409	33.6425	-0.0913199	0.2825
FAM19A3	0.672995	0.514035	-0.388729	0.26605
LRIG2	3.08826	2.6785	-0.205372	0.02865
MAGI3	2.57605	2.38913	-0.108678	0.2696
DCLRE1B	6.28415	5.71931	-0.135875	0.16335
HIPK1	11.7915	9.91853	-0.249545	0.0047
VANGL1	10.5864	8.79485	-0.267478	0.0015
SLC22A15	0.757298	0.744028	-0.0255032	0.85425
ATP1A1	198.005	171.88	-0.204138	0.01605
PTGFRN	22.0636	17.9878	-0.294651	0.00025
CD101	0.449811	0.264072	-0.76839	0.0018
TTF2	14.5684	17.7488	0.284875	0.0008
MAN1A2	15.4155	13.1335	-0.231133	0.00795
FAM46C	0.759572	0.443039	-0.777753	5e-05
WDR3	27.136	34.1554	0.331909	0.00015
PHGDH	85.2129	91.25	0.0987521	0.23905
FAM72B	1.94232	1.69114	-0.19978	0.1051
SRGAP2P2	19.0407	13.2069	-0.52779	5e-05
NBPF9	6.88665	6.81919	-0.0142009	0.88625
SEC22B	28.6686	27.8238	-0.043151	0.6247
NOTCH2NL	2.729	3.29059	0.269973	0.00495
NBPF10	1.21144	1.05189	-0.203741	0.03445
ANKRD34A	0.553621	0.463274	-0.257032	0.1842
LIX1L	9.91337	6.01585	-0.720608	5e-05
RBM8A	23.9426	24.5983	0.0389795	0.71105
PEX11B	14.864	13.851	-0.10183	0.29535
ITGA10	0.49901	0.14659	-1.76728	5e-05
PIAS3	19.1321	14.7553	-0.374759	5e-05
RNF115	10.7987	9.9403	-0.1195	0.2093
PDIA3P	0.994838	0.996305	0.0021263	0.977
CHD1L	24.92	26.7396	0.101677	0.24215
BCL9	10.0571	9.0181	-0.157321	0.06625
NBPF15,NBPF16	2.2499	2.33716	0.054894	0.56255
NBPF16	1.37227	1.52972	0.1567	0.1276
LOC645166	3.45954	4.24202	0.294171	0.1527
LOC388692	0.536854	0.525037	-0.0321109	0.7364
FAM91A2,LOC728855	0.888097	0.553596	-0.681883	0.03805
HIST2H2AC	5.20418	2.94687	-0.820487	0.0094
BOLA1	16.2017	16.383	0.0160539	0.8646
VPS45	9.25662	10.1851	0.137902	0.13665
PLEKHO1	6.6913	4.26295	-0.650434	5e-05
C1orf54	1.09372	0.829736	-0.398522	0.4289
MRPS21	183.437	225.903	0.300416	0.001
PRPF3	24.9117	25.1257	0.0123417	0.88495
RPRD2	9.3401	8.11333	-0.203145	0.0187
TARS2	8.04531	9.7821	0.281996	0.00335
ECM1	0.73415	0.57734	-0.346654	0.1377
SETDB1	14.9694	15.4453	0.0451553	0.65315
ANXA9	3.10844	4.42729	0.510232	5e-05
PRUNE	9.51757	10.247	0.106536	0.2608
GABPB2	2.54766	2.27643	-0.162404	0.15145
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	9.89948	10.8731	0.135337	0.22705
PIP5K1A	33.0276	32.3154	-0.0314515	0.7107
PSMD4	125.7	132.145	0.0721345	0.38835
ZNF687	9.49176	8.05173	-0.237377	0.08585
PSMB4	327.201	341.768	0.0628399	0.4465
CGN	8.21663	11.5549	0.491892	5e-05
TUFT1	4.23398	4.9194	0.21647	0.02165
SNX27	9.67016	9.99551	0.047741	0.5797
OAZ3	2.54382	2.46812	-0.0435851	0.93425
S100A1	0.562155	2.46445	2.13222	0.28735
CHTOP	61.383	58.6815	-0.0649345	0.53885
SNAPIN	33.9544	33.1046	-0.036567	0.6992
INTS3	22.4293	20.7965	-0.10904	0.20305
SLC27A3	5.84529	5.64892	-0.0492994	0.60285
CREB3L4	7.05953	7.9721	0.175389	0.4757
RPS27	3918.46	4429.79	0.176951	0.03435
UBAP2L	63.0477	61.4742	-0.0364621	0.7591
HAX1	37.5829	40.7376	0.116284	0.19215
ATP8B2	11.2671	13.6931	0.28133	0.0034
IL6R	0.955382	1.0762	0.171802	0.1101
CKS1B	175.313	183.48	0.0656857	0.4417
FLAD1	27.3363	28.043	0.0368249	0.68355
ZBTB7B	15.5277	15.6221	0.00874093	0.92025
ADAM15	62.7801	88.4913	0.495229	5e-05
EFNA4	18.1712	15.8283	-0.199148	0.48175
EFNA3	13.889	15.0749	0.118198	0.2217
EFNA1	10.126	10.5779	0.0629757	0.51605
SLC50A1	23.3957	28.5833	0.288928	0.00175
TRIM46	2.00274	1.90684	-0.0707942	0.5152
MTX1	35.7978	36.7727	0.038761	0.674
HCN3	2.89625	2.79798	-0.0497984	0.63655
FDPS	113.603	129.182	0.185401	0.08475
RUSC1	45.6841	40.9573	-0.157571	0.31165
LOC645676	1.04495	0.68773	-0.603516	0.39725
MSTO1	9.65828	10.2825	0.0903465	0.3469
DAP3	55.7358	69.2252	0.312693	0.0001
MSTO2P	0.980561	0.71023	-0.465321	0.3704
LAMTOR2	65.4922	67.8795	0.0516529	0.57065
RAB25	70.8357	84.2416	0.250056	0.0032
LMNA	280.116	247.284	-0.179855	0.03655
SLC25A44	6.2754	5.34323	-0.231995	0.01785
BGLAP,PMF1,PMF1-BGLAP	40.2452	36.7837	-0.12975	0.16455
TMEM79	3.01621	3.13348	0.055031	0.5944
C1orf182	1.10395	2.11964	0.941146	0.76105
RHBG	1.53216	1.7246	0.170701	0.27845
APOA1BP	79.9562	84.7083	0.0832939	0.32495
BCAN	2.14876	2.30333	0.100218	0.3336
RRNAD1	8.70627	8.80345	0.0160149	0.8761
PRCC	42.8251	41.3395	-0.0509352	0.54675
PEAR1	3.0636	3.00415	-0.0282721	0.7642
KIRREL	6.19673	6.8305	0.140485	0.14455
DUSP23	41.4569	47.1358	0.18521	0.0622
LOC100505633	0.183692	0.466059	1.34322	0.03205
PEA15	22.0064	22.2119	0.0134105	0.8774
NCSTN	26.7237	28.9217	0.114032	0.5283
VANGL2	0.391597	0.891957	1.1876	5e-05
KLHDC9	0.624457	0.338033	-0.88544	0.04105
NIT1	19.7467	21.7668	0.140515	0.4541
UFC1	63.7309	66.515	0.0616867	0.4721
USP21	10.7018	8.79876	-0.282482	0.00395
PPOX	8.23957	7.4518	-0.144981	0.12195
NDUFS2	47.3041	49.9673	0.0790186	0.35095
TOMM40L	5.32028	6.42107	0.271311	0.00615
SDHC	37.9258	39.7474	0.0676822	0.426
FCRLB	0.737761	0.522897	-0.496627	0.09725
DUSP12	16.4447	16.3879	-0.00498888	0.9568
ATF6	7.09162	7.63875	0.107221	0.21755
NOS1AP	2.47892	2.62731	0.0838706	0.36545
C1orf226	9.16779	8.9791	-0.0300035	0.75195
UHMK1	38.1481	30.6808	-0.314275	0.0002
UAP1	23.2041	25.4065	0.130815	0.13515
HSD17B7	12.4063	12.9887	0.0661848	0.50165
RGS4	0.482116	0.255156	-0.917997	0.00145
NUF2	9.83554	8.31337	-0.24257	0.0143
PBX1	3.93816	21.4271	2.44384	5e-05
MGST3	49.0121	55.7533	0.185918	0.0305
UCK2	14.8524	19.7791	0.413282	5e-05
POGK	24.0326	22.6012	-0.0885958	0.2969
POU2F1	3.91082	3.96408	0.0195148	0.82445
MPZL1	22.4501	22.4709	0.0013352	0.98595
DCAF6	18.699	17.3334	-0.109406	0.2923
TIPRL	20.9347	23.4154	0.161558	0.26715
SFT2D2	12.4499	12.5587	0.012551	0.8989
TBX19	1.57754	0.8429	-0.904238	5e-05
ATP1B1	31.156	18.7145	-0.735356	5e-05
BLZF1	6.55194	6.8255	0.0590131	0.5461
C1orf112	4.99243	4.48244	-0.155459	0.28435
GORAB	2.92337	2.92077	-0.00128453	0.99025
FMO4	0.724729	0.599363	-0.274012	0.22215
PRRC2C	32.4252	33.5835	0.0506361	0.54145
METTL13	23.97	24.9328	0.0568141	0.50665
DNM3	1.13863	0.414016	-1.45954	5e-05
C1orf9	10.0785	7.7958	-0.370513	5e-05
PRDX6	203.448	218.26	0.101389	0.2242
KLHL20	5.7506	5.42663	-0.0836557	0.39445
DARS2	11.2737	11.4522	0.0226649	0.8009
ZBTB37	1.50563	1.51953	0.0132586	0.9369
RABGAP1L	8.60002	7.03259	-0.290283	0.0041
CACYBP	55.0262	58.5233	0.0888906	0.28535
RASAL2	3.39146	3.07064	-0.143368	0.12275
RALGPS2	6.29553	5.60538	-0.167517	0.0672
FAM20B	12.0295	9.85759	-0.287271	0.001
TOR3A	21.1016	21.204	0.00698671	0.938
SOAT1	8.84899	9.1203	0.0435691	0.61525
