gene	value_1	value_2	log2(fold_change)	p_value
KIF1B	1.94223	2.52089	0.376217	0.67505
PGD	40.9492	85.3008	1.05873	0.289
APITD1	4.05796	2.7952	-0.537802	0.61935
APITD1-CORT	4.05796	2.7952	-0.537802	0.61935
CORT	4.05796	2.7952	-0.537802	0.61935
PEX14	20.2166	10.1648	-0.991952	0.27335
TARDBP	13.3795	14.7093	0.1367	0.88655
UBIAD1	4.31293	8.81842	1.03185	0.25915
FBXO44	5.40962	6.8908	0.349144	0.7979
FBXO6	12.4421	14.3939	0.210227	0.8139
AGTRAP	16.3547	21.889	0.420498	0.63935
CLCN6	1.74904	1.91732	0.132525	0.89195
PLOD1	54.9379	93.8809	0.773029	0.46175
MFN2	19.8671	19.2583	-0.0449013	0.96325
MIIP	13.9422	14.724	0.0787111	0.9284
TNFRSF8	0.161095	0.344562	1.09685	0.48495
TNFRSF1B	17.8891	11.2695	-0.666666	0.45675
VPS13D	1.50038	2.72659	0.861768	0.3393
PDPN	0.163643	1.68465	3.36383	0.0224
PRDM2	2.42058	1.60561	-0.592236	0.5742
KAZN	1.48045	0.304254	-2.28269	0.11695
TMEM51	4.30691	3.11571	-0.467093	0.6465
EFHD2	34.1875	31.0212	-0.140211	0.8796
DNAJC16	3.81889	1.58665	-1.26717	0.7245
DDI2	2.32275	1.76725	-0.394326	0.71975
RSC1A1	2.32275	1.76725	-0.394326	0.71975
PLEKHM2	9.12604	12.7686	0.484539	0.5899
SLC25A34	0.449	0.0897335	-2.323	0.17495
TMEM82	68.3426	1.72736	-5.30614	0.00095
FBLIM1	4.24412	10.0477	1.24333	0.1773
SPEN	2.60508	2.36604	-0.138855	0.8792
C1orf144	18.7158	26.3978	0.496158	0.59835
NECAP2	15.4344	23.7052	0.619056	0.4977
MST1P2	11.6259	1.55185	-2.90528	0.01445
CROCC	1.03838	1.3787	0.40898	0.70165
ARHGEF10L	28.2149	16.9179	-0.737911	0.434
IGSF21	0.690852	1.72102	1.31681	0.3587
KLHDC7A	0.937801	0.445029	-1.07538	0.3949
MRTO4	9.65731	12.0224	0.316033	0.72195
PQLC2	15.9695	16.9109	0.0826299	0.9219
C1orf151-NBL1	14.583	16.7989	0.20408	0.83215
MINOS1	14.583	16.7989	0.20408	0.83215
NBL1	14.583	16.7989	0.20408	0.83215
OTUD3	0.207565	0.222581	0.100768	0.94335
PLA2G5	1.2708	0.978539	-0.377037	0.7801
UBXN10	1.28064	0.176107	-2.86234	0.0607
FAM43B	0.902869	0.346289	-1.38254	0.36595
CDA	57.0593	11.5761	-2.30131	0.01955
PINK1	81.2182	39.5865	-1.0368	0.31045
NBPF3	1.04201	1.16054	0.155435	0.88785
ALPL	46.2846	7.78519	-2.57173	0.00935
LINC00339	7.7835	8.4748	0.12276	0.8979
CDC42	50.2869	91.8393	0.86893	0.4056
ZBTB40	0.547075	1.10465	1.01378	0.31605
C1QA	267.267	248.339	-0.105968	0.91955
C1QC	250.044	181.905	-0.458997	0.66685
C1QB	300.999	274.544	-0.132723	0.90265
EPHB2	0.281528	0.660403	1.23007	0.36845
KDM1A	7.35314	9.88296	0.426584	0.63435
C1orf213	0.371213	0.234782	-0.660925	0.85015
RPL11	1017.66	700.266	-0.539278	0.6592
TCEB3	6.15911	5.45694	-0.174629	0.86045
PITHD1	22.9707	19.4174	-0.242439	0.7887
LYPLA2	53.5111	73.9252	0.466229	0.6164
PNRC2	13.2355	11.9318	-0.149601	0.8695
NIPAL3	0.654801	1.42599	1.12283	0.3113
RCAN3	0.473886	1.90582	2.0078	0.10495
C1orf130	1.66879	0.829848	-1.00789	0.36385
SRRM1	10.8962	8.9361	-0.28611	0.74925
CLIC4	9.26674	11.4907	0.31033	0.7292
TMEM50A	18.2267	30.424	0.739161	0.4323
TMEM57	12.7273	10.0076	-0.346824	0.70975
LDLRAP1	8.83158	9.12475	0.0471136	0.9548
MAN1C1	11.5261	1.7347	-2.73215	0.0127
SEPN1	8.46389	20.687	1.28934	0.1576
FAM54B	26.0843	13.4078	-0.960106	0.30535
PDIK1L	1.24521	2.26819	0.865149	0.37585
FAM110D	2.83429	1.76737	-0.681386	0.61325
ZNF593	71.3187	48.2272	-0.564434	0.5239
CNKSR1	1.76925	0.0955372	-4.21093	0.03155
CEP85	0.779974	1.85805	1.25229	0.2714
SH3BGRL3	157.415	112.886	-0.479709	0.6303
CD52	63.5742	65.8597	0.0509545	0.96115
DHDDS	5.31243	7.14782	0.428132	0.63455
HMGN2	67.1673	94.0546	0.48574	0.64315
RPS6KA1	7.60428	7.75643	0.0285813	0.9744
ARID1A	3.9582	5.50536	0.475993	0.5941
PIGV	11.8289	3.99551	-1.56587	0.1012
ZDHHC18	9.91195	11.9622	0.271246	0.7571
SFN	5.49441	90.8925	4.04812	0.001
NUDC	93.4807	125.201	0.421502	0.6821
TRNP1	3.16536	19.6894	2.63698	0.0156
WDTC1	9.89302	8.44934	-0.227572	0.79895
TMEM222	34.137	26.3871	-0.371506	0.6759
LOC644961	0.256164	0.202858	-0.336598	0.62185
SYTL1	1.4226	1.12821	-0.33449	0.80315
FAM76A	1.1848	1.11067	-0.0932056	0.93245
STX12	7.2415	6.66501	-0.119682	0.8918
PPP1R8	7.37467	8.72018	0.241781	0.78795
C1orf38	10.9184	7.857	-0.47471	0.61735
SMPDL3B	0.461699	0.502525	0.122245	0.934
XKR8	7.66489	4.83761	-0.66397	0.4948
ATPIF1	336.159	254.871	-0.399377	0.7001
SESN2	6.5047	5.30207	-0.294929	0.7473
MED18	5.95034	5.74698	-0.0501663	0.95745
PHACTR4	4.04474	3.66702	-0.141436	0.87195
RCC1	5.02423	10.468	1.05901	0.24655
TRNAU1AP	3.21183	6.09008	0.923066	0.3812
RAB42	0.439272	0.763682	0.797856	0.60455
GMEB1	1.43445	1.93183	0.429466	0.70095
YTHDF2	16.0118	17.5603	0.133182	0.88365
EPB41	3.10203	6.27072	1.01542	0.37535
PTPRU	2.13497	6.24163	1.54771	0.1063
LOC100129196	0.313246	0.187312	-0.741852	0.6446
ZCCHC17	6.7158	10.6521	0.665506	0.47745
SERINC2	130.272	133.313	0.0332848	0.9735
TINAGL1	25.3728	7.66049	-1.72778	0.06825
KHDRBS1	23.7007	30.641	0.370534	0.6917
TMEM39B	6.3601	5.65906	-0.168487	0.86875
KPNA6	4.02705	4.07751	0.0179641	0.9815
TXLNA	10.9395	11.5433	0.0775065	0.9304
CCDC28B	1.39639	2.68121	0.941179	0.51995
IQCC	0.212235	0.605252	1.51187	0.31545
EIF3I	99.7205	114.789	0.203028	0.83825
FAM167B	17.6465	5.78138	-1.60989	0.1356
LCK	2.31726	3.69146	0.671768	0.54345
HDAC1	20.1466	32.0033	0.667684	0.46195
TSSK3	0.705212	0.52157	-0.435198	0.77745
ZBTB8A	0.387795	0.363974	-0.0914586	0.9397
RBBP4	2.55036	4.83559	0.922992	0.48475
KIAA1522	8.27911	26.4938	1.67811	0.0814
S100PBP	1.09374	1.22023	0.157882	0.954
ADC	0.680558	0.719292	0.0798599	0.9548
ZNF362	4.7984	5.06053	0.0767347	0.93325
ZSCAN20	0.0585641	0.258361	2.1413	0.19865
GJB3	3.90329	0.167489	-4.54255	0.0216
GJA4	17.4069	14.7666	-0.237321	0.79105
ZMYM1	0.31534	0.560905	0.830847	0.5168
ZMYM4	1.57148	2.11092	0.425752	0.6402
NCDN	2.3072	4.95616	1.10308	0.26045
EIF2C4	1.07657	1.49383	0.472572	0.6233
EIF2C1	1.26265	1.73678	0.459952	0.6295
EIF2C3	0.582313	0.417318	-0.480646	0.71235
ADPRHL2	15.9887	17.7174	0.148115	0.86975
MAP7D1	10.6222	14.3954	0.438529	0.6221
THRAP3	15.0863	14.9775	-0.0104345	0.991
SH3D21	0.286589	0.310084	0.113673	0.9369
ZC3H12A	13.0616	12.7808	-0.0313539	0.9735
DNALI1	7.94869	0.982401	-3.01633	0.33265
CDCA8	0.444534	2.96374	2.73705	0.0461
MANEAL	3.42579	9.91827	1.53365	0.1185
C1orf122	30.059	30.9266	0.0410524	0.96835
UTP11L	6.98156	10.2924	0.559961	0.5323
AKIRIN1	18.3864	11.4864	-0.678718	0.45635
NDUFS5	324.559	270.126	-0.264848	0.78775
MACF1	3.02405	2.40941	-0.327801	0.7248
BMP8A	0.170017	0.370002	1.12186	0.47815
PPIE	15.6844	9.43177	-0.733732	0.5024
MFSD2A	85.8527	1.01099	-6.40802	0.0009
CAP1	39.96	63.0003	0.656804	0.52105
RLF	1.08158	0.83521	-0.372928	0.712
ZMPSTE24	9.28903	19.8563	1.096	0.2411
SMAP2	27.7224	23.3595	-0.24704	0.7887
ZNF643	0.206295	0.399107	0.952062	0.54565
ZNF642	0.594901	0.180726	-1.71884	0.2765
DEM1	1.11496	1.67538	0.587501	0.62885
ZNF684	3.00337	1.98864	-0.5948	0.5737
NFYC	16.8308	20.3862	0.276491	0.75885
CTPS	15.8452	10.7147	-0.564448	0.52785
GUCA2B	14.1374	1.5917	-3.15088	0.0397
PPCS	39.6589	27.2186	-0.543049	0.54915
PPIH	11.5316	16.1015	0.481612	0.6233
YBX1	213.817	321.434	0.588147	0.62625
C1orf50	10.8708	3.66787	-1.56744	0.16195
ERMAP	3.96094	2.81523	-0.492589	0.6829
ZNF691	3.91126	3.64539	-0.101559	0.9221
WDR65	0.210775	0.054439	-1.95299	0.537
TMEM125	0.99455	0.0308542	-5.0105	0.19225
TIE1	4.51419	6.1121	0.4372	0.6325
CDC20	0.443016	8.3523	4.23674	0.0107
SZT2	1.61076	1.1069	-0.541211	0.7349
PTPRF	26.1709	55.5027	1.0846	0.3261
KDM4A	3.22414	5.12846	0.669612	0.45625
ST3GAL3	7.24611	6.35575	-0.189145	0.83835
IPO13	4.47417	7.21102	0.688584	0.44835
DPH2	5.31586	11.6948	1.13749	0.2228
ATP6V0B	108.199	167.888	0.633818	0.51445
B4GALT2	23.055	31.1462	0.433973	0.62695
CCDC24	3.07494	3.37748	0.135386	0.92425
DMAP1	18.6442	14.1686	-0.396034	0.65495
RNF220	10.3707	15.8383	0.6109	0.4962
C1orf228	2.01773	0.233862	-3.109	0.0638
KIF2C	0.168335	2.27288	3.75512	0.02265
RPS8	944.421	917.138	-0.0422915	0.97315
PLK3	25.7826	3.78259	-2.76895	0.00755
BTBD19	1.83771	0.316293	-2.53857	0.1191
UROD	95.6254	71.4409	-0.420643	0.6722
LOC400752	0.360489	0.0927054	-1.95923	0.3042
TOE1	3.50079	2.7921	-0.326328	0.8286
MMACHC	6.95396	4.66634	-0.575542	0.78525
AKR1A1	236.569	147.877	-0.677858	0.5272
NASP	15.8286	13.523	-0.227118	0.80085
TMEM69	8.15155	11.6919	0.520365	0.59955
MAST2	2.27686	2.78757	0.291959	0.7511
TSPAN1	3.93076	0.867943	-2.17914	0.0983
LURAP1	0.349819	0.270213	-0.372516	0.50575
RAD54L	0.158749	0.607113	1.93521	0.61555
UQCRH	118.671	155.366	0.388702	0.66405
NSUN4	1.98173	1.40012	-0.501203	0.6077
FAAH	19.0337	6.0229	-1.66003	0.08235
CYP4X1	2.32952	0.734108	-1.66597	0.17825
CYP4A22	27.4293	3.47454	-2.98082	0.0073
CMPK1	62.134	58.968	-0.0754502	0.94475
FOXD2	0.0999294	0.904603	3.1783	0.0595
SLC5A9	4.79054	3.87352	-0.306543	0.74425
CDKN2C	1.33196	5.01467	1.9126	0.12405
RNF11	13.976	12.6403	-0.144923	0.87475
OSBPL9	18.1506	16.4987	-0.137667	0.93265
BTF3L4	4.07461	3.84534	-0.0835488	0.92765
ZFYVE9	1.81032	1.47171	-0.298756	0.7559
PRPF38A	4.65521	5.35888	0.203086	0.82425
GPX7	1.10484	4.68104	2.08299	0.12585
FAM159A	0.132742	0.443358	1.73985	0.4225
ZYG11B	2.63524	1.63654	-0.687287	0.44305
ZYG11A	0.464805	0.295777	-0.652118	0.63615
SCP2	352.34	97.6776	-1.85087	0.15695
PODN	6.96328	5.40648	-0.365078	0.68835
CPT2	44.8954	14.1554	-1.66522	0.14555
DIO1	66.1954	43.2974	-0.612451	0.5307
LRRC42	10.1461	14.2497	0.490003	0.58115
TCEANC2	0.381752	0.736422	0.947898	0.44515
MRPL37	79.5133	65.8472	-0.272075	0.7725
ACOT11	0.564203	0.14693	-1.94108	0.59575
HEATR8	6.36118	6.77759	0.0914782	0.92045
TTC4	6.36118	6.77759	0.0914782	0.92045
C1orf177	0.19307	0.182265	-0.0830797	0.9581
PCSK9	9.18794	21.7376	1.24238	0.1795
PRKAA2	0.0777844	0.273524	1.81411	0.185
C8A	240.01	34.103	-2.81513	0.0248
FGGY	55.6447	57.5354	0.048206	0.95775
HOOK1	5.96824	2.24088	-1.41324	0.1267
NFIA	5.61187	3.5632	-0.655311	0.47055
INADL	2.35395	3.39756	0.529417	0.5548
USP1	2.24541	3.61817	0.688283	0.44655
ANGPTL3	96.0882	73.9142	-0.378508	0.74045
ATG4C	2.04619	1.40938	-0.53788	0.61925
ALG6	1.86334	2.61277	0.487688	0.6218
EFCAB7	0.307419	0.637087	1.05129	0.48475
DLEU2L	0.0462089	0.214405	2.21409	0.59035
PGM1	112.896	41.6033	-1.44022	0.17065
UBE2U	0.0206177	0.249416	3.5966	0.2679
CACHD1	0.384293	0.605244	0.655311	0.59485
RAVER2	0.515099	0.597982	0.215252	0.81545
AK4	22.1907	21.9498	-0.0157462	0.98685
DNAJC6	0.0356797	1.01361	4.82825	0.01945
LEPR	37.1561	18.84	-0.979798	0.34165
LEPROT	37.1561	18.84	-0.979798	0.34165
PDE4B	1.79582	0.988108	-0.8619	0.419
TCTEX1D1	0.522539	0.0289489	-4.17396	0.13585
MIER1	5.45124	3.48124	-0.646984	0.481
GADD45A	96.0788	17.1033	-2.48994	0.0131
SRSF11	14.1283	9.85852	-0.519142	0.56275
HHLA3	16.6479	8.91599	-0.900871	0.3731
CTH	28.7061	4.30129	-2.73851	0.0066
FPGT	1.64752	2.32195	0.495041	0.58725
FPGT-TNNI3K	1.64752	2.32195	0.495041	0.58725
TNNI3K	1.64752	2.32195	0.495041	0.58725
TYW3	2.80347	2.90648	0.0520596	0.97795
ACADM	59.0603	22.9999	-1.36056	0.1748
RABGGTB	21.1065	24.5922	0.220515	0.80115
ST6GALNAC3	1.06201	0.434256	-1.29018	0.37775
ST6GALNAC5	0.0136275	0.259052	4.24865	0.2438
FAM73A	0.798707	0.801432	0.00491365	0.9966
NEXN	0.88639	0.776376	-0.191186	0.8689
DNAJB4	1.84425	4.66299	1.33822	0.19575
GIPC2	5.52993	1.73386	-1.67328	0.10165
MGC27382	0.301095	0.0127481	-4.56187	0.1648
IFI44L	3.05812	1.54611	-0.984003	0.29505
IFI44	14.3148	7.71007	-0.892694	0.32905
LPHN2	6.13384	4.06607	-0.593157	0.50565
PRKACB	3.67723	3.80373	0.0487968	0.95885
SAMD13	0.0914242	0.385406	2.07573	0.227
DNASE2B	0.085306	0.522173	2.61381	0.181
RPF1	6.97174	7.25338	0.0571338	0.9809
LOC646626	0.325657	0.112894	-1.52839	0.4243
CYR61	34.5375	6.53005	-2.403	0.01585
SH3GLB1	5.22131	5.96759	0.192737	0.82565
HS2ST1	4.35517	2.7778	-0.648787	0.55995
LOC339524	0.455826	0.261676	-0.800704	0.59965
LMO4	3.8653	4.2147	0.124847	0.88695
PKN2	2.34512	1.79367	-0.386747	0.671
GBP1P1	0.514458	0.279069	-0.882432	0.5844
LRRC8B	0.764392	0.825142	0.110329	0.9127
LRRC8C	0.804147	0.740246	-0.119455	0.9092
LRRC8D	4.8549	7.97189	0.71548	0.41765
ZNF326	2.92211	1.80457	-0.695351	0.495
CDC7	0.214441	0.429886	1.00337	0.4725
KIAA1107	0.136738	0.193228	0.498893	0.7312
RPAP2	0.949563	1.33451	0.490977	0.69215
RPL5	464.345	523.823	0.173882	0.88345
MTF2	1.15865	1.57241	0.440532	0.67915
CCDC18	0.219608	0.237943	0.115688	0.93245
DR1	4.2558	7.07754	0.733818	0.4145
FNBP1L	2.07851	3.02508	0.541424	0.55255
LOC100129046	1.5229	0.673279	-1.17754	0.72205
ABCD3	33.6917	12.443	-1.43705	0.1483
SLC44A3	1.82624	8.40413	2.20222	0.04075
LOC729970	5.76878	3.28944	-0.810426	0.4811
RWDD3	27.2188	11.7629	-1.21035	0.29185
TMEM56	27.2188	11.7629	-1.21035	0.29185
TMEM56-RWDD3	27.2188	11.7629	-1.21035	0.29185
PTBP2	0.914986	1.23456	0.432174	0.7017
SNX7	3.27467	4.7432	0.534511	0.59665
PALMD	12.759	15.1811	0.250765	0.80035
AGL	7.77902	1.42208	-2.45159	0.0113
SLC35A3	4.82848	4.45991	-0.114553	0.902
HIAT1	6.87489	8.02763	0.223638	0.8002
CCDC76	0.791586	0.856004	0.112871	0.9244
RTCD1	5.64338	6.0686	0.104803	0.9049
CDC14A	0.357823	0.346948	-0.044528	0.97225
GPR88	1.83206	2.20215	0.265448	0.8025
VCAM1	4.99462	18.0981	1.85739	0.0507
SLC30A7	2.08357	2.58957	0.313657	0.7276
S1PR1	9.91515	5.03081	-0.978844	0.28285
AMY2B	1.53238	0.957401	-0.678582	0.5843
RNPC3	1.53238	0.957401	-0.678582	0.5843
PRMT6	5.31401	4.93643	-0.106332	0.90895
FAM102B	0.978679	0.951725	-0.0402918	0.96885
PRPF38B	5.3223	4.25579	-0.322622	0.7175
STXBP3	6.70899	6.57554	-0.0289857	0.97295
GPSM2	0.0856899	0.206916	1.27185	0.62195
TMEM167B	7.41247	10.1239	0.449744	0.6101
SCARNA2	5.74659	0.757641	-2.92312	0.1331
SARS	46.395	61.6395	0.409887	0.6688
CELSR2	1.41775	0.427516	-1.72955	0.1149
SYPL2	1.52433	1.50382	-0.019548	0.9868
ATXN7L2	0.96984	1.13147	0.222386	0.86605
CYB561D1	0.187288	0.869946	2.21566	0.10335
GNAI3	7.77473	9.311	0.260142	0.7745
AMPD2	11.1096	14.4857	0.38282	0.6729
GSTM4	36.2227	21.6586	-0.741956	0.4115
GSTM2	4.33175	0.623248	-2.79707	0.05095
GSTM1	328.784	32.4837	-3.33935	0.0047
GSTM5	3.64177	0.978384	-1.89617	0.14535
CSF1	12.4301	12.4648	0.00403079	0.99655
AHCYL1	22.6998	21.1042	-0.105148	0.91325
FAM40A	2.94106	4.07369	0.470001	0.61995
KCNC4	0.651809	0.620341	-0.0713866	0.9541
RBM15	2.15806	1.35584	-0.670548	0.53765
CD53	15.8156	17.7271	0.164612	0.85265
CEPT1	13.4247	6.97685	-0.944239	0.4692
CHI3L2	0.176358	0.323379	0.874716	0.5845
ATP5F1	50.7745	56.6471	0.157897	0.88435
C1orf162	19.289	10.8718	-0.827192	0.387
RAP1A	25.7148	30.7816	0.259469	0.7766
DDX20	1.66654	2.24424	0.429376	0.68065
CTTNBP2NL	0.699528	1.2779	0.869317	0.39835
CAPZA1	18.6484	25.0042	0.423122	0.65165
MOV10	15.9244	13.6093	-0.226644	0.7975
AKR7A2P1	0.331232	0.0725569	-2.19066	0.16185
LRIG2	0.363736	0.262018	-0.473227	0.73645
MAGI3	0.9281	0.536854	-0.789751	0.47315
DCLRE1B	0.531367	1.40684	1.40468	0.24565
HIPK1	3.1219	2.95225	-0.0806104	0.9263
OLFML3	11.5303	3.6863	-1.64518	0.10285
VANGL1	0.541094	0.933097	0.786146	0.4415
SLC22A15	0.0752287	0.323065	2.10247	0.17635
MAB21L3	0.984357	0.463239	-1.08742	0.40305
ATP1A1	68.4157	103.368	0.595383	0.60585
CD2	4.19692	7.50623	0.838756	0.397
PTGFRN	1.66467	10.0779	2.59788	0.0102
CD101	0.207688	0.224012	0.109154	0.94105
TTF2	0.39215	0.766937	0.967703	0.4255
MAN1A2	1.38448	2.01531	0.541663	0.568
FAM46C	4.1424	1.38035	-1.58543	0.1021
WDR3	4.145	4.42057	0.0928612	0.91595
HAO2	151.745	2.90197	-5.70847	5e-05
PHGDH	145.153	32.4775	-2.16006	0.0412
EMBP1	0.282706	0.0890908	-1.66595	0.271
SRGAP2P2	1.0589	1.58806	0.584697	0.6914
NBPF9	0.732489	0.878125	0.26162	0.8368
SEC22B	25.2741	24.4173	-0.0497515	0.9558
NOTCH2NL	3.174	2.81035	-0.17555	0.84625
HFE2	95.8579	97.7413	0.0280717	0.97705
TXNIP	36.6107	31.4346	-0.219911	0.82175
LIX1L	1.83598	7.78038	2.08329	0.089
RBM8A	5.80521	12.8836	1.15011	0.3146
PEX11B	13.7303	16.9627	0.305004	0.7292
ANKRD35	0.463104	0.794562	0.778824	0.56945
PIAS3	1.9715	4.58492	1.21761	0.2395
RNF115	7.05192	19.5021	1.46754	0.11535
PDZK1	8.23846	10.2206	0.311035	0.7276
PDIA3P	3.54569	10.9168	1.62241	0.0952
CHD1L	7.04444	24.0163	1.76945	0.0614
BCL9	0.670612	4.4063	2.71602	0.0154
NBPF15	1.04632	1.04812	0.00248318	0.9983
NBPF16	1.04632	1.04812	0.00248318	0.9983
NBPF16	0.76733	0.799476	0.0592087	0.962
LOC645166	1.31903	1.20714	-0.127885	0.93425
LOC388692	0.19489	0.286608	0.556416	0.6444
FAM91A2	2.47756	2.99929	0.275698	0.82955
LOC728855	2.47756	2.99929	0.275698	0.82955
FCGR1A	0.576954	0.569185	-0.019559	0.98855
HIST2H2AC	1.82231	0.956556	-0.929846	0.60415
BOLA1	17.8698	25.5435	0.515434	0.58865
VPS45	3.88877	9.656	1.31211	0.16265
PLEKHO1	18.6599	28.311	0.601422	0.5041
CA14	6.73659	1.36264	-2.30561	0.05845
C1orf54	13.912	14.5562	0.0653057	0.95045
C1orf51	1.95416	7.17938	1.87731	0.0978
MRPS21	156.693	373.44	1.25294	0.19325
PRPF3	5.04511	7.25586	0.524262	0.5673
RPRD2	2.46695	4.96663	1.00954	0.2672
TARS2	14.2017	23.9043	0.751209	0.40315
ECM1	38.3852	2.72789	-3.81469	0.00055
ADAMTSL4	11.6938	12.0661	0.0452121	0.95755
SETDB1	3.58722	8.76987	1.28969	0.17575
ANXA9	22.561	25.9922	0.204251	0.82045
PRUNE	2.55273	8.01382	1.65045	0.0961
BNIPL	0.211772	0.182961	-0.210975	0.89315
C1orf56	2.737	7.34582	1.42433	0.58745
MLLT11	0.889697	0.634905	-0.486772	0.72685
GABPB2	0.88959	2.23507	1.32911	0.29715
SCNM1	8.72622	19.4693	1.15777	0.2662
TNFAIP8L2	8.72622	19.4693	1.15777	0.2662
TNFAIP8L2-SCNM1	8.72622	19.4693	1.15777	0.2662
PIP5K1A	6.32072	8.39062	0.408688	0.64255
PSMD4	85.7495	217.727	1.34432	0.2057
ZNF687	3.3613	10.9578	1.70487	0.3024
PSMB4	295.256	563.075	0.93136	0.4076
CGN	19.0686	22.3706	0.230408	0.8133
TUFT1	1.66836	5.95197	1.83494	0.07715
SNX27	1.91559	5.34285	1.47982	0.11205
OAZ3	0.858222	2.05464	1.25946	0.75125
LCE2D	0.334956	0.0330608	-3.34078	0.2318
S100A9	68.2506	19.0525	-1.84086	0.0597
S100A1	5.68436	1.83347	-1.63242	0.6042
CHTOP	16.8676	26.5302	0.65338	0.6046
SNAPIN	18.68	35.6656	0.933042	0.31175
NPR1	3.21515	1.23821	-1.37663	0.1987
INTS3	8.04916	10.2746	0.352167	0.69605
SLC27A3	27.161	34.2073	0.332768	0.70905
CREB3L4	3.95088	10.8297	1.45474	0.7862
RPS27	2473.21	3282.78	0.40853	0.74415
UBAP2L	11.6244	29.3172	1.33459	0.65935
HAX1	63.997	102.361	0.677591	0.47905
ATP8B2	1.19193	0.987385	-0.271611	0.7918
IL6R	12.5791	17.9506	0.513005	0.59985
TDRD10	0.783203	0.569674	-0.459249	0.74045
CKS1B	28.8791	102.278	1.82441	0.05545
FLAD1	14.8453	50.0307	1.7528	0.06545
ZBTB7B	11.335	31.6642	1.48207	0.11795
ADAM15	12.3537	73.0996	2.56492	0.0191
EFNA4	1.78824	16.6577	3.21958	0.54625
EFNA3	0.353466	1.44361	2.03003	0.18855
EFNA1	84.5658	206.788	1.29001	0.2283
SLC50A1	29.4034	110.57	1.9109	0.04965
MTX1	34.8973	55.5664	0.671096	0.47735
HCN3	0.447732	0.746509	0.737523	0.61955
FDPS	159.386	254.622	0.675833	0.56405
RUSC1	3.61088	11.3531	1.65266	0.77495
LOC645676	0.365303	0.34169	-0.0964078	0.6666
MSTO1	1.0264	5.13964	2.32407	0.04845
DAP3	28.6309	77.0531	1.42828	0.15335
MSTO2P	0.0567212	0.298708	2.39678	0.5497
SYT11	0.558138	0.909479	0.704419	0.54435
LAMTOR2	121.898	211.173	0.792753	0.4022
LMNA	157.297	351.215	1.15887	0.36985
SEMA4A	1.41727	2.00908	0.503419	0.64175
SLC25A44	9.77215	21.9165	1.16527	0.2089
BGLAP	48.6189	108.554	1.15882	0.2211
PMF1	48.6189	108.554	1.15882	0.2211
PMF1-BGLAP	48.6189	108.554	1.15882	0.2211
TMEM79	0.985206	3.58637	1.86403	0.12975
C1orf182	0.228154	0.653099	1.51729	0.0611
RHBG	8.40123	2.15645	-1.96194	0.0689
APOA1BP	69.9851	207.776	1.56991	0.1196
