GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
RNF207	6.99269	5.77483	-0.276069	0.4576
ESPN	19.0832	17.6125	-0.115706	0.373
ZBTB48	7.04355	6.71805	-0.0682583	0.6419
PHF13	15.6308	16.1318	0.0455204	0.7224
THAP3	7.90444	8.23069	0.0583492	0.8909
CAMTA1	33.8517	29.4427	-0.201318	0.24965
VAMP3	57.5543	62.3354	0.11513	0.36495
PER3	1.16953	1.31217	0.166028	0.3441
PARK7	300.756	285.189	-0.0766767	0.53765
SLC45A1	5.23705	4.52717	-0.210145	0.1823
ENO1-AS1	1.42428	1.47504	0.0505179	0.33345
H6PD	7.70103	6.75324	-0.189472	0.1401
SPSB1	4.89124	5.54079	0.179891	0.21835
SLC25A33	21.0558	17.6304	-0.256158	0.06655
TMEM201	11.1352	10.0326	-0.150436	0.2629
PIK3CD	4.16699	4.42347	0.0861743	0.8593
NMNAT1	5.46344	6.19359	0.180965	0.2018
RBP7	36.5912	36.7976	0.00811372	0.9568
UBE4B	19.0807	20.3791	0.0949814	0.4526
KIF1B	14.1811	15.5291	0.131005	0.30555
PGD	150.84	163.799	0.118905	0.34015
APITD1,APITD1-CORT,CORT	13.0577	13.0307	-0.00299174	0.98405
PEX14	14.7381	15.7204	0.0930866	0.50105
TARDBP	51.8863	55.8585	0.106422	0.39385
UBIAD1	9.09544	8.38606	-0.117151	0.38505
PTCHD2	0.524286	0.555704	0.0839614	0.7079
FBXO44	14.9318	16.0152	0.101055	0.7199
FBXO6	11.7534	13.7518	0.22655	0.11885
C1orf187	1.77365	2.90102	0.709836	0.0012
AGTRAP	28.6844	26.9561	-0.0896532	0.51215
CLCN6	4.36651	4.44638	0.026153	0.8853
PLOD1	93.2265	116.265	0.318604	0.01085
MFN2	35.8779	38.2771	0.0933886	0.4591
MIIP	15.0175	16.3674	0.124179	0.3687
VPS13D	5.2085	5.04017	-0.0473953	0.7109
PRDM2	3.81091	3.35204	-0.185093	0.23385
KAZN	6.78532	5.81963	-0.221488	0.13955
TMEM51	9.10634	9.94711	0.127405	0.38305
FHAD1	0.596422	0.325204	-0.874991	0.0005
EFHD2	29.4734	25.8045	-0.19179	0.13125
DNAJC16	11.4463	10.7831	-0.086111	0.506
DDI2,RSC1A1	12.6957	10.9505	-0.21335	0.2354
PLEKHM2	16.3619	18.7632	0.19756	0.1219
FBLIM1	1.15259	3.02273	1.39096	5e-05
SPEN	17.3965	19.4028	0.157468	0.20225
CLCNKB	0.533414	0.595713	0.159363	0.5832
C1orf144	59.1974	61.1937	0.047848	0.7038
NECAP2	23.6279	25.9597	0.135781	0.2986
MST1P2	5.19395	4.79337	-0.115791	0.4491
CROCC	4.67683	4.54443	-0.0414308	0.76225
PADI3	1.33198	1.76711	0.407818	0.039
ARHGEF10L	4.60838	4.71591	0.0332764	0.81475
MRTO4	39.5656	37.8167	-0.065223	0.60605
PQLC2	5.4878	5.73054	0.0624429	0.693
C1orf151-NBL1,MINOS1,NBL1	49.4401	53.1964	0.105646	0.43355
OTUD3	5.89124	5.30655	-0.150798	0.27155
CDA	22.2578	24.7777	0.154734	0.28985
PINK1	19.7243	24.9413	0.338557	0.00985
NBPF3	5.57568	5.22113	-0.0947873	0.51215
ALPL	0.475683	0.275261	-0.7892	0.0167
LINC00339	8.93912	8.19499	-0.125389	0.4716
CDC42	158.205	173.166	0.130358	0.30625
ZBTB40	7.84279	8.14435	0.0544331	0.67105
EPHB2	11.7902	11.6049	-0.0228613	0.85615
KDM1A	103.165	105.573	0.0332864	0.7903
C1orf213	2.46793	3.10972	0.333484	0.57825
RPL11	1574.04	1316.23	-0.258059	0.04265
TCEB3	10.6703	10.2779	-0.0540582	0.696
PITHD1	31.9381	33.2066	0.0561874	0.6711
LYPLA2	63.3804	68.4621	0.111268	0.37335
PNRC2	38.4515	31.7129	-0.277968	0.03135
GRHL3	0.197568	0.957884	2.27751	0.0022
NIPAL3	6.97871	6.98155	0.000587715	0.9977
RCAN3	11.2708	12.9755	0.203195	0.14105
C1orf130	0.56148	0.275231	-1.02859	0.0012
SRRM1	74.9083	74.5263	-0.00737595	0.95385
CLIC4	47.8101	55.023	0.20272	0.1047
TMEM50A	45.7479	47.8523	0.064881	0.61435
TMEM57	10.058	10.5571	0.069875	0.60155
LDLRAP1	14.9707	16.8462	0.170282	0.1941
MAN1C1	1.04641	0.947144	-0.143797	0.4984
SEPN1	47.6395	44.0183	-0.114055	0.3625
FAM54B	25.2926	25.4918	0.0113183	0.93055
PDIK1L	4.63359	4.60641	-0.00848817	0.9541
ZNF593	42.7373	35.1411	-0.282334	0.05035
CNKSR1	10.3647	10.8681	0.0684182	0.6212
CEP85	12.9688	14.4861	0.159621	0.22215
SH3BGRL3	91.1552	101.268	0.151783	0.2256
CD52	0.628675	0.273887	-1.19874	0.46225
DHDDS	11.9513	12.4235	0.0559029	0.6794
HMGN2	245.974	287.418	0.224648	0.0799
RPS6KA1	22.5152	26.351	0.226959	0.07475
ARID1A	18.8654	21.9115	0.215942	0.08595
PIGV	8.35121	8.31106	-0.0069525	0.96205
ZDHHC18	14.6345	14.7225	0.00864322	0.94685
SFN	106.169	92.4761	-0.199213	0.11475
NUDC	141.906	146.306	0.0440566	0.7236
TRNP1	35.9962	25.6686	-0.487842	0.00025
WDTC1	14.4983	15.426	0.0894863	0.4792
TMEM222	18.4473	18.1008	-0.0273574	0.8442
SYTL1	16.7009	13.3221	-0.326108	0.018
GPR3	2.42572	1.80937	-0.42292	0.0401
FAM76A	4.39227	4.21081	-0.0608691	0.69545
STX12	12.512	11.931	-0.0685923	0.6179
PPP1R8	36.9013	38.5154	0.061764	0.61665
C1orf38	4.69742	5.60783	0.255572	0.16
SMPDL3B	15.6672	15.9462	0.0254612	0.85495
XKR8	6.37937	7.94126	0.315955	0.0394
ATPIF1	174.202	176.014	0.0149309	0.9083
SESN2	6.21769	5.34571	-0.217998	0.12915
MED18	16.9635	15.7804	-0.1043	0.448
PHACTR4	12.7053	13.6998	0.108725	0.3952
RCC1	117.519	102.359	-0.199247	0.1176
TRNAU1AP	8.59967	8.39909	-0.0340479	0.87275
GMEB1	7.31293	7.14064	-0.0343964	0.8171
YTHDF2	77.0518	72.2939	-0.0919546	0.4667
EPB41	16.0776	13.7662	-0.22392	0.12885
PTPRU	15.1253	11.8715	-0.349462	0.00695
LOC100129196	0.456252	0.276368	-0.723243	0.04805
ZCCHC17	22.9598	23.9782	0.0626086	0.638
SERINC2	27.3474	37.6184	0.460035	0.00045
TINAGL1	25.1177	25.7526	0.0360134	0.78475
KHDRBS1	134.182	142.752	0.0893223	0.47745
TMEM39B	9.74152	11.1776	0.198387	0.16945
KPNA6	29.049	31.5982	0.121355	0.3252
TXLNA	18.1286	18.5069	0.0297972	0.8155
CCDC28B	3.0353	2.10082	-0.530884	0.02985
IQCC	2.48171	2.52919	0.0273412	0.88
EIF3I	223.577	205.347	-0.122713	0.32835
FAM167B	0.551202	0.393065	-0.487812	0.2664
LCK	0.675191	1.27688	0.919255	0.00065
HDAC1	153.327	162.993	0.0881975	0.47725
TSSK3	2.79558	2.82417	0.0146823	0.9382
ZBTB8B	0.656287	0.650992	-0.0116856	0.9488
ZBTB8A	3.80913	3.63178	-0.0687862	0.6214
RBBP4	39.1108	39.0339	-0.00284119	0.98435
KIAA1522	26.0558	28.0155	0.104624	0.44225
S100PBP	8.75806	8.92413	0.0270989	0.93905
HPCA	0.567083	0.275079	-1.04371	0.4755
ADC	2.13364	1.96595	-0.118087	0.54775
ZNF362	4.78389	4.99987	0.0637063	0.65935
ZSCAN20	1.77212	1.77235	0.000183124	0.99195
GJB5	6.87086	4.94197	-0.475405	0.0075
GJB3	11.7293	12.335	0.07264	0.60825
ZMYM1	12.5269	11.307	-0.147816	0.2698
ZMYM4	23.3738	24.9929	0.0966288	0.44595
NCDN	15.4395	16.2089	0.0701642	0.5901
TFAP2E	3.32269	3.76671	0.180953	0.28825
EIF2C4	3.54506	4.25555	0.263533	0.0576
EIF2C1	18.7778	20.2465	0.108643	0.3901
EIF2C3	5.58287	5.28875	-0.0780802	0.5884
ADPRHL2	18.4652	18.4768	0.000908156	0.9939
MAP7D1	26.8566	31.1987	0.216207	0.0869
THRAP3	83.464	84.6337	0.0200773	0.87425
SH3D21	1.14044	1.21077	0.08633	0.69205
ZC3H12A	2.69595	2.5611	-0.0740317	0.6662
CDCA8	25.8099	28.9681	0.166542	0.2143
MANEAL	9.58159	9.8789	0.0440851	0.7578
C1orf122	22.2552	24.0003	0.108906	0.58985
UTP11L	26.3615	25.3802	-0.0547275	0.6855
AKIRIN1	43.3033	42.5354	-0.0258135	0.84065
NDUFS5	352.795	327.205	-0.108635	0.38155
MACF1	17.3413	23.3211	0.427429	0.00155
KIAA0754	7.24206	11.0045	0.603626	0.07495
BMP8A	2.46551	3.2974	0.419442	0.01605
PPIE	46.865	46.3005	-0.0174823	0.9189
MFSD2A	3.73047	2.80631	-0.410684	0.0214
CAP1	127.587	148.864	0.222505	0.07205
RLF	8.97656	8.25442	-0.120995	0.366
ZMPSTE24	40.0998	41.2372	0.0403501	0.7503
SMAP2	12.708	12.4143	-0.0337385	0.80535
ZNF684	2.25189	1.88289	-0.258183	0.22345
NFYC	25.8796	29.1195	0.170171	0.19555
KCNQ4	1.06114	1.02146	-0.0549796	0.77815
CTPS	26.6299	26.0031	-0.0343633	0.7846
RIMKLA	1.51768	1.06451	-0.511684	0.0013
PPCS	40.0064	34.5751	-0.210499	0.1313
PPIH	79.32	77.6702	-0.0303222	0.8217
YBX1	838.519	761.835	-0.138366	0.3005
C1orf50	7.17043	7.99991	0.157924	0.37385
ERMAP	1.9119	1.98878	0.0568818	0.82955
ZNF691	5.51453	5.31596	-0.0529078	0.75065
TMEM125	6.12358	3.83836	-0.673886	0.00015
CDC20	111.248	116.416	0.0655057	0.61075
SZT2	2.44629	2.48368	0.0218824	0.88185
PTPRF	46.9429	52.7996	0.169619	0.17195
KDM4A	20.6116	22.6781	0.137846	0.2789
ST3GAL3	1.46547	1.61787	0.142724	0.4949
ARTN	2.54549	2.88703	0.181643	0.33
IPO13	7.26343	8.56066	0.237071	0.0827
DPH2	21.8858	21.5703	-0.0209462	0.87345
ATP6V0B	78.0556	83.2947	0.0937226	0.4626
B4GALT2	29.9104	32.9557	0.139877	0.28495
CCDC24	7.65014	8.42989	0.140027	0.4907
DMAP1	13.6192	14.5511	0.0954858	0.50285
RNF220	18.9338	20.1009	0.0862923	0.499
C1orf228	0.767239	0.914416	0.253175	0.3945
KIF2C	28.265	30.1907	0.0950851	0.47145
RPS8	1649.51	1396.98	-0.239727	0.0691
PLK3	12.865	11.2129	-0.198299	0.1517
BTBD19	1.9649	1.70711	-0.202901	0.36595
UROD	42.5102	38.4548	-0.144646	0.2637
TOE1	9.16077	8.45844	-0.115076	0.6324
MMACHC	7.73543	7.65864	-0.0143932	0.98815
AKR1A1	70.8908	71.9235	0.0208657	0.87185
NASP	85.9259	92.9978	0.114103	0.37115
TMEM69	39.1018	32.5768	-0.263394	0.1162
MAST2	17.0332	18.8128	0.143364	0.2556
TSPAN1	14.4478	14.9047	0.0449154	0.75545
RAD54L	9.17783	8.97622	-0.0320459	0.9301
UQCRH	603.92	521.72	-0.211082	0.0925
NSUN4	9.85351	9.03071	-0.125797	0.34595
FAAH	8.61604	9.22642	0.098747	0.49935
DMBX1	1.54577	1.52015	-0.0241131	0.90305
CMPK1	57.8838	53.3293	-0.11823	0.3512
FOXD2	0.939387	0.845471	-0.151963	0.45285
CDKN2C	4.45716	4.75695	0.0939125	0.58475
RNF11	34.1266	37.2178	0.125094	0.3255
OSBPL9	22.4645	22.9769	0.0325391	0.90495
BTF3L4	23.7665	25.107	0.0791595	0.5374
ZFYVE9	9.46588	9.66557	0.0301184	0.81785
PRPF38A	23.2991	22.0237	-0.0812152	0.52745
ZYG11B	10.8033	10.5984	-0.027625	0.8278
SCP2	63.4785	63.361	-0.00267169	0.9847
CPT2	9.61071	9.62771	0.00254906	0.987
LOC100507564	0.599676	0.621051	0.0505294	0.9789
LRRC42	47.3667	59.2567	0.323107	0.01235
TCEANC2	2.57058	2.39535	-0.101859	0.5454
MRPL37	76.6044	71.1016	-0.107545	0.4026
ACOT11	8.88734	12.0098	0.434385	0.00945
HEATR8,TTC4	20.748	19.8899	-0.0609375	0.64395
TMEM61	2.02583	1.59274	-0.347006	0.17075
PCSK9	31.7477	23.6952	-0.422057	0.0006
PRKAA2	1.25118	0.298087	-2.06949	5e-05
FGGY	2.82131	3.16128	0.164144	0.38145
HOOK1	9.89118	8.76724	-0.17402	0.19365
NFIA	4.00498	1.76819	-1.17952	5e-05
INADL	8.10117	8.07258	-0.00510002	0.968
USP1	20.5183	19.9114	-0.0433164	0.7492
ATG4C	6.2933	5.00818	-0.329531	0.0367
ALG6	7.4918	7.12695	-0.0720291	0.625
EFCAB7	3.91884	4.37456	0.158711	0.4176
DLEU2L	2.37114	3.32733	0.488787	0.1566
PGM1	33.8736	40.1608	0.245627	0.05365
ROR1	1.66418	1.68383	0.016928	0.92845
CACHD1	4.87219	4.92173	0.0145931	0.9179
RAVER2	18.5459	18.9065	0.0277844	0.9
AK4	20.7168	21.8268	0.0753016	0.54925
DNAJC6	5.06594	5.94041	0.229735	0.0999
LEPR,LEPROT	15.2136	18.9638	0.317883	0.0519
PDE4B	67.9395	87.0663	0.357865	0.0046
MIER1	14.0874	14.2474	0.016293	0.905
GADD45A	33.4799	29.2206	-0.196307	0.14935
SRSF11	65.9986	59.3667	-0.152782	0.22485
HHLA3	8.90032	9.61878	0.111996	0.54405
CTH	9.85004	9.11078	-0.112556	0.4479
FPGT,FPGT-TNNI3K,TNNI3K	4.78782	4.98316	0.0576928	0.6998
TYW3	19.3597	17.9801	-0.106655	0.5294
ACADM	28.5067	28.4633	-0.00219481	0.9874
RABGGTB	94.2349	93.7294	-0.00775929	0.94805
ST6GALNAC3	1.70161	1.53077	-0.152643	0.4825
ST6GALNAC5	1.26428	1.18398	-0.0946755	0.69345
FAM73A	4.52774	4.40638	-0.0391981	0.7878
DNAJB4	8.88215	10.1965	0.199097	0.18925
IFI44	0.726254	1.04427	0.523952	0.08105
PRKACB	110.765	136.97	0.306368	0.0197
SAMD13	14.2151	12.2401	-0.215808	0.16565
RPF1	51.225	53.724	0.0687163	0.7107
WDR63	1.06842	1.19371	0.159981	0.4657
LOC646626	1.56138	1.75774	0.170903	0.8136
CYR61	108.61	74.387	-0.546038	0.00015
SH3GLB1	12.9315	14.6659	0.181577	0.1555
HS2ST1	17.6398	17.8943	0.0206591	0.90465
LOC339524	0.639224	0.258004	-1.30893	0.0018
LMO4	5.57688	4.48046	-0.315812	0.0255
PKN2	21.2848	21.8311	0.0365588	0.77355
LRRC8B	6.0425	6.30399	0.0611175	0.65595
LRRC8C	7.36671	7.43059	0.0124579	0.92475
LRRC8D	9.82007	9.11848	-0.106941	0.44085
ZNF326	13.2628	13.7749	0.0546523	0.6858
CDC7	12.0973	10.4494	-0.211264	0.1265
EPHX4	3.49898	3.28295	-0.0919417	0.66
BTBD8	1.08844	1.065	-0.0314016	0.92305
KIAA1107	1.63399	1.55713	-0.0695142	0.7027
RPAP2	9.37836	8.53412	-0.136093	0.42625
RPL5	1427.08	1161.45	-0.297144	0.02435
MTF2	16.5407	17.2543	0.0609376	0.638
CCDC18	4.11908	3.75761	-0.132508	0.37945
DR1	36.8794	38.0627	0.0455637	0.7127
FNBP1L	23.8821	28.3437	0.247101	0.0561
ABCD3	32.4181	34.7276	0.0992813	0.45595
SLC44A3	5.79063	5.92096	0.032111	0.84025
RWDD3,TMEM56,TMEM56-RWDD3	15.4014	14.1698	-0.120238	0.5249
PTBP2	4.27047	3.66806	-0.219379	0.17935
SNX7	11.1844	11.4451	0.0332419	0.82225
AGL	17.8059	10.4816	-0.764503	5e-05
SLC35A3	8.85477	8.514	-0.056618	0.7136
HIAT1	17.4893	17.3233	-0.0137625	0.91665
CCDC76	3.48189	2.68066	-0.377284	0.0414
RTCD1	18.227	20.1222	0.142708	0.28335
CDC14A	3.41758	3.3033	-0.0490679	0.78425
SLC30A7	8.43631	7.67912	-0.13567	0.30735
AMY2B,RNPC3	5.47246	5.54883	0.0199943	0.907
PRMT6	4.86946	4.73465	-0.0405041	0.7973
FAM102B	11.4658	10.5682	-0.117609	0.3749
PRPF38B	17.5807	16.298	-0.109299	0.40035
STXBP3	16.6898	18.2019	0.125121	0.35415
GPSM2	11.1425	12.4077	0.155162	0.4403
TMEM167B	12.2917	11.9064	-0.0459533	0.74525
SCARNA2	1.42381	1.36348	-0.062469	0.91485
SARS	84.9821	83.0765	-0.0327172	0.79385
CELSR2	6.73856	8.15347	0.274974	0.0299
SYPL2	0.537548	0.236645	-1.18367	0.00035
ATXN7L2	3.46722	3.10907	-0.157297	0.34865
CYB561D1	2.91404	3.19699	0.133698	0.38015
GNAI3	37.0724	41.2328	0.153448	0.22225
AMPD2	20.8233	22.0499	0.0825757	0.5246
GSTM4	13.7088	14.2625	0.0571246	0.6942
GSTM2	1.14497	1.17984	0.043286	0.87895
GSTM1	0.674306	0.764816	0.18171	0.59405
CSF1	1.18237	1.32318	0.162322	0.37105
AHCYL1	45.4922	45.3714	-0.00383639	0.974
FAM40A	11.839	12.6862	0.0997191	0.45305
SLC6A17	4.5833	4.80078	0.0668809	0.62455
KCNC4	2.22338	3.33207	0.583661	0.0003
RBM15	9.95355	9.47986	-0.0703462	0.612
CEPT1	19.7833	16.8778	-0.229157	0.17155
C1orf88	0.752452	0.435476	-0.789004	0.01265
ATP5F1	137.353	130.112	-0.0781282	0.5906
RAP1A	28.5192	25.455	-0.163988	0.2175
DDX20	11.2729	9.90714	-0.186324	0.22505
CTTNBP2NL	7.73317	8.79218	0.185162	0.171
WNT2B	0.629392	0.783237	0.315489	0.25225
CAPZA1	98.761	101.541	0.0400447	0.74625
MOV10	34.2801	38.4995	0.167468	0.18175
FAM19A3	1.22874	0.948625	-0.373265	0.22275
LRIG2	4.02552	3.71644	-0.115253	0.4506
MAGI3	3.90403	3.98383	0.0291924	0.83575
DCLRE1B	7.35031	7.8578	0.0963201	0.48985
HIPK1	14.5791	16.4812	0.176927	0.2187
VANGL1	11.9501	12.2623	0.0372048	0.76925
SLC22A15	1.4031	1.43962	0.0370683	0.8458
MAB21L3	1.10663	1.14345	0.0472215	0.8217
ATP1A1	213.608	243.831	0.190915	0.14965
PTGFRN	28.1777	26.4116	-0.093381	0.4587
CD101	0.590088	0.535929	-0.138888	0.5658
TTF2	13.1281	14.0421	0.0970972	0.4591
MAN1A2	17.1955	16.6681	-0.0449442	0.72775
FAM46C	1.0445	0.825258	-0.339896	0.08185
WDR3	37.9083	29.7168	-0.351236	0.00545
PHGDH	90.9233	70.5363	-0.366283	0.0038
FAM72B	5.00241	4.64064	-0.108298	0.49445
EMBP1	0.881775	0.782944	-0.171503	0.44845
SRGAP2P2	14.7984	15.2138	0.0399379	0.7943
NBPF9	10.8449	9.60784	-0.174726	0.19465
SEC22B	43.6465	40.4152	-0.110966	0.3879
NOTCH2NL	4.07395	3.32968	-0.291042	0.05095
NBPF10	9.26045	7.94462	-0.221103	0.07865
ANKRD34A	0.762039	0.704581	-0.113099	0.6173
LIX1L	15.4881	16.2555	0.0697682	0.6233
RBM8A	22.096	23.7577	0.104614	0.5138
PEX11B	17.292	19.0463	0.139405	0.31665
ITGA10	0.499613	0.603976	0.273679	0.21505
PIAS3	19.2431	19.4954	0.0187903	0.8851
RNF115	13.1504	12.4897	-0.0743635	0.60385
GPR89C	4.15665	4.16763	0.00380679	0.9905
PDIA3P	13.5514	12.7763	-0.0849696	0.5514
CHD1L	24.5771	24.6889	0.00655014	0.9598
BCL9	11.8807	11.7859	-0.011559	0.9283
GPR89B,GPR89C	4.73846	4.77005	0.00958607	0.9576
NBPF15,NBPF16	9.82414	8.55217	-0.200041	0.1358
NBPF16	8.45278	7.76582	-0.122286	0.36905
LOC645166	4.22604	4.90233	0.214163	0.38235
LOC388692	0.641774	0.620172	-0.0493965	0.7692
FAM91A2,LOC728855	8.0858	7.10755	-0.186039	0.264
HIST2H4B	2.5536	2.15831	-0.24263	0.54925
HIST2H2AA3	3.83365	3.30317	-0.214868	0.43985
HIST2H2AC	2.45923	2.05756	-0.257274	0.49625
BOLA1	10.6853	9.96207	-0.101107	0.54975
VPS45	11.352	12.364	0.123208	0.36705
PLEKHO1	5.59063	8.43161	0.592798	0.00015
C1orf54	2.45033	2.79349	0.189092	0.57015
MRPS21	213.595	194.511	-0.135029	0.3222
PRPF3	23.6041	23.4519	-0.00933525	0.9438
RPRD2	11.3312	12.1304	0.098326	0.44145
TARS2	9.57859	8.2755	-0.210968	0.1391
ECM1	0.777378	1.344	0.789845	0.0016
SETDB1	15.0941	14.834	-0.0250746	0.86225
ANXA9	2.47266	1.58917	-0.637792	0.00225
PRUNE	11.4169	11.5915	0.0218986	0.87315
MLLT11	0.726986	0.692305	-0.0705183	0.80115
GABPB2	3.00102	3.11608	0.0542759	0.7771
SCNM1,TNFAIP8L2,TNFAIP8L2-SCNM1	9.91025	10.1822	0.0390592	0.8066
PIP5K1A	35.3082	43.0191	0.284974	0.02505
PSMD4	132.369	157.976	0.255136	0.04075
ZNF687	13.8505	15.3348	0.146871	0.41665
PSMB4	298.775	332.313	0.153483	0.21265
CGN	7.30257	5.74072	-0.347171	0.0105
TUFT1	4.75604	4.97588	0.0651912	0.66545
SNX27	14.8371	15.6677	0.0785922	0.5309
OAZ3	5.21157	4.48816	-0.215594	0.68525
S100A1	2.41116	2.88525	0.258971	0.86905
CHTOP	44.8086	47.2427	0.076318	0.64585
SNAPIN	36.246	34.9916	-0.0508125	0.7072
INTS3	22.1586	22.7887	0.0404508	0.7424
SLC27A3	4.00534	4.59724	0.198843	0.21075
CREB3L4	8.41685	8.20513	-0.036755	0.91355
RPS27	3416.22	2908.48	-0.232135	0.0689
UBAP2L	69.4006	75.5259	0.122022	0.48345
HAX1	45.1401	45.0563	-0.00268332	0.98425
ATP8B2	13.3326	13.4217	0.00960389	0.94625
IL6R	1.58976	2.36539	0.573269	0.0004
CKS1B	129.774	142.367	0.13362	0.30065
FLAD1	27.1689	29.1178	0.0999468	0.4454
ZBTB7B	14.1493	14.2419	0.00941046	0.9441
ADAM15	56.2157	56.0056	-0.00540256	0.966
EFNA4	11.9104	12.2579	0.0414951	0.92575
EFNA3	11.7312	10.2532	-0.194275	0.18075
EFNA1	10.3652	9.3599	-0.147184	0.3201
SLC50A1	35.9826	35.1373	-0.0342962	0.7959
TRIM46	1.49733	1.3497	-0.149754	0.42465
MTX1	28.5052	27.9306	-0.0293753	0.8372
HCN3	1.9786	1.80631	-0.131434	0.47575
FDPS	118.191	110.248	-0.100377	0.5376
RUSC1	32.8855	35.5813	0.113666	0.631
LOC645676	0.779797	0.786828	0.0129493	0.99105
MSTO1	14.2563	13.2969	-0.10051	0.45725
DAP3	73.6971	75.3	0.0310415	0.803
MSTO2P	5.58953	5.07253	-0.140022	0.6856
LAMTOR2	46.9134	47.2119	0.0091526	0.9488
RAB25	75.4439	68.7881	-0.133244	0.29305
LMNA	183.816	214.696	0.224034	0.08865
SLC25A44	6.16975	5.91199	-0.0615667	0.66455
BGLAP,PMF1,PMF1-BGLAP	28.1012	32.4236	0.206416	0.14135
TMEM79	2.06293	1.79121	-0.20376	0.30045
C1orf182	1.91681	1.6349	-0.229506	0.9214
RHBG	2.18142	2.11221	-0.04652	0.8197
APOA1BP	86.3494	83.4076	-0.0500067	0.6948
BCAN	2.00451	1.73478	-0.208498	0.24845
RRNAD1	7.76896	8.26009	0.0884362	0.55565
PRCC	34.1796	34.2927	0.00476802	0.9696
NTRK1	0.681982	0.496732	-0.457266	0.1589
PEAR1	2.31614	2.14389	-0.111493	0.48145
KIRREL	5.4854	5.15649	-0.0892084	0.5269
DUSP23	32.4813	26.7257	-0.281383	0.054
PEA15	24.7233	23.4769	-0.0746295	0.5592
SUMO1P3	4.80775	4.08986	-0.233311	0.8662
NCSTN	34.8533	39.9851	0.198166	0.45405
KLHDC9	0.534888	0.706577	0.40161	0.25225
NIT1	19.8987	20.7728	0.0620208	0.8241
UFC1	65.2882	65.747	0.0101032	0.93725
USP21	7.54364	7.72775	0.034788	0.8165
PPOX	8.04718	7.85684	-0.0345333	0.8242
NDUFS2	57.7899	58.3924	0.014964	0.9033
FCER1G	0.767935	0.601683	-0.351981	0.531
TOMM40L	5.14412	5.43278	0.0787674	0.60855
SDHC	60.9102	63.6244	0.0628977	0.61745
DUSP12	16.9932	17.3076	0.0264483	0.854
ATF6	10.4238	9.86861	-0.0789658	0.5337
NOS1AP	2.20843	2.27846	0.0450343	0.78465
C1orf226	7.64149	7.81089	0.0316315	0.81635
UHMK1	55.3576	55.5104	0.00397697	0.9754
UAP1	27.2127	25.0697	-0.118334	0.36235
HSD17B7	17.2745	14.6142	-0.241271	0.09135
NUF2	14.5795	15.4078	0.0797226	0.5806
PBX1	5.6707	5.6995	0.00730927	0.9563
MGST3	43.8106	46.3821	0.0822869	0.5267
UCK2	22.4345	20.9301	-0.100139	0.4471
POGK	21.933	22.4227	0.0318601	0.7998
POU2F1	4.76111	5.00766	0.0728397	0.57185
MPZL1	30.7333	31.7416	0.0465732	0.70875
DCAF6	27.5631	31.6726	0.200497	0.1852
TIPRL	28.4582	31.0502	0.125758	0.49415
SFT2D2	25.5872	31.1425	0.283467	0.0546
TBX19	1.48624	1.78594	0.265023	0.1895
ATP1B1	38.6709	58.5821	0.599212	5e-05
BLZF1	9.06607	9.55845	0.0763001	0.5977
C1orf112	5.05658	4.83734	-0.0639473	0.803
GORAB	3.94527	4.57805	0.214608	0.1959
FMO4	1.3266	1.40455	0.0823774	0.7979
TOP1P1	1.75249	1.60703	-0.125007	0.6385
