gene	value_1	value_2	log2(fold_change)	p_value
C1orf151-NBL1	16.6287	14.8746	-0.160822	0.87
MINOS1	16.6287	14.8746	-0.160822	0.87
NBL1	16.6287	14.8746	-0.160822	0.87
OTUD3	0.515741	0.319978	-0.688674	0.6706
PLA2G5	5.03116	1.09611	-2.1985	0.15675
UBXN10	1.7623	0.851945	-1.04863	0.49105
CDA	30.4506	23.7809	-0.356663	0.74155
PINK1	61.6434	51.3849	-0.2626	0.7809
NBPF3	1.34765	0.819245	-0.718082	0.62525
ALPL	46.7712	12.8156	-1.86772	0.0695
LINC00339	9.49685	13.2514	0.480624	0.68375
CDC42	73.6821	72.4003	-0.0253189	0.9792
ZBTB40	1.7948	1.36567	-0.394214	0.7216
C1QA	944.815	69.2628	-3.76988	0.0018
C1QC	713.625	45.5211	-3.97056	0.00025
C1QB	1081.03	69.158	-3.96636	0.00095
EPHB2	1.19084	0.090003	-3.72587	0.0516
KDM1A	8.1777	10.5508	0.367591	0.7118
C1orf213	0.159636	0.589147	1.88384	0.64115
RPL11	1155.46	1063.58	-0.119543	0.91025
TCEB3	7.40487	7.20197	-0.0400833	0.9707
PITHD1	21.8508	26.0742	0.254937	0.7961
LYPLA2	56.1477	87.4879	0.639858	0.4997
PNRC2	20.2864	13.9782	-0.537337	0.57005
NIPAL3	1.77931	1.76744	-0.0096512	0.9934
RCAN3	2.03804	1.02954	-0.985183	0.5073
C1orf130	0.572192	1.21464	1.08596	0.4835
SRRM1	11.9167	8.48565	-0.489888	0.616
CLIC4	16.5019	10.8878	-0.599923	0.522
TMEM50A	24.9311	25.3688	0.0251088	0.97905
TMEM57	10.8589	13.7258	0.338015	0.72185
LDLRAP1	12.285	19.533	0.669012	0.49025
MAN1C1	14.6999	6.09441	-1.27025	0.2202
SEPN1	13.6348	15.9638	0.227508	0.80915
FAM54B	21.4935	27.796	0.370977	0.69965
PDIK1L	1.57464	3.59449	1.19077	0.3097
FAM110D	0.210736	1.89039	3.16518	0.15255
ZNF593	51.0861	84.5325	0.726576	0.48875
CNKSR1	0.974106	2.34702	1.26868	0.40325
CEP85	1.12227	1.81525	0.69374	0.61205
SH3BGRL3	271.488	101.272	-1.42265	0.1506
CD52	185.607	30.8421	-2.58928	0.06725
DHDDS	5.69378	7.41815	0.381673	0.71385
HMGN2	90.577	177.677	0.97204	0.33615
RPS6KA1	16.9759	10.4417	-0.701126	0.47825
ARID1A	6.99798	6.34514	-0.141287	0.88
PIGV	9.82477	9.19457	-0.0956417	0.92795
ZDHHC18	14.1072	9.86368	-0.516239	0.60555
SFN	0.338287	69.6356	7.68543	0.0264
NUDC	78.443	142.081	0.856997	0.366
TRNP1	4.95483	5.42861	0.131748	0.919
WDTC1	14.0661	12.0949	-0.217825	0.8168
TMEM222	25.8293	46.2567	0.840654	0.385
LOC644961	0.361809	0.113554	-1.67185	0.48505
SYTL1	6.33549	1.72301	-1.87852	0.2024
GPR3	0.309205	0.352067	0.187288	0.91915
FAM76A	1.49357	1.43563	-0.0570768	0.96715
STX12	9.83847	7.177	-0.455052	0.6517
PPP1R8	9.08931	11.0071	0.276192	0.7871
C1orf38	39.3494	3.17308	-3.63238	0.0118
SMPDL3B	0.656494	2.42467	1.88494	0.26195
XKR8	5.82965	10.3577	0.829222	0.48115
ATPIF1	182.786	635.533	1.79781	0.0834
SESN2	6.18055	14.3841	1.21866	0.24535
MED18	8.80946	12.2642	0.477331	0.65755
PHACTR4	4.57699	7.3235	0.678133	0.487
RCC1	7.97337	12.5427	0.653584	0.52125
TRNAU1AP	4.71265	7.36889	0.64491	0.6006
RAB42	1.64612	0.532139	-1.62919	0.3682
GMEB1	1.65679	1.24379	-0.41365	0.7756
YTHDF2	16.6147	16.8173	0.0174881	0.98565
EPB41	4.64331	2.61355	-0.829143	0.49845
PTPRU	2.96668	9.64137	1.70039	0.12425
LOC100129196	1.07706	0.712992	-0.595134	0.7288
ZCCHC17	8.05808	14.5277	0.850294	0.44395
SERINC2	99.1183	341.762	1.78577	0.0795
TINAGL1	17.1211	17.4268	0.0255371	0.97885
KHDRBS1	27.6844	29.0122	0.067586	0.94025
TMEM39B	7.28052	7.79029	0.0976367	0.9368
KPNA6	4.82643	4.10096	-0.234995	0.8136
TXLNA	11.6226	12.1788	0.0674415	0.94105
CCDC28B	3.1332	4.28116	0.450367	0.7868
IQCC	0.585253	1.41646	1.27515	0.4342
EIF3I	86.9853	120.259	0.467307	0.6168
FAM167B	5.03998	10.6033	1.07302	0.45085
LCK	19.1176	2.77134	-2.78625	0.04045
HDAC1	31.1647	32.4237	0.0571355	0.95205
TSSK3	0.975733	0.93128	-0.0672717	0.97045
ZBTB8A	0.557207	0.654948	0.233167	0.8644
RBBP4	3.87824	3.7179	-0.0609131	0.9629
KIAA1522	7.57445	14.1454	0.901123	0.39455
S100PBP	2.50028	1.35586	-0.882878	0.7321
ADC	0.744311	0.706622	-0.0749665	0.9638
ZNF362	7.59859	9.23217	0.280939	0.78575
ZSCAN20	0.172137	0.16329	-0.0761176	0.9658
GJB5	0.126534	0.602145	2.25059	0.30595
GJB3	1.60222	0.0360127	-5.47543	0.13575
GJA4	17.3355	17.5516	0.0178726	0.9864
ZMYM1	0.916347	0.992731	0.115509	0.93535
ZMYM4	2.95202	2.4761	-0.253635	0.8072
NCDN	3.67781	2.81179	-0.387356	0.74875
EIF2C4	2.90646	1.00684	-1.52943	0.1861
EIF2C1	2.65724	2.60771	-0.0271481	0.98025
EIF2C3	0.554613	1.27675	1.20293	0.42535
ADPRHL2	14.6299	18.2248	0.316977	0.76235
MAP7D1	18.208	9.48566	-0.940756	0.35195
THRAP3	16.8297	17.9095	0.089711	0.92195
SH3D21	1.00041	0.139048	-2.84694	0.13915
ZC3H12A	11.3	2.79174	-2.01709	0.10895
DNALI1	10.7715	3.70717	-1.53884	0.39655
CDCA8	0.487144	6.37544	3.71011	0.0352
MANEAL	4.37511	10.1201	1.20983	0.2868
C1orf122	20.9914	36.2494	0.788157	0.5468
UTP11L	6.88385	9.28795	0.432145	0.69005
AKIRIN1	16.5115	7.18604	-1.2002	0.23075
NDUFS5	214.628	383.132	0.836003	0.3745
MACF1	5.528	2.52399	-1.13105	0.24695
KIAA0754	0.198937	0.0650405	-1.6129	0.5033
BMP8A	0.210755	0.0999002	-1.077	0.65235
PPIE	14.6516	16.191	0.144132	0.9015
MFSD2A	45.9074	20.6424	-1.15311	0.23865
CAP1	72.1865	41.1409	-0.811157	0.39775
RLF	1.73204	0.933089	-0.892385	0.46525
ZMPSTE24	9.29464	14.7939	0.670527	0.4891
SMAP2	51.1751	18.5837	-1.4614	0.12645
ZNF643	0.270827	0.335231	0.307784	0.86655
ZNF642	0.857992	1.29374	0.592507	0.72105
DEM1	1.41664	4.87257	1.7822	0.2009
ZNF684	2.34872	3.21779	0.454197	0.73295
NFYC	15.5614	26.5214	0.769186	0.44695
KCNQ4	0.269681	0.116125	-1.21557	0.51375
CTPS	9.50816	27.3095	1.52217	0.13005
LOC100507178	0.16845	0.248639	0.561735	0.8433
GUCA2B	2.38843	12.4115	2.37754	0.16455
PPCS	37.0277	36.5052	-0.0205021	0.9831
PPIH	13.0757	18.4794	0.499027	0.67765
YBX1	271.023	194.955	-0.475274	0.6379
C1orf50	8.68729	8.71693	0.00491513	0.9964
ERMAP	3.61535	2.88672	-0.324703	0.8231
ZNF691	4.21097	6.75235	0.681236	0.5983
WDR65	0.18815	0.305799	0.700701	0.8001
TMEM125	0.749364	0.119028	-2.65437	0.20735
TIE1	8.95572	9.89176	0.143418	0.888
MPL	0.235702	0.264316	0.165299	0.92615
CDC20	0.703583	32.3538	5.52307	0.008
SZT2	2.28108	2.54258	0.156577	0.904
PTPRF	24.2819	52.298	1.10687	0.2657
KDM4A	5.99552	7.5035	0.323679	0.74615
ST3GAL3	5.4338	16.7685	1.62572	0.15085
IPO13	6.15363	10.5296	0.77494	0.4496
DPH2	4.78555	8.34098	0.801533	0.48965
ATP6V0B	141.369	129.891	-0.122166	0.89695
B4GALT2	15.7384	24.175	0.619226	0.539
CCDC24	2.33397	2.53827	0.121059	0.94765
DMAP1	15.8991	31.2394	0.974427	0.3428
RNF220	13.5584	16.0746	0.245601	0.8008
C1orf228	0.489882	0.805607	0.717643	0.6937
KIF2C	0.373787	3.81012	3.34955	0.0513
RPS8	1237.48	940.508	-0.395896	0.70535
PLK3	13.5014	1.87999	-2.84432	0.04265
BTBD19	0.76631	0.12067	-2.66686	0.2197
UROD	57.682	128.043	1.15044	0.22985
LOC400752	0.694768	1.13321	0.705814	0.688
TOE1	4.09071	4.77067	0.221839	0.9065
MMACHC	5.85774	9.49255	0.69645	0.8919
AKR1A1	170.855	392.483	1.19986	0.2367
NASP	16.5398	33.0524	0.998817	0.3039
TMEM69	8.96842	7.77695	-0.20565	0.8656
MAST2	2.67751	4.29822	0.682848	0.54065
TSPAN1	1.84389	2.78228	0.59352	0.7105
RAD54L	0.132998	3.71045	4.80212	0.236
UQCRH	127.269	220.151	0.790616	0.4078
NSUN4	2.58527	2.27345	-0.185436	0.8695
FAAH	18.6741	51.946	1.47598	0.14385
CYP4X1	2.203	0.974555	-1.17666	0.44835
CYP4A22	11.3089	12.0212	0.0881309	0.93555
CMPK1	52.8897	47.2254	-0.163424	0.86435
FOXD2	0.259399	2.23647	3.10798	0.0757
SLC5A9	1.5682	3.79999	1.27689	0.3304
CDKN2C	2.32223	24.6823	3.4099	0.02655
RNF11	18.1793	11.7466	-0.630048	0.50715
OSBPL9	17.7148	13.9416	-0.345557	0.81215
BTF3L4	5.45972	3.04848	-0.840735	0.4197
ZFYVE9	1.87909	2.5678	0.450499	0.6933
PRPF38A	6.63298	7.88246	0.248989	0.80785
GPX7	4.0622	2.57554	-0.657388	0.68105
FAM159A	1.26157	0.257631	-2.29185	0.31105
ZYG11B	2.64596	3.74461	0.501024	0.61585
ZYG11A	0.214578	0.417278	0.959504	0.5845
SCP2	159.487	263.658	0.725232	0.4997
PODN	12.3077	2.67661	-2.20108	0.0706
CPT2	28.1361	27.3091	-0.043042	0.9686
LOC100507564	0.353863	0.250093	-0.500726	0.4627
DIO1	26.1837	178.042	2.76548	0.00835
LRRC42	10.6548	10.4363	-0.0299006	0.9787
TCEANC2	0.858946	0.999533	0.218686	0.8794
MRPL37	60.848	88.6998	0.543721	0.5607
ACOT11	0.353616	0.501946	0.505348	0.83705
HEATR8	6.58562	9.02378	0.454413	0.6649
TTC4	6.58562	9.02378	0.454413	0.6649
TMEM61	0.430927	0.0491548	-3.13204	0.295
PCSK9	7.02238	18.6612	1.41001	0.17605
LOC100507634	0.261908	0.0909187	-1.52641	0.4588
PRKAA2	0.202485	0.00751498	-4.7519	0.1137
C8A	179.037	94.8878	-0.915962	0.36685
FGGY	56.4276	293.138	2.37711	0.0246
HOOK1	3.70279	3.25128	-0.187605	0.85495
NFIA	5.43499	8.11414	0.578161	0.5496
INADL	2.10157	2.90922	0.469166	0.64735
USP1	3.72957	4.75945	0.351785	0.74
ANGPTL3	125.76	65.1191	-0.949518	0.3486
ATG4C	3.49591	3.14779	-0.151331	0.89275
ALG6	2.00354	3.46988	0.792332	0.50935
EFCAB7	0.7685	0.567181	-0.438237	0.79965
DLEU2L	0.114969	0.191723	0.737786	0.78595
PGM1	73.5581	102.759	0.482304	0.6215
CACHD1	1.05473	0.193614	-2.44561	0.1385
RAVER2	0.859066	0.189723	-2.17888	0.62155
AK4	11.9483	9.89539	-0.271979	0.7717
LEPR	66.8912	21.0869	-1.66547	0.10585
LEPROT	66.8912	21.0869	-1.66547	0.10585
PDE4B	8.11429	0.529247	-3.93845	0.01295
TCTEX1D1	0.279632	0.084591	-1.72495	0.38775
MIER1	4.84158	4.06776	-0.251243	0.80455
IL23R	0.221576	0.0365019	-2.60176	0.228
IL12RB2	0.61209	0.070549	-3.11705	0.12245
GADD45A	38.6928	81.3363	1.07184	0.2675
SRSF11	17.256	14.0574	-0.295766	0.753
HHLA3	9.02707	13.5178	0.582529	0.65365
CTH	19.4749	6.26907	-1.63529	0.12045
ZRANB2-AS1	0.112622	0.478934	2.08833	0.3716
ZRANB2-AS2	0.19068	0.204016	0.0975244	0.9359
FPGT	1.92623	2.03021	0.0758476	0.9495
FPGT-TNNI3K	1.92623	2.03021	0.0758476	0.9495
TNNI3K	1.92623	2.03021	0.0758476	0.9495
TYW3	2.80313	3.69544	0.398711	0.92215
ACADM	33.6142	44.4722	0.403831	0.6709
RABGGTB	19.5724	19.3192	-0.0187831	0.9853
ST6GALNAC3	1.24581	0.650401	-0.937683	0.57825
FAM73A	1.16096	0.848186	-0.452866	0.73285
NEXN	1.88881	0.586907	-1.68627	0.23865
DNAJB4	6.96308	0.991073	-2.81266	0.05805
GIPC2	3.87293	0.425318	-3.18681	0.0516
MGC27382	0.158796	0.355877	1.16421	0.5627
PTGFR	0.154703	1.42511	3.2035	0.05515
IFI44L	1.44055	0.236319	-2.60781	0.0955
IFI44	6.8221	4.61296	-0.564522	0.63385
LPHN2	6.75826	3.75428	-0.848115	0.3948
PRKACB	6.95429	3.97788	-0.805905	0.43295
SAMD13	0.331338	0.0207833	-3.99481	0.15815
DNASE2B	1.23366	0.0552813	-4.48001	0.1478
RPF1	9.19968	8.71342	-0.0783445	0.9706
LOC646626	0.362339	0.2172	-0.738316	0.37
CYR61	245.065	11.2768	-4.44173	0.00025
SH3GLB1	7.32355	4.45373	-0.71753	0.4485
HS2ST1	4.24024	7.52192	0.826955	0.50375
LOC339524	0.495659	1.12133	1.1778	0.49895
LMO4	4.56564	2.36285	-0.950288	0.3759
PKN2	2.88754	2.66169	-0.117499	0.91185
GBP1P1	0.788769	0.470298	-0.746027	0.6836
LRRC8B	0.774994	0.317303	-1.28832	0.3625
LRRC8C	1.86869	0.399387	-2.22617	0.1053
LRRC8D	6.65918	6.77894	0.025715	0.97965
ZNF326	3.36401	3.74273	0.153908	0.89565
CDC7	0.385982	0.878959	1.18726	0.4594
EPHX4	0.0581568	0.217064	1.9001	0.4026
KIAA1107	0.204893	0.171561	-0.256146	0.88565
RPAP2	1.37694	1.24505	-0.145261	0.92395
RPL5	613.233	467.971	-0.390018	0.7109
MTF2	2.60669	2.91723	0.162381	0.88385
CCDC18	0.302686	0.386977	0.354428	0.83515
DR1	6.89607	6.17272	-0.159869	0.8735
FNBP1L	2.72948	6.07648	1.15461	0.27815
LOC100129046	0.655679	2.91789	2.15386	0.5625
ABCD3	20.6995	22.369	0.111908	0.90665
SLC44A3	2.04254	0.0282902	-6.17392	0.13035
LOC729970	3.86317	3.18665	-0.277743	0.85695
RWDD3	26.4883	22.7926	-0.216792	0.84545
TMEM56	26.4883	22.7926	-0.216792	0.84545
TMEM56-RWDD3	26.4883	22.7926	-0.216792	0.84545
PTBP2	1.64706	1.69046	0.0375252	0.97785
SNX7	4.59595	6.7001	0.543819	0.6458
LPPR4	0.0135693	0.209032	3.9453	0.1474
PALMD	14.8962	17.8602	0.261801	0.7954
AGL	6.05259	5.32705	-0.184215	0.8419
SLC35A3	3.98486	7.18211	0.849878	0.46275
HIAT1	9.37543	5.40355	-0.794976	0.4527
CCDC76	1.20641	1.29857	0.106209	0.9406
RTCD1	6.99371	6.4129	-0.125081	0.90365
CDC14A	1.23252	0.382353	-1.68864	0.25075
GPR88	2.26403	4.4208	0.96541	0.4282
VCAM1	19.4802	2.05206	-3.24686	0.00925
SLC30A7	2.92812	2.30281	-0.34658	0.73285
S1PR1	12.0512	5.59775	-1.10626	0.30025
AMY2B	3.45032	4.61304	0.418988	0.7306
RNPC3	3.45032	4.61304	0.418988	0.7306
LOC648740	0.0764672	0.198546	1.37656	0.47925
LOC100129138	0.193886	1.00935	2.38014	0.2439
PRMT6	3.69703	3.3048	-0.161802	0.89735
FAM102B	2.36845	1.00532	-1.23629	0.3131
PRPF38B	7.58837	4.92749	-0.622939	0.54555
STXBP3	8.84882	8.15213	-0.118309	0.90615
GPSM2	0.121895	0.998985	3.03482	0.4894
TMEM167B	10.1726	9.01703	-0.173957	0.85735
SCARNA2	1.5717	2.91315	0.890248	0.64865
KIAA1324	0.203231	0.099908	-1.02445	0.56165
SARS	51.0428	54.324	0.0898824	0.92455
CELSR2	0.725455	0.853303	0.234171	0.8593
SYPL2	1.49034	3.44847	1.21032	0.36225
ATXN7L2	1.33993	1.43964	0.103558	0.9505
CYB561D1	1.19205	0.858246	-0.473986	0.74605
GNAI3	9.94588	7.87548	-0.336732	0.72425
AMPD2	14.8821	21.5262	0.532516	0.57675
GSTM4	13.0543	27.6781	1.08422	0.29415
GSTM2	2.21968	2.99484	0.432129	0.7834
GSTM1	31.3178	82.1947	1.39206	0.15385
GSTM5	1.96792	0.294463	-2.74052	0.1462
CSF1	15.7451	3.77638	-2.05983	0.0791
AHCYL1	22.9029	25.0398	0.128695	0.89225
FAM40A	4.23062	3.56132	-0.248459	0.8335
KCNC4	1.02218	0.72641	-0.492787	0.7526
RBM15	2.29635	2.2419	-0.0346178	0.97825
CD53	70.0194	5.67428	-3.62525	0.00435
CEPT1	13.5848	11.6334	-0.223724	0.86035
CHI3L2	0.898429	0.216326	-2.0542	0.26715
ATP5F1	50.7204	61.7811	0.284601	0.77595
C1orf162	55.1635	5.58087	-3.30515	0.02
RAP1A	28.7699	28.1119	-0.033381	0.97165
DDX20	2.23306	2.28119	0.0307679	0.98175
CTTNBP2NL	2.39884	0.558227	-2.10341	0.1168
CAPZA1	30.0114	20.7399	-0.533103	0.57145
MOV10	12.1883	18.2108	0.579301	0.54795
LRIG2	0.893401	0.606178	-0.559566	0.72275
MAGI3	1.26421	1.17485	-0.105752	0.9294
LOC100287722	0.216635	0.0872508	-1.31203	0.4895
DCLRE1B	1.58244	1.75801	0.151787	0.91125
HIPK1	4.90012	5.30601	0.114809	0.90605
OLFML3	20.025	1.43588	-3.8018	0.0238
VANGL1	0.805519	0.769958	-0.0651397	0.9563
SLC22A15	0.259039	0.129466	-1.0006	0.57005
MAB21L3	0.357002	0.23274	-0.617215	0.72955
ATP1A1	66.7781	112.78	0.756067	0.46335
CD2	36.4021	4.9443	-2.88018	0.01895
PTGFRN	2.25139	0.381579	-2.56076	0.0859
CD101	1.39481	0.256245	-2.44448	0.1457
TTF2	0.903164	0.773279	-0.223999	0.87275
MAN1A2	2.02921	1.38088	-0.555335	0.6382
FAM46C	3.33067	1.02192	-1.70453	0.15725
WDR3	4.09272	4.14935	0.0198253	0.9849
HAO2	81.5733	183.341	1.16836	0.24265
PHGDH	45.8247	60.6736	0.404942	0.66945
EMBP1	0.306755	0.75549	1.30032	0.4234
LOC100130000	0.173779	0.218321	0.329202	0.864
SRGAP2P2	3.04604	1.04428	-1.54443	0.37695
NBPF9	0.671772	0.416553	-0.689469	0.6991
SEC22B	27.5069	22.1034	-0.315526	0.7427
NOTCH2NL	2.74974	3.58415	0.382336	0.7206
NBPF10	0.192647	0.075438	-1.3526	0.43855
HFE2	55.5495	201.006	1.85539	0.07095
TXNIP	139.669	91.3269	-0.612898	0.55545
LIX1L	4.96188	3.17469	-0.644271	0.65295
RBM8A	6.03269	7.1122	0.237494	0.8547
PEX11B	15.151	16.9612	0.162829	0.8743
ITGA10	0.299961	0.167211	-0.843104	0.63395
ANKRD35	0.640236	2.56673	2.00325	0.1994
PIAS3	3.58935	2.49624	-0.523965	0.684
RNF115	7.39203	5.47194	-0.433917	0.7152
PDZK1	3.83128	12.8609	1.74709	0.1244
PDIA3P	2.82538	7.37455	1.38411	0.2662
CHD1L	9.44357	5.18222	-0.865761	0.4208
BCL9	1.15959	0.564678	-1.03811	0.4569
NBPF15	0.884858	1.07826	0.285188	0.83665
NBPF16	0.884858	1.07826	0.285188	0.83665
NBPF16	0.870678	0.842801	-0.0469469	0.97505
LOC645166	0.612868	0.664255	0.116163	0.9503
LOC388692	0.976844	0.249922	-1.96665	0.15875
FAM91A2	1.50177	2.04902	0.448266	0.79465
LOC728855	1.50177	2.04902	0.448266	0.79465
FCGR1A	0.963824	0.0841057	-3.51849	0.1419
HIST2H2AC	0.895046	4.85491	2.43941	0.24825
BOLA1	13.1247	40.1129	1.61178	0.18345
VPS45	5.00308	8.10385	0.695791	0.5219
PLEKHO1	56.4936	13.9371	-2.01915	0.0598
CA14	0.386872	0.424238	0.133019	0.9359
C1orf54	41.1379	8.48314	-2.2778	0.10835
C1orf51	1.15039	3.26187	1.50357	0.3439
MRPS21	115.857	195.541	0.755125	0.44385
PRPF3	5.81792	4.64255	-0.325585	0.77165
RPRD2	3.08967	3.36681	0.123927	0.9008
TARS2	12.0731	12.017	-0.00671708	0.99445
ECM1	26.0217	1.4395	-4.17607	0.0077
ADAMTSL4	9.56021	9.08878	-0.0729556	0.93865
SETDB1	5.20133	5.34001	0.0379633	0.9731
ANXA9	11.8462	26.7452	1.17485	0.2567
PRUNE	4.90078	6.24757	0.350284	0.75295
BNIPL	0.185092	0.206128	0.155291	0.93155
C1orf56	2.54145	5.88893	1.21235	0.65385
MLLT11	1.23304	6.09666	2.3058	0.11745
GABPB2	0.94934	0.742011	-0.355485	0.83305
SCNM1	25.7376	10.4176	-1.30485	0.2611
TNFAIP8L2	25.7376	10.4176	-1.30485	0.2611
TNFAIP8L2-SCNM1	25.7376	10.4176	-1.30485	0.2611
PIP5K1A	6.87479	5.19658	-0.403751	0.69775
PSMD4	68.0693	148.114	1.12163	0.24365
ZNF687	4.52538	5.68387	0.328832	0.8487
PSMB4	244.64	358.564	0.551571	0.5701
CGN	16.6432	24.2608	0.543696	0.5665
TUFT1	2.42421	1.38055	-0.812275	0.5521
SNX27	3.70712	3.2922	-0.171244	0.8695
OAZ3	0.801629	1.93838	1.27385	0.71845
LOC100132111	0.543773	0.622776	0.195709	0.9193
S100A9	34.6699	9.34554	-1.89133	0.1696
S100A1	2.68238	4.00582	0.578586	0.65275
CHTOP	17.4068	19.8669	0.190716	0.8957
SNAPIN	20.426	30.1978	0.564035	0.5959
NPR1	5.47029	2.38485	-1.19772	0.32055
INTS3	11.2155	8.61835	-0.380013	0.68975
SLC27A3	29.0618	49.521	0.768916	0.4236
CREB3L4	3.50696	9.48515	1.43545	0.7646
RPS27	3357.97	2749.69	-0.288319	0.78585
UBAP2L	15.1184	13.8463	-0.126806	0.95435
HAX1	59.8654	78.0239	0.382194	0.6838
ATP8B2	5.18657	0.622674	-3.05823	0.03345
IL6R	11.0784	11.6693	0.0749689	0.9401
TDRD10	1.20568	1.33302	0.144858	0.92835
CKS1B	25.1791	60.1423	1.25615	0.23195
FLAD1	13.443	17.1936	0.355021	0.7275
ZBTB7B	10.5334	26.5783	1.33527	0.1788
ADAM15	13.9536	23.0155	0.72197	0.48385
EFNA4	3.60643	8.81479	1.28935	0.7273
EFNA3	0.504021	0.774567	0.619907	0.73315
EFNA1	61.9565	226.212	1.86835	0.06275
