GENENAME	NORMAL	ABNORMAL	LOG2FOLD	PVALUE
MRPS35	0	0	-0.6476369	0
YARS2	0	0	0.2969171	0
SLC25A3	0	0	-0.07683276	0
ENO2	0	0	0.7043004	0
GAPDH	0	0	0.08001172	0
LDHB	0	0	0.1071816	0
ATP5B	0	0	0.1400145	0
TPI1	0	0	0.001327955	0
PFKM	0	0	0.5273459	0
DNM1L	0	0	-0.04977011	0
MRPL51	0	0	0	0
SUCLA2	0	0	-0.5051796	0
MIPEP	0	0	-0.01763696	0
MRPS31	0	0	-0.8126215	0
CARS2	0	0	-0.4078422	0
EFHA1	0	0	-0.04460391	0
TIMM9	0	0	0.1824095	0
KIAA0391	0	0	0.06553628	0
OXA1L	0	0	0.2001501	0
NDUFB1	0	0	-0.8316341	0
APEX1	0	0	-0.2809563	0
MRPL52	0	0	0	0
GLRX5	0	0	-0.2351143	0
DLST	0	0	0.1804789	0
TRMT5	0	0	-0.1845976	0
CLPX	0	0	-0.531369	0
IDH2	0	0	0.009146734	0
COX5A	0	0	-0.288772	0
ANP32A	0	0	-0.3226204	0
IDH3A	0	0	0.1310131	0
PKM2	0	0	1.268469	0
PKM2	0	0	0.5334721	0
COX4I1	0	0	-0.7384653	0
FAM96B	0	0	0.07780213	0
NME4	0	0	1.526479	0
KARS	0	0	-0.1028596	0
MAPK3	0	0	0.4811806	0
GOT2	0	0	0.2612927	0
NUBP1	0	0	0.1755498	0
NDUFAB1	0	0	0.1634134	0
CIAPIN1	0	0	0.1038135	0
TUFM	0	0	0.1593152	0
TRAP1	0	0	-0.1900459	0
MRPS34	0	0	-0.04921257	0
MRPL28	0	0	-0.3032255	0
SPG7	0	0	0.1006292	0
UQCRC2	0	0	-2.023433	0
GFER	0	0	0	0
RHOT2	0	0	0.230753	0
ALDOA	0	0	0.2190683	0
NDUFB10	0	0	-1.059701	0
EARS2	0	0	0.1778491	0
NUBP2	0	0	0.01858563	0
LIG3	0	0	-0.5455731	0
MRPS7	0	0	-0.4628899	0
PHB	0	0	-0.1135672	0
TACO1	0	0	-0.2781037	0
CCDC56	0	0	0	0
FDXR	0	0	1.182131	0
GABARAP	0	0	-0.2382977	0
ACADVL	0	0	0.5892464	0
MRPS23	0	0	-0.5030434	0
MRPL10	0	0	-0.00668939	0
RHOT1	0	0	0.3170724	0
ENO3	0	0	0	0
SCLC25A11	0	0	-0.07901972	0
ATP5H	0	0	0.08416559	0
ATPAF2	0	0	-0.09599186	0
ELAC2	0	0	-0.3191554	0
ALDOC	0	0	0.2966512	0
BECN1	0	0	0.2366055	0
MRPL38	0	0	-0.3034592	0
AFG3L2	0	0	-0.2972502	0
ACAA2	0	0	0.5256833	0
FECH	0	0	0.2107299	0
NDUFV2	0	0	-1.781486	0
TIMM21	0	0	-0.1431322	0
ATP5A1	0	0	0.07981353	0
TIMM13	0	0	0.3073586	0
CLPP	0	0	0.07315046	0
LONP1	0	0	0.1693391	0
TOMM40	0	0	-0.007769476	0
TRMT1	0	0	0.1747271	0
MRPL4	0	0	0.03876195	0
UQCR11	0	0	0	0
ATP5D	0	0	0.03001525	0
BCKDHA	0	0	0.18025	0
UQCRFS1	0	0	-1.440368	0
GPI	0	0	0.1788286	0
BAX	0	0	0.5403167	0
ECSIT	0	0	-1.147632	0
QTRT1	0	0	0	0
COX6B1	0	0	-2.055578	0
NDUFA13	0	0	-2.296017	0
NDUFB7	0	0	-3.374066	0
GPX4	0	0	-0.5481407	0
TIMM44	0	0	0.06524947	0
SARS2	0	0	-0.08379205	0
NDUFA11	0	0	-1.813484	0
MRPL54	0	0	0.08007273	0
TIMM50	0	0	0.03272814	0
SLC27A1	0	0	0.7903596	0
GPI	0	0	-1.529771	0
MRPS26	0	0	0.05133164	0
GSS	0	0	0.5503594	0
BCL2L1	0	0	0.4392851	0
TRMT6	0	0	-0.5238631	0
UQCC	0	0	-0.1086248	0
NFS1	0	0	0.2705734	0
IDH3B	0	0	0.1437553	0
ACSS2	0	0	0.2635364	0
ATP5J	0	0	0.1611047	0
ATP5O	0	0	0.1172866	0
MRPL39	0	0	-0.009203796	0
SOD1	0	0	1.218061	0
NDUFV3	0	0	-0.6053047	0
MRPS6	0	0	0.1264344	0
PFKL	0	0	0.5741754	0
MAPK1	0	0	0.158349	0
TXN2	0	0	0.4696295	0
ACO2	0	0	-0.05727701	0
TOMM22	0	0	0.1241885	0
MRPL40	0	0	0.09577414	0
TXNRD2	0	0	0	0
SLC25A1	0	0	0.4378577	0
SAMM50	0	0	-0.113167	0
BID	0	0	0.253756	0
UQCR10	0	0	0.2837201	0
MT-ND1	0	0	-3.040647	0
MT-ND5	0	0	-1.984772	0
MT-CO2	0	0	-3.924955	0
MT-ND3	0	0	0	0
MT-ATP6	0	0	0	0
AIFM1	0	0	0.2240983	0
SLC25A5	0	0	-0.1952215	0
HSD17B10	0	0	-0.09868893	0
HCCS	0	0	0.1440741	0
TIMM8A	0	0	0.4213993	0
ACSL4	0	0	-0.3771792	0
PGK1	0	0	0.251951	0
TIMM17B	0	0	0.5613665	0
IDH3G	0	0	-0.03745246	0
SLC25A6	0	0	0.04590794	0
XIAP	0	0	0.009959968	0
PDHA1	0	0	-0.03899798	0
ABCB7	0	0	0	0
NDUFB11	0	0	-0.4527009	0
