gene	value_1	value_2	log2(fold_change)	p_value
C1orf144	22.8682	26.2393	0.198384	0.82975
NECAP2	20.132	14.0509	-0.518825	0.5655
MST1P2	19.3102	10.2006	-0.920712	0.31665
CROCC	1.50397	1.80401	0.262439	0.8057
PADI3	0.0356087	2.32805	6.03075	0.1117
ARHGEF10L	27.4835	12.0021	-1.19527	0.19415
ACTL8	0.0236686	9.30388	8.61872	0.22905
IGSF21	0.929876	1.11045	0.256032	0.8799
KLHDC7A	1.24366	2.03156	0.707997	0.5337
MRTO4	7.16904	11.0387	0.622718	0.5023
PQLC2	7.99831	12.8071	0.679172	0.48625
C1orf151-NBL1	8.32798	8.5526	0.0383958	0.9664
MINOS1	8.32798	8.5526	0.0383958	0.9664
NBL1	8.32798	8.5526	0.0383958	0.9664
OTUD3	0.187771	0.304153	0.695824	0.6877
PLA2G5	1.13007	0.239328	-2.23935	0.23975
UBXN10	1.58246	13.6924	3.11313	0.01635
CDA	49.9808	1.64712	-4.92336	0.0098
PINK1	73.7625	43.2829	-0.76909	0.42725
NBPF3	1.04415	0.860853	-0.278486	0.8329
ALPL	64.9234	17.5054	-1.89094	0.05275
LINC00339	8.04048	8.77976	0.1269	0.9088
CDC42	68.2675	80.7105	0.241558	0.8014
ZBTB40	1.0237	2.1563	1.07477	0.2763
C1QA	312.919	57.9193	-2.43367	0.0225
C1QC	350.528	60.5714	-2.53282	0.021
C1QB	424.894	71.8644	-2.56375	0.0214
EPHB2	0.660062	2.89875	2.13476	0.10115
KDM1A	8.03607	10.9538	0.446874	0.61385
C1orf213	0.214499	0.156964	-0.450531	0.80965
RPL11	692.071	458.775	-0.593134	0.59645
TCEB3	12.0696	6.94915	-0.796465	0.4202
PITHD1	19.1582	21.9213	0.194367	0.82915
LYPLA2	47.2362	40.3765	-0.226377	0.79595
PNRC2	19.7058	14.5747	-0.435158	0.62225
NIPAL3	1.7415	2.42926	0.480185	0.6465
RCAN3	1.49189	0.470204	-1.66578	0.26495
C1orf130	1.19324	0.0832168	-3.84187	0.05805
SRRM1	10.569	13.0596	0.305275	0.7318
CLIC4	16.6757	23.6727	0.505476	0.58605
TMEM50A	22.3237	30.7152	0.46038	0.61765
TMEM57	13.6457	10.8257	-0.33398	0.706
LDLRAP1	13.6385	9.11352	-0.581601	0.51675
MAN1C1	13.8022	1.57746	-3.12923	0.01575
SEPN1	14.5605	13.3963	-0.120225	0.88935
FAM54B	24.3906	17.08	-0.51402	0.5804
PDIK1L	1.9585	5.03445	1.36208	0.1946
FAM110D	0.781308	0.741948	-0.0745731	0.9677
ZNF593	35.351	31.5698	-0.163208	0.8705
CNKSR1	2.28713	0.00978078	-7.86937	0.23005
CEP85	1.04893	3.70159	1.81923	0.13185
SH3BGRL3	76.6163	52.2947	-0.550987	0.53585
CD52	47.0325	3.57229	-3.71874	0.1999
DHDDS	6.38759	8.56314	0.422867	0.64765
HMGN2	96.9666	92.8823	-0.0620832	0.9502
RPS6KA1	6.1111	3.73227	-0.711379	0.47105
ARID1A	7.11033	9.33681	0.393015	0.65895
PIGV	17.6766	11.0033	-0.683907	0.4453
ZDHHC18	8.52998	19.3323	1.1804	0.2007
SFN	0.278097	14.2325	5.67745	0.0385
NUDC	66.5471	87.2858	0.391372	0.6787
TRNP1	3.42066	5.98405	0.806849	0.50545
WDTC1	18.5291	12.2649	-0.595261	0.50355
TMEM222	20.445	18.0667	-0.178416	0.84835
LOC644961	0.200593	0.297132	0.566834	0.71085
SYTL1	1.69671	0.0778981	-4.44501	0.09885
GPR3	0.142018	0.369343	1.37889	0.4835
FAM76A	0.930353	2.0383	1.13151	0.3981
STX12	9.45791	10.6199	0.167183	0.85155
PPP1R8	9.26497	10.7227	0.210816	0.8133
C1orf38	9.2814	2.18001	-2.09001	0.0961
SMPDL3B	0.57393	0.00797378	-6.16947	0.25625
XKR8	7.33971	2.64603	-1.4719	0.21475
ATPIF1	164.893	110.96	-0.571489	0.558
SESN2	7.09009	7.13721	0.00955685	0.99105
MED18	8.86367	8.69914	-0.0270306	0.97925
PHACTR4	6.73075	6.2036	-0.117662	0.89295
RCC1	5.85851	15.3842	1.39284	0.1461
TRNAU1AP	3.66136	5.29527	0.532325	0.6565
RAB42	1.09199	0.39606	-1.46317	0.42205
GMEB1	1.38233	1.94725	0.49434	0.699
YTHDF2	15.6284	21.8687	0.484696	0.58865
EPB41	6.71603	12.2912	0.871941	0.3842
PTPRU	2.66345	6.01606	1.17552	0.2242
LOC100129196	0.351998	0.260493	-0.434322	0.8138
ZCCHC17	6.45912	8.77479	0.442027	0.66355
SERINC2	118.39	262.128	1.14673	0.2989
TINAGL1	10.4442	6.30794	-0.727464	0.4698
KHDRBS1	24.8382	25.3178	0.0275917	0.97675
TMEM39B	5.64893	6.20445	0.135327	0.90055
KPNA6	7.00078	8.66628	0.307897	0.7261
TXLNA	15.1237	17.2012	0.1857	0.8376
CCDC28B	1.14957	0.449987	-1.35313	0.4803
IQCC	0.286585	0.62534	1.12568	0.5207
EIF3I	75.8098	92.1728	0.281957	0.7625
FAM167B	12.8421	2.48801	-2.36782	0.1022
LCK	3.13269	0.222943	-3.81266	0.04165
HDAC1	27.3309	35.5448	0.379107	0.669
TSSK3	0.874368	0.78959	-0.147135	0.9348
ZBTB8A	0.582917	0.456956	-0.351235	0.80005
RBBP4	5.43399	7.28497	0.422913	0.69295
KIAA1522	10.026	24.2342	1.2733	0.17675
S100PBP	1.60252	2.02522	0.33773	0.92905
ADC	0.47221	0.138577	-1.76874	0.3637
ZNF362	5.48954	4.64049	-0.24241	0.8081
ZSCAN20	0.225506	0.209136	-0.108726	0.9503
GJA4	7.02196	3.92996	-0.837357	0.48365
ZMYM1	1.06116	1.68897	0.670508	0.5873
ZMYM4	3.72627	4.3544	0.22474	0.8006
NCDN	3.47753	4.47038	0.362332	0.72485
EIF2C4	2.7433	1.98713	-0.465228	0.63325
EIF2C1	3.29857	3.62255	0.135164	0.8834
EIF2C3	0.970232	0.822499	-0.238315	0.86895
ADPRHL2	10.4615	12.1193	0.212209	0.82725
MAP7D1	6.72256	7.32493	0.123804	0.897
THRAP3	21.2117	19.5759	-0.115784	0.90355
SH3D21	0.188706	0.419121	1.15122	0.5254
ZC3H12A	2.67712	2.7708	0.0496205	0.96645
DNALI1	10.3361	4.26063	-1.27856	0.4576
CDCA8	0.318436	2.50287	2.97451	0.08615
MANEAL	4.70093	11.433	1.28219	0.1955
C1orf122	22.4724	17.7904	-0.337054	0.78595
UTP11L	4.3858	6.50186	0.568013	0.6009
AKIRIN1	14.7282	14.372	-0.0353185	0.9685
NDUFS5	150.427	118.753	-0.341102	0.70415
MACF1	5.6665	4.68388	-0.274751	0.78045
KIAA0754	0.501172	0.829257	0.726513	0.84795
PPIE	13.5788	11.6211	-0.224604	0.84005
MFSD2A	165.191	0.378603	-8.76924	0.00695
CAP1	51.5131	56.9228	0.144065	0.88115
RLF	1.92649	1.91499	-0.00863158	0.99285
ZMPSTE24	12.9942	29.7775	1.19636	0.19565
SMAP2	42.1716	33.5369	-0.330522	0.71545
ZNF643	0.22268	0.673872	1.59751	0.38725
ZNF642	0.741809	0.493358	-0.588414	0.72925
DEM1	1.65941	2.25828	0.444554	0.7427
ZNF684	4.55786	2.47057	-0.883513	0.4478
NFYC	13.1752	17.3016	0.393081	0.66735
CTPS	9.98526	19.5329	0.968032	0.28405
GUCA2B	0.698987	0.611312	-0.193357	0.9196
PPCS	37.0758	32.6275	-0.184388	0.8418
PPIH	10.0728	8.7283	-0.206695	0.86615
YBX1	174.112	170.967	-0.0262917	0.97905
C1orf50	8.95353	5.40906	-0.727078	0.5465
ERMAP	5.98137	5.04887	-0.244516	0.8186
ZNF691	3.90076	6.20284	0.669175	0.5479
WDR65	0.241824	0.132521	-0.867737	0.73255
TMEM125	0.735593	0.194555	-1.91873	0.3329
TIE1	4.89649	3.00856	-0.702677	0.4769
CDC20	0.479696	3.38653	2.81961	0.1011
SZT2	1.99985	2.22143	0.151596	0.8955
PTPRF	54.737	39.2076	-0.481384	0.67035
KDM4A	6.55883	5.99754	-0.129066	0.88695
ST3GAL3	7.28216	6.42507	-0.180653	0.8508
IPO13	6.98905	11.3643	0.70134	0.43965
DPH2	5.49516	10.8096	0.976076	0.3141
ATP6V0B	99.8641	112.488	0.171728	0.8445
B4GALT2	22.1257	13.9467	-0.665803	0.46345
CCDC24	1.8512	1.274	-0.539092	0.82885
DMAP1	15.7188	12.2731	-0.356986	0.7025
RNF220	8.37267	13.5789	0.697607	0.44685
C1orf228	1.0339	0.500013	-1.04805	0.5577
KIF2C	0.14216	1.58427	3.47823	0.0626
RPS8	600.356	582.513	-0.0435285	0.97015
PLK3	1.89556	4.05284	1.09631	0.3914
BTBD19	0.977025	1.06232	0.120747	0.94265
UROD	56.3808	38.5665	-0.547856	0.54385
LOC400752	0.526573	0.346354	-0.604385	0.7444
TOE1	2.78722	3.34631	0.263743	0.87105
MMACHC	9.90793	4.08214	-1.27926	0.77315
AKR1A1	151.723	101.375	-0.581732	0.5527
NASP	11.5011	9.33377	-0.301239	0.74575
TMEM69	11.0926	15.2617	0.460317	0.6907
MAST2	2.68758	7.43788	1.46858	0.13135
TSPAN1	2.94235	0.836007	-1.81538	0.2522
RAD54L	0.0761974	0.526792	2.78942	0.45885
UQCRH	93.5795	85.0708	-0.137529	0.8777
NSUN4	3.03879	4.33515	0.512582	0.58735
FAAH	21.4366	12.645	-0.761509	0.403
CYP4X1	1.88032	1.32272	-0.50747	0.723
CYP4A22	23.0922	0.543613	-5.40868	0.0116
CMPK1	80.7795	65.3606	-0.305567	0.7629
SLC5A9	4.35088	1.34324	-1.69559	0.1568
CDKN2C	3.69062	7.61842	1.04563	0.38955
RNF11	23.0601	23.8292	0.0473298	0.95605
OSBPL9	22.9981	17.1781	-0.420946	0.81715
BTF3L4	5.53216	6.07785	0.135718	0.8846
ZFYVE9	3.88771	5.17619	0.412968	0.66105
PRPF38A	6.42265	5.34585	-0.264751	0.7856
GPX7	4.55549	1.72606	-1.40013	0.35315
FAM159A	0.659093	0.117419	-2.48881	0.339
ZYG11B	4.5118	5.43986	0.269868	0.76405
ZYG11A	0.229212	0.173659	-0.400431	0.8219
SCP2	342.473	121.558	-1.49435	0.2403
PODN	8.32898	0.506118	-4.04059	0.01805
CPT2	51.3531	22.0678	-1.21851	0.2594
LOC100507564	0.207426	0.7199	1.7952	0.5918
DIO1	47.9207	11.0082	-2.12207	0.02805
LRRC42	8.74176	20.4998	1.22962	0.19715
TCEANC2	0.843941	1.38296	0.712549	0.58705
MRPL37	74.9075	51.3366	-0.545122	0.5552
ACOT11	0.236792	0.0852929	-1.47312	0.6178
HEATR8	5.71679	8.70193	0.60613	0.53325
TTC4	5.71679	8.70193	0.60613	0.53325
PCSK9	9.88218	3.09405	-1.67533	0.0983
PRKAA2	0.391196	4.128	3.39948	0.01735
C8A	327.867	25.5498	-3.68173	0.0116
FGGY	32.9246	27.9643	-0.235583	0.7877
HOOK1	8.91822	3.28694	-1.44001	0.1252
NFIA	6.96781	7.6453	0.133867	0.8785
INADL	4.39513	6.90429	0.651588	0.46595
USP1	3.17474	5.70372	0.845263	0.3855
ANGPTL3	211.706	186.998	-0.179037	0.88745
ATG4C	3.17658	3.81366	0.263703	0.8121
ALG6	2.68701	3.56884	0.409455	0.7168
EFCAB7	0.513981	0.894175	0.798843	0.64625
DLEU2L	0.155736	0.282365	0.858459	0.78685
PGM1	134.959	47.9546	-1.49278	0.1575
CACHD1	0.398808	0.275331	-0.534528	0.7437
RAVER2	0.598532	0.17851	-1.74543	0.4566
AK4	30.3122	27.8543	-0.121996	0.9033
DNAJC6	0.169657	3.19693	4.236	0.02225
LEPR	113.472	46.2675	-1.29426	0.2699
LEPROT	113.472	46.2675	-1.29426	0.2699
PDE4B	3.25042	1.27575	-1.34927	0.2367
TCTEX1D1	0.558884	0.347565	-0.685268	0.70325
MIER1	7.03988	6.70441	-0.0704394	0.9358
GADD45A	31.0502	20.4907	-0.59963	0.4997
LOC100289178	0.266031	0.139269	-0.933714	0.24795
SRSF11	12.7669	13.7287	0.104786	0.9051
HHLA3	13.4371	15.2257	0.180287	0.868
CTH	43.4745	34.9047	-0.316748	0.7258
FPGT	2.86718	4.24072	0.564677	0.56005
FPGT-TNNI3K	2.86718	4.24072	0.564677	0.56005
TNNI3K	2.86718	4.24072	0.564677	0.56005
TYW3	4.19006	5.08447	0.279126	0.944
ACADM	70.0208	34.2954	-1.02977	0.2873
RABGGTB	18.9469	39.7529	1.0691	0.2449
ST6GALNAC3	0.615653	0.475775	-0.371839	0.8221
FAM73A	2.89268	2.57974	-0.165182	0.87005
NEXN	0.876487	0.22387	-1.96907	0.2257
DNAJB4	5.13344	5.78322	0.171947	0.86945
GIPC2	5.72676	5.13298	-0.157924	0.87575
PTGFR	0.357108	0.00524927	-6.0881	0.22965
IFI44L	3.87528	2.91502	-0.410795	0.6584
IFI44	27.7192	15.3426	-0.853344	0.3478
LPHN2	15.7185	5.31557	-1.56417	0.0977
PRKACB	7.08769	8.85101	0.320527	0.72405
RPF1	8.2323	8.20694	-0.00445026	0.9976
LOC646626	0.36568	0.175945	-1.05545	0.4964
CYR61	23.6825	7.85315	-1.59248	0.09835
SH3GLB1	9.48246	9.50121	0.00284993	0.9963
HS2ST1	7.35471	5.9105	-0.315389	0.7587
LOC339524	0.56428	0.157131	-1.84445	0.32785
LMO4	3.91093	6.14167	0.651119	0.4871
PKN2	4.74363	4.92233	0.053352	0.9505
GBP1P1	0.735925	0.305394	-1.26889	0.50975
LRRC8B	1.09462	0.643853	-0.765632	0.5327
LRRC8C	0.865564	0.456112	-0.924251	0.50365
LRRC8D	6.37875	8.31217	0.381951	0.66765
ZNF326	4.74616	4.69299	-0.0162532	0.9864
CDC7	0.329908	0.515011	0.642538	0.7033
BTBD8	0.274091	0.239873	-0.192382	0.9225
KIAA1107	0.468664	0.399261	-0.231221	0.88385
RPAP2	1.68067	2.48947	0.566805	0.6446
RPL5	348.827	415.245	0.25145	0.8387
MTF2	2.02378	1.69056	-0.259555	0.82785
CCDC18	0.387669	0.324391	-0.257094	0.87485
DR1	6.75786	9.96141	0.559784	0.5527
FNBP1L	3.81716	6.58869	0.787491	0.40075
LOC100129046	2.0283	0.46537	-2.12382	0.57985
ABCD3	38.9223	28.3993	-0.45474	0.6341
SLC44A3	4.58346	5.60541	0.290383	0.7836
LOC729970	5.205	9.07139	0.801426	0.50855
RWDD3	45.7453	16.7441	-1.44997	0.21435
TMEM56	45.7453	16.7441	-1.44997	0.21435
TMEM56-RWDD3	45.7453	16.7441	-1.44997	0.21435
PTBP2	1.41669	1.50605	0.0882411	0.94525
SNX7	6.07273	5.77745	-0.071911	0.94595
LPPR4	0.0151314	0.211848	3.80741	0.1671
PALMD	13.9827	3.14036	-2.15464	0.1245
AGL	11.0894	4.84737	-1.19391	0.20565
SLC35A3	7.72131	9.94233	0.364737	0.7111
HIAT1	8.51528	14.964	0.813374	0.38115
CCDC76	1.24395	2.00472	0.688464	0.6112
RTCD1	6.54199	8.52011	0.381142	0.691
CDC14A	0.387773	0.219594	-0.820373	0.61865
GPR88	3.07263	0.0493299	-5.96087	0.09645
VCAM1	19.156	1.60385	-3.57818	0.0049
SLC30A7	4.5934	5.39901	0.23313	0.79395
S1PR1	7.78494	7.16716	-0.119284	0.89835
AMY2B	2.0298	2.65009	0.384706	0.76675
RNPC3	2.0298	2.65009	0.384706	0.76675
PRMT6	4.65169	2.55887	-0.862248	0.4573
FAM102B	1.44554	1.117	-0.371988	0.75505
PRPF38B	4.95263	4.44084	-0.157363	0.87
STXBP3	8.48294	10.3129	0.281818	0.75995
GPSM2	0.0955031	1.0222	3.41999	0.4377
TMEM167B	9.31366	11.6474	0.322594	0.7245
SCARNA2	0.359581	0.601739	0.742824	0.7358
KIAA1324	0.150646	0.290825	0.948982	0.58005
SARS	51.6062	63.5779	0.300981	0.7475
CELSR2	0.39853	1.04316	1.3882	0.26705
SYPL2	1.36561	5.13687	1.91134	0.1153
ATXN7L2	0.393596	0.993855	1.33632	0.4396
CYB561D1	0.769316	2.11462	1.45875	0.2426
GNAI3	11.5291	12.1111	0.0710545	0.93625
AMPD2	9.37534	16.6984	0.832765	0.3582
GSTM4	11.1125	12.8981	0.214969	0.82645
GSTM2	1.43352	0.387638	-1.88678	0.3009
GSTM1	0.226933	0.056237	-2.01267	0.3462
GSTM5	0.902415	0.0531203	-4.08646	0.17135
CSF1	8.02758	7.9024	-0.022675	0.97885
AHCYL1	30.2114	35.5794	0.235948	0.80745
FAM40A	3.97775	6.90573	0.79584	0.41035
KCNC4	0.72366	0.340273	-1.08862	0.50925
RBM15	1.41489	2.29566	0.698218	0.5641
CD53	17.7573	5.03868	-1.81729	0.09095
CEPT1	15.4038	15.4952	0.00853415	0.9935
CHI3L2	0.256072	0.0439449	-2.54278	0.2344
ATP5F1	56.393	54.4913	-0.0494891	0.9611
C1orf162	15.9477	2.71847	-2.55249	0.0794
RAP1A	25.3082	22.864	-0.146529	0.8682
DDX20	1.72498	3.99054	1.21	0.35615
CTTNBP2NL	1.12532	1.27556	0.180802	0.87665
CAPZA1	28.327	34.2406	0.273531	0.75695
MOV10	18.926	18.5213	-0.0311838	0.97075
LRIG2	0.777884	0.785354	0.0137867	0.99205
MAGI3	2.45034	2.20127	-0.154651	0.8734
DCLRE1B	0.901368	1.23751	0.457258	0.7406
HIPK1	5.36306	6.47906	0.272727	0.75895
OLFML3	12.3476	0.880413	-3.8099	0.0271
VANGL1	1.04388	1.19562	0.195801	0.8564
SLC22A15	0.512831	0.00891916	-5.84543	0.2205
MAB21L3	0.814528	0.876417	0.105653	0.9448
ATP1A1	68.8707	72.2335	0.0687796	0.9512
CD2	3.5965	0.440814	-3.02835	0.078
PTGFRN	5.7143	8.14114	0.510655	0.5653
TTF2	0.415955	1.35687	1.70579	0.22255
MAN1A2	5.7954	5.68917	-0.0266901	0.9755
FAM46C	3.89664	1.15221	-1.75783	0.11265
WDR3	6.27629	10.4668	0.737841	0.4127
HAO2	107.956	0.186859	-9.17428	0.0226
PHGDH	63.3865	28.7322	-1.14151	0.21895
EMBP1	0.571596	0.123781	-2.20721	0.2295
LOC100130000	0.0371464	0.19565	2.39698	0.3222
SRGAP2P2	2.71756	5.63701	1.05262	0.4641
NBPF9	2.10709	1.44518	-0.544002	0.6592
SEC22B	35.1554	46.2109	0.394488	0.657
NOTCH2NL	3.00173	1.25072	-1.26304	0.27475
NBPF10	0.338035	0.197755	-0.773457	0.59425
HFE2	90.7638	145.144	0.677299	0.51225
TXNIP	143.378	11.98	-3.58112	0.00365
LIX1L	4.42576	8.80396	0.992227	0.40395
RBM8A	6.39425	11.0483	0.788979	0.5357
PEX11B	14.9846	34.7781	1.2147	0.1901
ANKRD35	0.293674	0.139128	-1.0778	0.5593
PIAS3	2.73004	4.8628	0.832865	0.4513
RNF115	7.98522	17.4662	1.12916	0.24905
PDZK1	12.3452	18.8695	0.612104	0.502
PDIA3P	5.55181	4.80168	-0.209417	0.84345
CHD1L	8.52561	25.3592	1.57263	0.08935
BCL9	1.47206	2.93983	0.997896	0.32485
NBPF15	1.69094	0.718555	-1.23465	0.3278
NBPF16	1.69094	0.718555	-1.23465	0.3278
NBPF16	1.12197	0.145758	-2.94439	0.09395
LOC645166	0.666465	0.662038	-0.00961449	0.9949
LOC388692	0.534127	0.219326	-1.28411	0.34715
FAM91A2	1.55538	1.51347	-0.0394082	0.9805
LOC728855	1.55538	1.51347	-0.0394082	0.9805
FCGR1A	0.275086	0.182026	-0.59574	0.81245
HIST2H2AC	0.646374	1.00637	0.638717	0.76355
BOLA1	13.8948	29.385	1.08053	0.29455
VPS45	3.98961	11.4064	1.51552	0.1326
PLEKHO1	8.41511	3.4109	-1.30283	0.26385
CA14	1.54643	2.19191	0.503247	0.72885
C1orf54	9.41094	4.42631	-1.08824	0.4864
C1orf51	0.23877	8.0048	5.06717	0.02515
MRPS21	101.372	210.364	1.05322	0.2529
PRPF3	4.79868	11.5812	1.27107	0.18365
RPRD2	4.94956	10.8545	1.13292	0.2165
TARS2	15.7519	31.24	0.987868	0.2795
ECM1	20.3772	0.796328	-4.67745	0.00575
ADAMTSL4	11.1863	8.00236	-0.483233	0.5874
SETDB1	4.5441	10.4914	1.20714	0.2001
ANXA9	13.2418	10.0569	-0.396914	0.66945
PRUNE	4.32486	15.5166	1.84309	0.06635
BNIPL	0.255897	0.179223	-0.513811	0.7855
C1orf56	3.97249	12.1487	1.61268	0.4759
MLLT11	0.565042	0.391211	-0.530413	0.765
GABPB2	1.0806	3.08561	1.51372	0.28965
SCNM1	8.55838	11.5771	0.43586	0.7147
TNFAIP8L2	8.55838	11.5771	0.43586	0.7147
TNFAIP8L2-SCNM1	8.55838	11.5771	0.43586	0.7147
PIP5K1A	5.58849	15.6622	1.48675	0.108
PSMD4	61.4882	176.824	1.52393	0.12885
ZNF687	4.83152	12.9838	1.42616	0.3458
PSMB4	178.844	363.477	1.02317	0.3091
CGN	21.1277	4.72577	-2.16051	0.02945
TUFT1	2.41031	9.64692	2.00085	0.06735
SNX27	4.73919	11.4168	1.26845	0.17185
OAZ3	2.65346	1.85924	-0.51316	0.86205
LOC100132111	0.460528	4.83253	3.39142	0.1015
SPRR3	0.0427043	0.225002	2.39749	0.3295
S100A9	28.8175	6.83418	-2.07611	0.1035
S100A1	3.31328	1.43976	-1.20243	0.60425
CHTOP	16.165	21.5753	0.416505	0.7439
SNAPIN	20.3841	29.3014	0.523527	0.585
NPR1	3.13979	1.88414	-0.736763	0.5006
INTS3	11.6807	15.9348	0.44806	0.61245
SLC27A3	27.1875	5.67057	-2.26138	0.0267
CREB3L4	4.39333	7.50824	0.77316	0.8612
RPS27	1566.89	1998.74	0.351193	0.75905
UBAP2L	14.4055	46.6314	1.69468	0.4786
HAX1	49.745	123.69	1.31411	0.172
ATP8B2	2.33241	0.531931	-2.13251	0.10045
IL6R	18.131	46.663	1.36382	0.19185
TDRD10	0.874519	0.585668	-0.578408	0.7279
CKS1B	26.2436	62.3437	1.24828	0.1883
FLAD1	12.1866	43.3695	1.83139	0.0592
ZBTB7B	17.1676	42.8408	1.3193	0.1657
ADAM15	9.1383	19.1125	1.06452	0.29215
EFNA4	2.79981	10.4757	1.90364	0.51615
EFNA3	0.778423	0.771673	-0.0125646	0.99135
EFNA1	128.057	107.555	-0.251701	0.80425
SLC50A1	19.3299	55.7661	1.52855	0.098
MTX1	19.2231	30.9033	0.684921	0.459
HCN3	0.374595	0.992341	1.4055	0.63395
FDPS	35.4143	146.827	2.05171	0.0533
RUSC1	3.49892	7.96689	1.18711	0.76725
LOC645676	0.561087	0.845083	0.590869	0.65535
MSTO1	1.43005	5.66265	1.98541	0.1065
DAP3	27.7358	80.7351	1.54145	0.1067
SYT11	0.839332	0.437421	-0.940217	0.5204
LAMTOR2	80.6555	141.127	0.807148	0.37335
LMNA	76.3553	185.946	1.28408	0.25445
SEMA4A	1.31199	0.42837	-1.61483	0.29705
SLC25A44	11.9502	26.0416	1.12378	0.21525
BGLAP	26.424	58.3043	1.14175	0.2044
PMF1	26.424	58.3043	1.14175	0.2044
PMF1-BGLAP	26.424	58.3043	1.14175	0.2044
TMEM79	1.56573	3.40635	1.12139	0.39805
C1orf182	0.309589	1.48985	2.26674	0.10535
RHBG	1.32518	63.1002	5.57339	0.00165
APOA1BP	52.9904	121.103	1.19244	0.20395
RRNAD1	10.9635	25.379	1.21092	0.19395
