gene	value_1	value_2	log2(fold_change)	p_value
ZBTB40	0.559805	1.07257	0.938073	0.45495
C1QA	179.491	39.3743	-2.18858	0.066
C1QC	124.312	35.39	-1.81255	0.1127
C1QB	153.992	43.3613	-1.82838	0.11615
EPHB2	0.241989	0.188378	-0.361307	0.82195
KDM1A	7.94892	8.65869	0.12339	0.90945
C1orf213	0.414049	0.119777	-1.78945	0.60035
RPL11	1183.47	509.912	-1.21471	0.4151
TCEB3	9.37207	4.22332	-1.14999	0.34345
PITHD1	29.2995	10.3802	-1.49704	0.1872
LYPLA2	64.0495	19.8406	-1.69073	0.13575
PNRC2	14.6904	17.9547	0.289491	0.7928
GRHL3	0.202993	0.0332724	-2.60903	0.4834
NIPAL3	0.811033	1.73403	1.0963	0.3907
RCAN3	0.552688	2.29944	2.05674	0.1427
C1orf130	1.07743	0.844543	-0.351356	0.79575
SRRM1	10.859	8.79139	-0.304733	0.77955
CLIC4	11.2152	10.0223	-0.162246	0.88505
TMEM50A	18.552	20.2831	0.128704	0.9041
TMEM57	16.2613	9.07504	-0.841471	0.45005
LDLRAP1	14.845	3.54695	-2.06532	0.079
MAN1C1	13.4718	1.16353	-3.53336	0.01405
SEPN1	9.14197	19.9768	1.12775	0.3045
FAM54B	32.3769	10.5939	-1.61173	0.15915
PDIK1L	2.19801	3.00175	0.449611	0.687
FAM110D	0.471081	0.913287	0.955093	0.5773
ZNF593	132.392	17.6195	-2.90958	0.0201
CNKSR1	1.2089	3.94857	1.70764	0.21605
CEP85	1.74221	1.51934	-0.197476	0.8771
SH3BGRL3	95.8822	47.631	-1.00936	0.362
CD52	14.9233	8.20555	-0.862899	0.60675
DHDDS	5.69903	3.82712	-0.574459	0.60925
HMGN2	84.7548	83.068	-0.0290021	0.9824
RPS6KA1	6.238	1.24671	-2.32296	0.07785
ARID1A	6.21455	10.7494	0.790537	0.48595
PIGV	18.0187	4.08506	-2.14107	0.07165
ZDHHC18	9.49843	5.72308	-0.730897	0.5174
SFN	0.375317	4.04543	3.43011	0.0616
NUDC	119.7	27.691	-2.11193	0.07275
TRNP1	3.06556	5.67378	0.888159	0.4866
WDTC1	12.4684	6.88744	-0.856239	0.43225
TMEM222	32.8317	11.8385	-1.4716	0.1951
LOC644961	0.243926	0.291749	0.258283	0.6737
SYTL1	0.962593	0.304335	-1.66126	0.30995
GPR3	0.152301	0.295287	0.955196	0.5841
FAM76A	1.63082	1.33496	-0.288802	0.8222
STX12	6.62872	6.41793	-0.0466237	0.9677
PPP1R8	8.43203	8.01139	-0.0738278	0.9435
C1orf38	6.84474	1.55531	-2.13779	0.1266
SMPDL3B	0.181742	0.664097	1.8695	0.2696
XKR8	10.1107	6.45014	-0.648485	0.58155
ATPIF1	350.954	107.683	-1.70449	0.1867
SESN2	7.15248	5.72248	-0.321803	0.77335
MED18	10.4038	4.14359	-1.32815	0.2616
PHACTR4	5.62075	6.02107	0.0992579	0.9256
RCC1	9.46513	6.63482	-0.512564	0.64585
TRNAU1AP	3.73463	3.06145	-0.286749	0.8298
RAB42	0.280296	0.241908	-0.212494	0.89965
GMEB1	1.12315	1.18988	0.0832712	0.9517
YTHDF2	18.2452	11.4047	-0.677884	0.5318
EPB41	3.1303	5.40225	0.787259	0.57205
PTPRU	3.17724	1.40148	-1.18082	0.31985
LOC100129196	0.519389	0.255073	-1.02591	0.5386
ZCCHC17	7.52863	5.89001	-0.354117	0.7579
SERINC2	154.625	69.0607	-1.16284	0.334
TINAGL1	14.267	15.0962	0.081504	0.94125
KHDRBS1	24.4508	33.3718	0.448748	0.68815
TMEM39B	6.96411	3.77706	-0.882676	0.4829
KPNA6	4.59885	4.29067	-0.100071	0.92235
TXLNA	11.2403	7.88925	-0.510714	0.6388
CCDC28B	1.25367	2.69625	1.1048	0.4964
IQCC	0.154638	0.449555	1.53961	0.3605
EIF3I	122.524	37.3462	-1.71403	0.1569
FAM167B	13.0582	4.90462	-1.41275	0.27955
LCK	2.19649	1.02221	-1.10351	0.44085
HDAC1	24.9275	20.493	-0.282604	0.79405
TSSK3	0.667601	0.203851	-1.71147	0.34035
ZBTB8A	0.66809	0.816193	0.288869	0.8211
RBBP4	3.42245	5.7109	0.738687	0.59715
KIAA1522	4.50526	16.8311	1.90144	0.10515
S100PBP	1.05309	1.83689	0.80264	0.8536
ADC	0.380142	0.186947	-1.02391	0.548
ZNF362	5.97302	6.38423	0.0960531	0.9301
ZSCAN20	0.0589779	0.197839	1.74608	0.32555
GJB3	0.714573	0.00739289	-6.5948	0.24735
GJA4	7.14812	6.03832	-0.243418	0.8455
ZMYM1	0.781147	0.887965	0.184908	0.8905
ZMYM4	2.51354	3.6795	0.549791	0.61525
NCDN	3.12104	2.43339	-0.359057	0.7672
EIF2C4	1.30395	1.38146	0.0833078	0.94345
EIF2C1	1.9536	2.17815	0.156963	0.88685
EIF2C3	0.618425	0.550394	-0.168133	0.90335
ADPRHL2	14.8937	5.26207	-1.501	0.20705
MAP7D1	7.16338	6.2703	-0.192107	0.86195
THRAP3	16.2117	20.6011	0.345684	0.7575
SH3D21	0.108606	0.290151	1.4177	0.3982
ZC3H12A	7.60509	2.00654	-1.92226	0.13465
DNALI1	8.16709	2.81929	-1.53449	0.4569
CDCA8	0.39229	2.73336	2.80068	0.08005
MANEAL	4.49145	1.07518	-2.0626	0.12475
C1orf122	33.6062	7.0457	-2.25391	0.17305
UTP11L	7.74398	5.33277	-0.538191	0.64335
AKIRIN1	12.7739	9.90245	-0.367341	0.73055
NDUFS5	392.539	125.563	-1.64443	0.1664
MACF1	3.65492	4.50009	0.300112	0.7985
KIAA0754	0.0886992	0.94905	3.41949	0.48325
BMP8A	0.0848967	0.93095	3.45492	0.18485
PPIE	15.2275	8.84377	-0.783948	0.55205
MFSD2A	105.998	0.172272	-9.26512	0.01565
CAP1	38.7831	37.1516	-0.0620061	0.95735
RLF	1.19576	1.35607	0.181503	0.87625
ZMPSTE24	11.0147	14.5148	0.398091	0.7118
SMAP2	30.0042	21.4772	-0.482364	0.67055
ZNF643	0.127288	0.49815	1.96848	0.2675
ZNF642	0.780382	1.05755	0.438475	0.7683
DEM1	2.08124	1.30737	-0.670776	0.62155
ZNF684	4.90313	2.74278	-0.838066	0.4915
NFYC	21.6631	10.6816	-1.02011	0.35575
KCNQ4	0.0795871	0.597699	2.90881	0.1132
CTPS	12.7194	8.01897	-0.665544	0.54275
GUCA2B	3.52677	1.31658	-1.42155	0.40085
PPCS	43.0242	19.5836	-1.1355	0.3015
PPIH	11.0647	8.59724	-0.364016	0.77335
YBX1	268.446	131.019	-1.03486	0.4365
C1orf50	12.214	3.2904	-1.8922	0.1598
ERMAP	4.06746	2.11077	-0.946358	0.5052
ZNF691	5.3476	3.44698	-0.633558	0.6139
WDR65	0.304387	0.0535832	-2.50605	0.5376
TMEM125	0.734319	0.634635	-0.210479	0.89775
TIE1	7.4534	5.9255	-0.330962	0.76315
MPL	0.148771	0.258014	0.794359	0.63405
CDC20	0.944837	4.74054	2.32691	0.1226
SZT2	1.38894	0.789019	-0.81585	0.6792
PTPRF	24.9585	43.9679	0.816917	0.5276
KDM4A	5.01216	6.57254	0.391018	0.7115
ST3GAL3	7.06257	2.80918	-1.33004	0.27645
IPO13	5.70754	4.47247	-0.351799	0.7539
DPH2	4.38901	4.23032	-0.0531258	0.9639
ATP6V0B	130.982	37.1155	-1.81927	0.1088
B4GALT2	17.2618	14.1565	-0.286116	0.7931
CCDC24	2.24103	0.823784	-1.44382	0.49385
DMAP1	19.996	6.32339	-1.66094	0.14925
RNF220	11.8827	9.77851	-0.281175	0.79425
C1orf228	0.70212	0.0859321	-3.03045	0.14675
KIF2C	0.164881	1.37327	3.05811	0.0712
RPS8	999.073	652.354	-0.614935	0.6741
PLK3	3.2354	1.35442	-1.25627	0.36345
BTBD19	0.643443	0.256265	-1.32818	0.4519
UROD	78.9159	18.6489	-2.08123	0.0694
LOC400752	0.943448	0.171104	-2.46307	0.17775
TOE1	4.21423	1.4903	-1.49967	0.46335
MMACHC	11.0041	4.01076	-1.45609	0.8042
AKR1A1	242.439	39.0347	-2.63479	0.04275
NASP	16.0486	10.1685	-0.658341	0.5489
TMEM69	8.52272	6.82837	-0.319773	0.81845
MAST2	2.20506	3.38652	0.618985	0.58525
TSPAN1	2.23594	0.533544	-2.0672	0.19745
RAD54L	0.153589	0.438509	1.51353	0.56655
UQCRH	197.976	73.315	-1.43314	0.20065
NSUN4	2.86024	1.87827	-0.60673	0.60035
FAAH	34.6372	6.31725	-2.45495	0.0371
CYP4X1	1.60257	0.248869	-2.68693	0.10075
CYP4A22	72.9947	0.87801	-6.37741	0.0015
CMPK1	61.5082	36.1956	-0.764967	0.53445
FOXD2	0.189906	0.601883	1.6642	0.3143
SLC5A9	4.87139	12.3741	1.34492	0.22175
CDKN2C	2.83549	9.95809	1.81227	0.15705
RNF11	21.8817	9.65721	-1.18005	0.29265
OSBPL9	17.908	13.6165	-0.395252	0.8314
BTF3L4	6.22854	5.25128	-0.246225	0.81725
ZFYVE9	2.32479	3.68546	0.664747	0.55265
PRPF38A	5.44396	5.75683	0.0806178	0.9418
GPX7	2.81638	1.01531	-1.47192	0.3517
FAM159A	0.368574	0.189353	-0.960879	0.66635
ZYG11B	5.73241	3.16137	-0.858592	0.43185
ZYG11A	0.453798	0.0366826	-3.62888	0.08935
SCP2	514.935	78.3579	-2.71624	0.1011
PODN	6.43912	4.13157	-0.640175	0.5727
CPT2	47.7588	8.67295	-2.46117	0.07575
LOC100507564	0.308856	0.0557895	-2.46887	0.32545
DIO1	119.963	17.6568	-2.76429	0.0262
LRRC42	9.21383	15.6987	0.768772	0.4821
TCEANC2	0.533269	0.945904	0.826831	0.558
MRPL37	118.123	19.8772	-2.5711	0.0347
HEATR8	7.39508	4.02354	-0.878102	0.44115
TTC4	7.39508	4.02354	-0.878102	0.44115
TMEM61	0.0437976	1.19987	4.77589	0.22945
PCSK9	11.1169	9.78909	-0.183509	0.86335
PRKAA2	0.175157	2.8086	4.00313	0.01
C8A	269.17	4.10931	-6.03348	0.0015
FGGY	47.5048	4.52136	-3.39324	0.0082
HOOK1	6.66589	6.94881	0.0599681	0.95425
NFIA	9.58889	6.6764	-0.522294	0.64805
INADL	3.09929	2.84745	-0.122268	0.9085
USP1	2.6731	5.54659	1.05309	0.34625
ANGPTL3	173.999	143.314	-0.279899	0.8517
ATG4C	3.02647	3.43795	0.183914	0.88045
ALG6	2.19779	5.11915	1.21985	0.2998
EFCAB7	0.506661	0.512234	0.0157824	0.99065
PGM1	132.238	39.3458	-1.74886	0.16845
CACHD1	0.540442	0.27167	-0.992285	0.50255
RAVER2	0.375142	1.74338	2.21638	0.61485
AK4	29.232	3.58432	-3.02778	0.01945
LEPR	59.6872	14.0423	-2.08764	0.10955
LEPROT	59.6872	14.0423	-2.08764	0.10955
PDE4B	2.60614	0.81912	-1.66977	0.21095
TCTEX1D1	2.1106	0.0430201	-5.6165	0.10345
MIER1	5.29961	3.4656	-0.612782	0.5731
GADD45A	246.801	20.2132	-3.60998	0.0101
SRSF11	11.5579	15.2619	0.401059	0.7115
HHLA3	19.2351	2.75576	-2.80322	0.0511
CTH	38.8483	2.38869	-4.02356	0.00465
FPGT	2.08806	2.62541	0.330378	0.7705
FPGT-TNNI3K	2.08806	2.62541	0.330378	0.7705
TNNI3K	2.08806	2.62541	0.330378	0.7705
TYW3	2.91376	2.94997	0.0178161	0.96585
ACADM	60.6836	13.6794	-2.1493	0.07445
RABGGTB	21.9967	16.3829	-0.425094	0.69135
ST6GALNAC3	0.840416	0.848144	0.0132064	0.99255
FAM73A	1.34074	2.8682	1.09712	0.35265
NEXN	0.793413	0.788133	-0.00963356	0.99545
DNAJB4	6.18889	2.67273	-1.21137	0.3213
GIPC2	8.44665	4.87766	-0.792191	0.48095
PTGFR	0.179551	0.122173	-0.555468	0.7212
IFI44L	0.527527	0.243062	-1.11792	0.4507
IFI44	3.58754	0.964677	-1.89488	0.1948
LPHN2	9.0334	14.3926	0.671984	0.54615
PRKACB	4.68262	5.17627	0.144597	0.9011
SAMD13	0.180533	0.380667	1.07626	0.5117
RPF1	8.53965	5.4034	-0.66031	0.8235
CYR61	102.505	8.24495	-3.63604	0.0064
SH3GLB1	6.1505	7.20721	0.228738	0.82555
HS2ST1	7.45344	7.6349	0.0347024	0.9771
LOC339524	1.59239	0.628871	-1.34035	0.3906
LMO4	5.26999	1.45277	-1.85899	0.1252
PKN2	2.83644	3.77237	0.411392	0.70675
GBP1P1	0.401432	0.188875	-1.08773	0.53955
LRRC8B	0.548408	0.848586	0.629811	0.6032
LRRC8C	0.403525	0.640435	0.666394	0.6232
LRRC8D	7.1756	6.29372	-0.189188	0.8582
ZNF326	4.59987	4.08075	-0.172759	0.8785
CDC7	0.219612	0.442762	1.01157	0.5243
EPHX4	0.0192263	0.248424	3.69165	0.2638
BTBD8	0.0171017	0.247101	3.85289	0.2547
KIAA1107	0.217859	0.350796	0.687236	0.66195
RPAP2	1.2275	1.25037	0.0266347	0.98475
RPL5	574.622	445.612	-0.366825	0.8054
MTF2	1.70628	1.67894	-0.0233032	0.984
CCDC18	0.182292	0.154528	-0.238381	0.88475
DR1	4.81647	8.89942	0.885736	0.4207
FNBP1L	3.43832	8.59371	1.32158	0.24175
LOC100129046	1.86165	1.19425	-0.640481	0.83885
ABCD3	35.646	18.7145	-0.929581	0.42195
SLC44A3	3.73082	20.0834	2.42844	0.04165
LOC729970	10.1456	4.59852	-1.14161	0.3697
RWDD3	34.7523	22.7965	-0.608294	0.6488
TMEM56	34.7523	22.7965	-0.608294	0.6488
TMEM56-RWDD3	34.7523	22.7965	-0.608294	0.6488
PTBP2	1.32587	1.74966	0.400138	0.7614
SNX7	5.9892	0.60675	-3.30319	0.02995
LPPR4	0.00906469	0.264236	4.86542	0.1346
PALMD	18.8558	23.2746	0.303748	0.80285
AGL	11.772	1.95889	-2.58725	0.03215
SLC35A3	5.44773	4.06009	-0.424141	0.7194
HIAT1	7.3145	10.0693	0.461132	0.6764
CCDC76	1.06045	1.16336	0.133622	0.9241
RTCD1	6.71318	4.37109	-0.619005	0.5766
CDC14A	0.260142	0.29821	0.197026	0.89655
GPR88	1.38598	0.0133874	-6.69388	0.20095
VCAM1	5.83809	4.27296	-0.45026	0.6816
SLC30A7	2.40542	2.12547	-0.178506	0.8695
S1PR1	8.23514	8.27143	0.0063433	0.9951
AMY2B	2.17734	1.61652	-0.429673	0.74445
RNPC3	2.17734	1.61652	-0.429673	0.74445
LOC100129138	0.537053	0.221212	-1.27964	0.47095
PRMT6	0.443877	0.331819	-0.419763	0.7987
FAM102B	0.719087	2.50731	1.8019	0.1552
PRPF38B	5.14742	5.69509	0.145867	0.8911
STXBP3	8.25572	6.14254	-0.426559	0.698
GPSM2	0.0516748	0.871663	4.07624	0.3504
TMEM167B	8.7328	7.84994	-0.153763	0.8903
SCARNA2	1.93521	0.616225	-1.65096	0.4029
SARS	71.9394	28.4461	-1.33855	0.24575
CELSR2	0.379618	1.17086	1.62495	0.2213
SYPL2	2.34341	0.141952	-4.04513	0.02355
ATXN7L2	0.666585	0.6013	-0.148703	0.9253
CYB561D1	0.326402	0.586116	0.844537	0.5641
GNAI3	8.99102	10.0513	0.160825	0.88135
AMPD2	15.5849	5.8771	-1.40698	0.20325
GSTM4	30.3496	4.58343	-2.72718	0.0294
GSTM2	1.87352	0.32964	-2.50679	0.1407
GSTM1	192.883	1.05101	-7.5198	0.0002
GSTM5	1.34305	0.312973	-2.1014	0.21985
CSF1	7.89301	2.22402	-1.8274	0.11685
AHCYL1	28.3805	16.2141	-0.807647	0.4708
FAM40A	3.61723	3.56793	-0.0197962	0.98665
KCNC4	0.8226	0.704396	-0.223804	0.8826
RBM15	1.91559	1.42885	-0.422939	0.74395
CD53	7.51666	4.81044	-0.643921	0.58625
CEPT1	16.0693	8.6656	-0.890931	0.53525
CHI3L2	0.191948	0.100148	-0.938583	0.57515
ATP5F1	59.9782	27.3324	-1.13382	0.3816
C1orf162	15.8689	2.09059	-2.92422	0.05295
RAP1A	27.4359	19.2209	-0.513393	0.64105
DDX20	1.52107	1.51906	-0.00190415	0.998
CTTNBP2NL	0.620429	1.41306	1.18749	0.36455
CAPZA1	20.2842	18.107	-0.163808	0.88315
MOV10	14.9342	8.90177	-0.74646	0.4853
LRIG2	0.299314	0.728525	1.28332	0.4079
MAGI3	1.75595	1.79557	0.032192	0.97665
LOC100287722	0.17712	0.103042	-0.781498	0.60475
DCLRE1B	0.599898	1.14482	0.932333	0.5218
HIPK1	2.75242	3.43788	0.320817	0.76575
OLFML3	14.492	3.76656	-1.94394	0.1126
VANGL1	0.640573	1.1809	0.882449	0.47725
MAB21L3	0.241073	0.337961	0.48739	0.77035
ATP1A1	52.491	135.479	1.36793	0.3364
CD2	2.56083	1.27994	-1.00054	0.4835
PTGFRN	2.74895	2.43597	-0.174384	0.8716
TTF2	0.314602	0.760152	1.27276	0.38455
MAN1A2	1.63786	4.47904	1.45137	0.20765
FAM46C	1.84517	0.565175	-1.70698	0.1908
WDR3	5.45091	4.78318	-0.188528	0.8625
HAO2	158.405	0.0741364	-11.0611	0.06255
PHGDH	129.167	0.875434	-7.20503	0.00035
EMBP1	0.320896	0.497762	0.63335	0.6812
LOC100130000	0.206207	0.116625	-0.82222	0.64715
SRGAP2P2	0.945521	2.69286	1.50996	0.34715
NBPF9	0.478076	1.1316	1.24305	0.40925
SEC22B	38.4747	47.0893	0.291489	0.80475
NOTCH2NL	2.63928	5.57503	1.07884	0.32845
NBPF10	0.129705	0.425922	1.71536	0.244
HFE2	126.003	224.276	0.831817	0.53735
TXNIP	160.983	255.392	0.6658	0.67695
LIX1L	3.80456	22.1558	2.54188	0.053
RBM8A	5.06495	13.2002	1.38194	0.4375
PEX11B	18.8862	29.6341	0.649928	0.5435
ANKRD35	1.52992	0.0272902	-5.80893	0.09075
PIAS3	2.09924	12.4905	2.57289	0.05075
RNF115	5.42399	13.626	1.32894	0.25605
PDZK1	12.9634	62.6755	2.27346	0.05325
PDIA3P	4.28281	8.76508	1.03321	0.37475
CHD1L	12.637	22.9708	0.862153	0.421
BCL9	1.13101	16.7291	3.88668	0.0043
GPR89B	0.0592917	0.235925	1.99243	0.2838
GPR89C	0.0592917	0.235925	1.99243	0.2838
NBPF15	1.03123	0.802181	-0.362364	0.78295
NBPF16	1.03123	0.802181	-0.362364	0.78295
NBPF16	1.01138	0.826549	-0.291151	0.83035
LOC645166	0.509293	0.912315	0.841035	0.6182
LOC388692	0.309139	0.113107	-1.45057	0.3406
FAM91A2	2.07447	0.537367	-1.94876	0.22215
LOC728855	2.07447	0.537367	-1.94876	0.22215
FCGR1A	0.175937	0.143186	-0.297162	0.88465
HIST2H2AC	0.500318	0.818488	0.710117	0.7273
BOLA1	24.2723	25.565	0.0748607	0.9518
VPS45	4.21581	12.8511	1.60801	0.1579
PLEKHO1	11.0598	4.15753	-1.41153	0.2471
CA14	8.10931	1.25017	-2.69745	0.064
C1orf54	10.1098	5.9069	-0.775285	0.5903
C1orf51	4.13394	2.53236	-0.707035	0.5961
MRPS21	151.417	161.958	0.0970985	0.92875
PRPF3	5.26557	10.6545	1.0168	0.36565
RPRD2	3.14881	12.2684	1.96207	0.09065
TARS2	12.5871	13.6818	0.12031	0.9097
ECM1	34.5867	2.84782	-3.60229	0.00665
ADAMTSL4	10.8212	41.5452	1.94082	0.1049
SETDB1	4.4527	15.0252	1.75463	0.1262
ANXA9	23.5468	19.1419	-0.298798	0.7802
PRUNE	5.80429	22.2851	1.94089	0.0908
BNIPL	0.246833	0.298659	0.274962	0.86965
C1orf56	4.57072	4.42091	-0.0480776	0.98315
MLLT11	0.982221	0.940959	-0.0619156	0.96715
GABPB2	0.783112	3.25	2.05315	0.17065
SCNM1	8.43109	8.7277	0.0498836	0.97445
TNFAIP8L2	8.43109	8.7277	0.0498836	0.97445
TNFAIP8L2-SCNM1	8.43109	8.7277	0.0498836	0.97445
PIP5K1A	6.09563	16.3986	1.42773	0.19295
PSMD4	100.929	98.3932	-0.0367089	0.97385
ZNF687	3.65368	12.9906	1.83005	0.3357
PSMB4	312.245	254.5	-0.295013	0.8079
CGN	26.5513	33.2635	0.325159	0.78895
TUFT1	1.37482	4.39959	1.67813	0.18985
SNX27	3.12733	12.0466	1.94562	0.08975
OAZ3	1.26369	1.9253	0.607436	0.76045
LOC100132111	0.331041	2.51693	2.92658	0.14385
S100A9	12.9645	4.51058	-1.52318	0.2921
S100A1	4.82712	8.94	0.889113	0.7572
CHTOP	18.2477	27.7456	0.604543	0.6866
SNAPIN	17.5948	36.991	1.07203	0.3331
NPR1	4.71329	2.59419	-0.861451	0.4578
INTS3	8.9215	22.7249	1.34891	0.23395
SLC27A3	29.7665	46.7638	0.651699	0.55945
CREB3L4	4.08786	5.83892	0.514357	0.8713
RPS27	2381.52	3384.41	0.50702	0.7415
UBAP2L	11.7967	40.247	1.77049	0.59465
HAX1	80.3326	76.5904	-0.0688227	0.9513
AQP10	0.0196125	1.77936	6.50344	0.2211
ATP8B2	1.1259	1.6497	0.551129	0.65225
IL6R	8.33955	6.12074	-0.446263	0.6931
TDRD10	0.625153	0.0662438	-3.23835	0.109
CKS1B	30.4653	49.1116	0.688899	0.5233
FLAD1	17.0063	25.4812	0.583366	0.5932
ZBTB7B	14.1582	24.3045	0.779588	0.4794
ADAM15	8.86022	8.99246	0.0213737	0.98655
EFNA4	4.13692	9.54877	1.20676	0.64835
EFNA3	0.464463	0.350563	-0.405889	0.8093
EFNA1	197.357	96.9396	-1.02565	0.4205
SLC50A1	33.4599	29.9584	-0.159473	0.88095
MTX1	32.9989	22.8559	-0.529852	0.62345
HCN3	0.568985	1.00415	0.819513	0.2259
FDPS	119.545	174.015	0.54166	0.68225
RUSC1	4.55208	13.5074	1.56915	0.7904
LOC645676	0.30802	0.721665	1.2283	0.41245
MSTO1	1.36844	3.64739	1.41434	0.27915
DAP3	33.1716	50.4552	0.605052	0.5877
MSTO2P	0.0349574	0.221284	2.66223	0.34675
SYT11	0.394004	1.26748	1.68568	0.23275
LAMTOR2	131.981	109.186	-0.273543	0.8013
RAB25	1.40813	0.108658	-3.69591	0.11395
LMNA	69.1074	154.676	1.16234	0.37395
SEMA4A	0.682895	0.627568	-0.121892	0.93415
