gene	value_1	value_2	log2(fold_change)	p_value
PNRC2	22.2199	23.4397	0.0771067	0.92935
GRHL3	0.265677	0.317183	0.25564	0.93265
NIPAL3	1.28976	1.73934	0.431437	0.72
RCAN3	0.611062	1.63441	1.41938	0.3261
C1orf130	1.34593	0.477964	-1.49363	0.3191
SRRM1	13.0629	11.9454	-0.129029	0.88275
CLIC4	30.0856	32.9634	0.131792	0.8829
TMEM50A	20.8215	25.8188	0.310348	0.72075
TMEM57	19.7394	9.43985	-1.06425	0.2354
LDLRAP1	11.2107	19.825	0.822454	0.36215
MAN1C1	21.1419	6.3012	-1.74641	0.0708
SEPN1	12.0954	15.5167	0.359364	0.679
FAM54B	34.2658	29.2414	-0.228755	0.7962
PDIK1L	2.1667	3.49132	0.688275	0.53235
FAM110D	0.173456	1.11967	2.69044	0.20265
ZNF593	46.1098	49.7015	0.108217	0.9153
CNKSR1	0.731848	0.129836	-2.49485	0.1764
CEP85	1.39251	3.57921	1.36195	0.25665
SH3BGRL3	80.9958	84.6333	0.0633786	0.94005
CD52	28.9227	12.1779	-1.24794	0.4837
DHDDS	5.09662	9.76933	0.938717	0.34435
HMGN2	104.072	291.153	1.4842	0.1339
RPS6KA1	8.40592	12.8698	0.614515	0.5119
ARID1A	8.61837	9.75588	0.178857	0.8346
PIGV	17.8028	17.3896	-0.0338779	0.9717
ZDHHC18	9.14706	11.7361	0.359571	0.7
SFN	0.589729	65.1608	6.78781	0.00915
NUDC	99.2746	75.1383	-0.401876	0.63685
TRNP1	2.23432	1.01192	-1.14274	0.4738
WDTC1	15.8698	13.3429	-0.250205	0.7693
TMEM222	22.1753	28.729	0.373554	0.67895
LOC644961	0.288076	0.353724	0.296173	0.75055
SYTL1	0.979079	0.619268	-0.660861	0.69245
GPR3	0.38086	0.214316	-0.829522	0.64935
FAM76A	1.85733	3.19068	0.780638	0.51425
STX12	10.0733	12.8977	0.356582	0.6972
PPP1R8	9.88832	17.1248	0.792287	0.39685
C1orf38	11.5555	3.38555	-1.77112	0.154
SMPDL3B	0.420366	2.09476	2.31706	0.1581
XKR8	4.54858	10.8376	1.25255	0.2722
ATPIF1	203.168	518.305	1.35113	0.165
SESN2	5.98678	6.05543	0.0164511	0.98785
MED18	9.87349	13.5479	0.456436	0.647
PHACTR4	7.17612	10.0278	0.482736	0.57895
RCC1	6.81424	14.2224	1.06154	0.27655
TRNAU1AP	3.17573	7.43904	1.22803	0.3376
RAB42	0.767532	0.815098	0.0867465	0.9586
GMEB1	2.00218	2.11677	0.0802915	0.9505
YTHDF2	18.3421	13.6663	-0.424538	0.63065
EPB41	6.41813	4.98154	-0.36556	0.7198
PTPRU	4.35925	2.35453	-0.888639	0.40295
LOC100129196	0.30131	0.849945	1.49612	0.395
ZCCHC17	7.50838	15.0163	0.999957	0.33925
SERINC2	158.308	80.3369	-0.978598	0.27675
LOC284551	0.107385	0.627316	2.54641	0.18635
TINAGL1	21.1456	10.3934	-1.0247	0.28585
KHDRBS1	29.6934	33.1096	0.157108	0.8538
TMEM39B	5.29027	6.46985	0.290392	0.80995
KPNA6	7.7286	6.11331	-0.338254	0.69275
TXLNA	12.429	15.541	0.322365	0.71085
CCDC28B	0.953828	4.22347	2.14663	0.2117
IQCC	0.329215	1.7347	2.39759	0.1471
EIF3I	89.8933	117.679	0.388571	0.6548
FAM167B	10.6103	5.81856	-0.86673	0.5103
LCK	2.07522	1.82818	-0.182853	0.89765
HDAC1	34.6431	40.151	0.212869	0.80505
TSSK3	0.94878	2.95287	1.63797	0.3182
ZBTB8A	0.718494	0.782483	0.123085	0.9241
RBBP4	5.6545	6.94798	0.297192	0.7879
KIAA1522	6.16743	12.0926	0.971379	0.32455
S100PBP	1.85556	3.81502	1.03983	0.64365
ADC	0.506815	0.672124	0.407269	0.81105
ZNF362	6.54748	8.87393	0.438633	0.66445
ZSCAN20	0.184731	0.148745	-0.312579	0.85565
GJB5	0.0992239	0.273651	1.46358	0.49525
GJB3	1.44669	0.143447	-3.33416	0.09765
GJA4	6.53381	5.96376	-0.131702	0.9104
ZMYM1	0.920015	1.97589	1.10277	0.38745
ZMYM4	4.10159	3.81666	-0.103874	0.9073
NCDN	2.58579	4.0924	0.662343	0.56565
EIF2C4	3.13664	1.4913	-1.07265	0.30615
EIF2C1	3.34168	3.26028	-0.0355756	0.97025
EIF2C3	0.913443	1.09827	0.265845	0.8496
ADPRHL2	10.0754	13.9091	0.465182	0.65455
MAP7D1	8.23021	8.66184	0.0737447	0.94025
THRAP3	17.7619	20.3637	0.19721	0.8176
SH3D21	0.262689	0.112346	-1.2254	0.50875
ZC3H12A	5.78263	3.93111	-0.556788	0.622
DNALI1	12.4224	7.09259	-0.808557	0.5964
CDCA8	0.370306	11.5907	4.9681	0.01005
MANEAL	4.3529	14.4363	1.72965	0.10475
C1orf122	12.4683	23.5516	0.917557	0.49455
UTP11L	7.95367	7.9611	0.0013485	0.99895
AKIRIN1	23.3719	8.75271	-1.41697	0.1271
NDUFS5	187.545	176.819	-0.0849634	0.9168
MACF1	6.67334	3.20024	-1.06023	0.2347
KIAA0754	0.575728	0.145385	-1.98551	0.68795
BMP8A	0.134985	0.217714	0.689633	0.7471
PPIE	15.0354	10.9316	-0.45986	0.67895
MFSD2A	18.5079	48.4708	1.38898	0.1241
CAP1	51.8546	52.3647	0.0141204	0.9863
RLF	2.99369	2.17655	-0.459882	0.649
ZMPSTE24	17.2602	12.8126	-0.429883	0.62135
SMAP2	32.0485	31.0987	-0.0434041	0.9593
ZNF643	0.135703	0.304212	1.16463	0.53345
ZNF642	0.71448	1.48223	1.0528	0.51045
DEM1	1.82108	3.40434	0.902585	0.4947
ZNF684	5.27312	4.20391	-0.326926	0.7745
NFYC	19.1145	30.1228	0.656191	0.46575
KCNQ4	0.198248	0.0373119	-2.4096	0.2378
CTPS	10.1147	11.2001	0.147056	0.8718
LOC100507178	0.242793	0.338693	0.480251	0.89435
GUCA2B	2.98483	11.7725	1.9797	0.22555
PPCS	36.2655	30.2241	-0.262899	0.7707
PPIH	8.38757	16.0413	0.935469	0.4477
YBX1	201.348	178.055	-0.17737	0.84685
C1orf50	6.95404	6.6511	-0.0642588	0.9602
ERMAP	4.93122	4.37516	-0.172608	0.8768
ZNF691	4.24951	6.94597	0.70888	0.54685
WDR65	0.65593	0.41365	-0.66513	0.842
TMEM125	0.59427	0.843699	0.505611	0.7698
TIE1	8.68683	5.81322	-0.579493	0.53835
MPL	0.209719	0.40594	0.952808	0.58415
CDC20	0.332046	22.1061	6.05692	0.0116
SZT2	1.93248	2.73514	0.501158	0.6858
PTPRF	41.2232	49.965	0.277459	0.7683
KDM4A	5.21086	7.71361	0.565885	0.53755
ST3GAL3	7.51611	11.7686	0.646881	0.51515
IPO13	5.88826	7.62814	0.373491	0.6982
DPH2	4.35987	9.48634	1.12157	0.2937
ATP6V0B	91.2978	99.7044	0.127077	0.88245
B4GALT2	12.8715	13.935	0.114531	0.91095
CCDC24	0.939247	4.0285	2.10067	0.2904
DMAP1	14.4979	27.4957	0.923359	0.32435
RNF220	10.5329	12.2262	0.21507	0.8122
C1orf228	0.364529	1.82411	2.32309	0.1982
KIF2C	0.199925	5.80418	4.85956	0.01655
RPS8	996.352	1020.15	0.0340546	0.9705
PLK3	9.73806	1.05574	-3.20537	0.039
BTBD19	0.817389	0.128135	-2.67336	0.2191
UROD	65.9227	78.9967	0.261017	0.7647
LOC400752	0.853778	2.83971	1.73381	0.2759
TOE1	3.42204	4.5285	0.404178	0.83065
MMACHC	8.88785	10.4951	0.239813	0.95615
AKR1A1	148.806	419.583	1.49553	0.12395
NASP	16.845	31.9907	0.925335	0.29095
TMEM69	8.17386	13.249	0.696794	0.56725
MAST2	2.50892	4.58184	0.86886	0.3954
TSPAN1	1.67211	4.87139	1.54267	0.2891
RAD54L	0.0711823	4.87893	6.0989	0.1535
UQCRH	107.125	177.306	0.726946	0.4114
NSUN4	3.12502	3.14512	0.00925283	0.9928
FAAH	22.8683	23.2463	0.0236493	0.9802
CYP4B1	0.30895	0.0248341	-3.63698	0.20545
CYP4X1	2.97516	8.56814	1.52602	0.1869
CYP4Z1	0.195868	0.263607	0.428509	0.813
CYP4A22	22.0221	3.30368	-2.73681	0.0308
CMPK1	69.0572	39.4561	-0.807544	0.36655
FOXD2	0.183275	2.67073	3.86515	0.03535
SLC5A9	3.14518	6.29567	1.00122	0.35855
CDKN2C	2.61976	30.4991	3.54126	0.01435
RNF11	27.4373	15.4265	-0.830724	0.34125
OSBPL9	20.4112	17.7272	-0.203396	0.8898
BTF3L4	6.66849	4.59527	-0.537211	0.5653
ZFYVE9	4.57118	3.23653	-0.498121	0.61145
PRPF38A	8.30698	12.3014	0.566424	0.54565
GPX7	2.47198	16.1992	2.71218	0.0577
ZYG11B	4.70811	2.89647	-0.700851	0.4482
ZYG11A	0.180285	0.495831	1.45957	0.38495
SCP2	340.455	337.255	-0.0136267	0.98865
PODN	6.35227	0.464527	-3.77344	0.01975
CPT2	33.5145	16.0843	-1.05914	0.31575
LOC100507564	0.160398	1.0793	2.75037	0.49795
DIO1	71.2578	54.1932	-0.394937	0.65305
LRRC42	8.22225	14.851	0.852952	0.39365
TCEANC2	0.770838	0.954501	0.308318	0.8271
MRPL37	75.849	71.4226	-0.0867505	0.9168
ACOT11	0.206673	2.11747	3.35692	0.3921
HEATR8	6.77684	10.3452	0.610272	0.5387
TTC4	6.77684	10.3452	0.610272	0.5387
C1orf177	0.211094	0.216673	0.0376308	0.97675
TMEM61	0.188818	0.98111	2.37742	0.2598
PCSK9	9.55044	14.3221	0.584602	0.51915
LOC100507634	0.0937663	0.247845	1.4023	0.4858
PRKAA2	0.196462	0.00569364	-5.10875	0.1668
C8A	258.206	82.5726	-1.64479	0.10265
LOC100131060	0.052661	0.423368	3.0071	0.2549
FGGY	70.3794	348.344	2.30729	0.02015
HOOK1	9.50929	3.03122	-1.64944	0.08205
NFIA	11.1595	6.32146	-0.819938	0.33645
INADL	3.76617	3.4617	-0.121618	0.8933
USP1	4.47067	7.69211	0.782888	0.4099
ANGPTL3	218.228	50.7073	-2.10557	0.0433
ATG4C	3.45632	3.15057	-0.133624	0.9081
ALG6	2.43359	3.53262	0.537651	0.64045
EFCAB7	0.62919	1.10314	0.810044	0.62435
DLEU2L	0.0453142	0.674628	3.89606	0.3394
PGM1	174.946	66.1184	-1.40378	0.1465
CACHD1	1.47443	0.191549	-2.94437	0.06395
RAVER2	0.603285	0.217225	-1.47365	0.5654
AK4	31.5684	11.2431	-1.48944	0.0912
DNAJC6	0.0732974	1.50958	4.36424	0.0261
LEPR	90.4519	26.8684	-1.75124	0.07225
LEPROT	90.4519	26.8684	-1.75124	0.07225
PDE4B	2.93744	1.43759	-1.03091	0.3779
MIER1	8.10107	4.16023	-0.96145	0.2986
GADD45A	43.2316	70.5865	0.707306	0.41135
LOC100289178	0.392421	0.00636829	-5.94535	0.2394
SRSF11	17.1499	22.4304	0.38725	0.65025
HHLA3	10.8937	15.0495	0.466226	0.6876
CTH	37.8858	21.527	-0.815507	0.3471
ZRANB2-AS2	0.297003	0.0735099	-2.01446	0.40095
FPGT	2.85242	3.1731	0.153709	0.8792
FPGT-TNNI3K	2.85242	3.1731	0.153709	0.8792
TNNI3K	2.85242	3.1731	0.153709	0.8792
TYW3	4.09557	4.82137	0.23538	0.93995
ACADM	89.016	46.1863	-0.9466	0.29665
RABGGTB	25.5736	30.5348	0.255798	0.77535
ST6GALNAC3	1.15563	0.394931	-1.54901	0.33145
FAM73A	2.4622	1.75618	-0.48751	0.6563
NEXN	1.52355	0.46905	-1.69962	0.24335
DNAJB4	9.4936	3.89586	-1.28501	0.24805
GIPC2	8.96008	8.65793	-0.0494903	0.96035
MGC27382	0.566943	0.41277	-0.457864	0.80705
PTGFR	0.0984079	2.34941	4.57738	0.0176
IFI44L	2.00647	1.06982	-0.907285	0.43635
IFI44	4.74454	10.7079	1.17434	0.29135
LPHN2	11.4584	4.73794	-1.27407	0.15895
PRKACB	6.03371	3.81419	-0.66167	0.50075
SAMD13	0.200369	0.158676	-0.336574	0.85105
DNASE2B	0.780774	0.0735176	-3.40874	0.16465
RPF1	10.2153	12.1225	0.246956	0.9013
LOC646626	0.293805	0.304422	0.0512157	0.43765
CYR61	44.2124	10.094	-2.13095	0.03005
SH3GLB1	7.69703	6.16934	-0.319186	0.71075
HS2ST1	5.93725	5.71282	-0.0555909	0.95585
LOC339524	0.789885	0.202208	-1.9658	0.2692
LMO4	8.1892	4.09224	-1.00083	0.28185
PKN2	5.22709	4.67076	-0.162351	0.8575
GBP1P1	0.622084	1.11271	0.838897	0.6345
LRRC8B	1.42122	0.204587	-2.79635	0.0586
LRRC8C	1.44917	0.517421	-1.48582	0.25625
LRRC8D	6.24584	10.6974	0.776291	0.39055
ZNF326	3.88141	4.1252	0.0878846	0.9348
CDC7	0.148884	1.44253	3.27634	0.0579
BTBD8	0.301795	0.133624	-1.17539	0.546
KIAA1107	0.424797	0.565782	0.413474	0.7847
RPAP2	1.37596	2.13545	0.634102	0.6546
RPL5	556.959	543.826	-0.0344277	0.9711
MTF2	2.72503	3.08118	0.177212	0.8717
CCDC18	0.238873	0.471405	0.980722	0.53865
DR1	8.77068	10.1689	0.213406	0.8171
FNBP1L	3.94877	4.49933	0.188309	0.84685
LOC100129046	1.61747	1.42028	-0.187563	0.94995
ABCD3	47.755	20.3894	-1.22784	0.17015
SLC44A3	2.65512	0.194345	-3.77209	0.03965
LOC729970	5.17267	7.98435	0.626265	0.6288
RWDD3	53.6538	36.901	-0.540021	0.6087
TMEM56	53.6538	36.901	-0.540021	0.6087
TMEM56-RWDD3	53.6538	36.901	-0.540021	0.6087
FLJ31662	0.268344	0.185811	-0.530247	0.7644
PTBP2	1.65787	2.54808	0.620085	0.61145
SNX7	5.2966	12.6145	1.25194	0.2423
PALMD	17.4667	17.7287	0.0214855	0.9824
AGL	17.3682	3.64899	-2.25088	0.0185
SLC35A3	7.80062	9.54889	0.291744	0.769
HIAT1	11.9186	8.37114	-0.509721	0.5905
CCDC76	1.37741	1.53147	0.152958	0.9131
RTCD1	6.43419	8.69653	0.434681	0.6614
CDC14A	0.631461	2.52079	1.99711	0.1308
GPR88	1.61725	195.882	6.9203	0.0002
VCAM1	9.4407	3.64869	-1.37151	0.1766
SLC30A7	3.72502	3.10069	-0.264662	0.77735
S1PR1	14.8266	7.7268	-0.940245	0.3204
AMY2B	2.5633	7.45372	1.53996	0.199
RNPC3	2.5633	7.45372	1.53996	0.199
LOC100129138	0.022716	2.05316	6.49799	0.2427
PRMT6	3.61931	8.13834	1.16902	0.2995
FAM102B	1.80405	0.646268	-1.48104	0.2559
PRPF38B	8.27461	6.48385	-0.351842	0.70175
STXBP3	8.74087	8.58113	-0.0266093	0.978
GPSM2	0.0526979	1.72212	5.03029	0.17975
TMEM167B	8.58729	12.3744	0.527083	0.5713
SCARNA2	1.16074	1.01308	-0.19629	0.91625
KIAA1324	0.42155	0.144571	-1.54393	0.34475
SARS	61.5388	55.5393	-0.147987	0.86525
CELSR2	1.19245	0.802601	-0.57117	0.6261
SYPL2	3.20259	1.0893	-1.55583	0.24195
ATXN7L2	0.406415	1.29382	1.67061	0.3135
CYB561D1	0.59598	0.621727	0.0610167	0.96715
GNAI3	11.2522	11.5598	0.03892	0.964
AMPD2	10.845	11.352	0.0659153	0.94065
GSTM4	15.9367	15.2442	-0.0640946	0.94955
GSTM2	1.28218	0.694918	-0.883687	0.6055
GSTM1	0.480427	0.0292454	-4.03803	0.20325
GSTM5	1.05077	0.0443774	-4.56547	0.1718
CSF1	13.3811	5.62158	-1.25115	0.2086
AHCYL1	34.2363	22.1301	-0.629516	0.4812
FAM40A	3.57604	3.7886	0.0833039	0.93995
KCNC4	1.27193	0.418997	-1.60201	0.2884
RBM15	2.44164	1.76404	-0.468969	0.7113
CD53	16.7602	7.22433	-1.2141	0.25055
CEPT1	15.0888	8.90185	-0.761304	0.514
CHI3L2	0.232328	0.0681969	-1.76839	0.3729
CHIA	0.198912	0.0521659	-1.93095	0.35245
ATP5F1	50.2147	47.4417	-0.081954	0.93185
C1orf162	12.6453	3.54545	-1.83457	0.18715
RAP1A	27.1065	13.6647	-0.988182	0.2808
DDX20	2.5741	3.24464	0.333992	0.7855
CTTNBP2NL	1.69071	1.03366	-0.709866	0.5551
CAPZA1	25.0439	28.2477	0.173673	0.8306
MOV10	15.1095	25.7672	0.770078	0.37635
AKR7A2P1	0.248759	0.0551271	-2.17391	0.14145
LRIG2	0.692157	0.827684	0.25798	0.8574
MAGI3	3.09303	2.40955	-0.360253	0.714
LOC100287722	0.150507	0.244578	0.700466	0.61975
DCLRE1B	0.926548	2.06803	1.15832	0.3901
HIPK1	6.41331	4.96309	-0.369833	0.67715
OLFML3	19.6974	1.45515	-3.75877	0.01745
VANGL1	1.23443	1.45651	0.238678	0.8258
SLC22A15	0.0909474	0.479318	2.39788	0.18725
MAB21L3	0.408834	0.515301	0.333899	0.8419
ATP1A1	65.2429	98.4345	0.593344	0.5326
CD2	2.81689	2.6415	-0.0927446	0.947
PTGFRN	3.21409	3.21449	0.000179649	0.99905
CD101	0.199918	0.0814012	-1.29629	0.44355
TTF2	0.544015	1.06145	0.96432	0.4852
MAN1A2	5.16981	3.16944	-0.705881	0.46165
FAM46C	4.08638	5.61029	0.457249	0.62625
WDR3	5.48707	4.82456	-0.185637	0.8493
HAO2	56.7652	17.9525	-1.66082	0.0726
PHGDH	117.673	12.8951	-3.18989	0.0019
EMBP1	0.516945	0.49844	-0.0525917	0.97155
LOC100130000	0.138927	0.611932	2.13904	0.266
SRGAP2P2	2.55067	3.43805	0.430717	0.7841
NBPF9	1.11855	0.827186	-0.435345	0.7683
SEC22B	30.3089	40.3895	0.414242	0.62365
NOTCH2NL	2.82679	3.63402	0.362405	0.727
NBPF10	0.327187	0.164839	-0.989055	0.5131
HFE2	49.6097	99.6019	1.00555	0.25445
TXNIP	110.952	23.4893	-2.23986	0.01865
ANKRD34A	0.132285	0.76116	2.52455	0.1651
LIX1L	4.74082	3.99705	-0.246199	0.85885
RBM8A	7.5417	10.4607	0.472013	0.6649
PEX11B	15.8209	22.0948	0.48188	0.61445
ITGA10	0.231865	0.167814	-0.466425	0.78855
ANKRD35	0.628123	0.867276	0.465444	0.76635
PIAS3	2.58627	3.31591	0.358527	0.7623
RNF115	7.50647	8.05748	0.102193	0.92775
PDZK1	11.7925	6.09917	-0.951189	0.34565
PDIA3P	2.75056	5.14332	0.902974	0.46135
CHD1L	8.08686	10.0572	0.314576	0.73275
BCL9	1.55684	4.38875	1.49519	0.16445
NBPF15	0.838816	0.964996	0.20217	0.87945
NBPF16	0.838816	0.964996	0.20217	0.87945
NBPF16	0.695507	0.630719	-0.141066	0.92815
LOC645166	0.741095	0.80169	0.113386	0.94865
LOC388692	0.249499	0.271902	0.124052	0.93515
FAM91A2	1.26977	1.83329	0.529861	0.74135
LOC728855	1.26977	1.83329	0.529861	0.74135
FCGR1A	0.531796	0.0202057	-4.71804	0.25365
HIST2H2AC	0.576549	3.66207	2.66715	0.22795
BOLA1	11.9439	57.3555	2.26366	0.0487
VPS45	4.82054	12.8529	1.41482	0.16075
PLEKHO1	11.9189	9.03014	-0.400436	0.7026
CA14	1.17289	2.67524	1.18959	0.4468
C1orf54	12.4429	7.50816	-0.728788	0.6297
C1orf51	1.23551	4.06015	1.71643	0.24955
MRPS21	100.487	249.07	1.30953	0.15815
PRPF3	6.161	12.1046	0.974323	0.3173
RPRD2	6.46468	8.99503	0.476549	0.5835
TARS2	13.077	17.6793	0.435031	0.63045
ECM1	33.0524	1.32501	-4.64068	0.0044
ADAMTSL4	8.89199	6.20294	-0.519553	0.58295
SETDB1	4.4417	12.3853	1.47945	0.1239
ANXA9	15.6812	39.7546	1.34208	0.14045
PRUNE	6.10803	11.3378	0.892357	0.35895
BNIPL	0.190799	0.328636	0.784434	0.66315
C1orf56	4.2018	14.7059	1.80731	0.3269
MLLT11	0.553335	1.93143	1.80344	0.264
GABPB2	1.1315	1.67878	0.569177	0.71175
SCNM1	7.9481	15.1066	0.926498	0.42075
TNFAIP8L2	7.9481	15.1066	0.926498	0.42075
TNFAIP8L2-SCNM1	7.9481	15.1066	0.926498	0.42075
PIP5K1A	7.17518	12.2137	0.767412	0.4102
PSMD4	78.9373	147.991	0.906736	0.3035
ZNF687	4.65545	12.2445	1.39513	0.3391
PSMB4	224.389	472.18	1.07334	0.24225
CGN	25.5688	54.2272	1.08463	0.23195
TUFT1	1.63896	5.44167	1.73127	0.15595
SNX27	4.56634	7.19559	0.656075	0.4549
OAZ3	0.853192	2.60939	1.61277	0.71215
LOC100132111	0.535031	0.738914	0.465785	0.805
LCE2D	0.115048	0.672173	2.5466	0.32625
S100A9	32.1554	10.6247	-1.59763	0.20645
S100A1	2.84465	4.12003	0.534404	0.7547
CHTOP	17.495	29.3733	0.747564	0.50675
SNAPIN	19.7104	47.2675	1.26189	0.1928
NPR1	7.5426	3.05341	-1.30464	0.2145
INTS3	10.1599	22.2968	1.13395	0.1999
SLC27A3	21.1622	41.0745	0.956753	0.27545
CREB3L4	5.26634	26.7519	2.34477	0.4942
RPS27	2724.92	5430.5	0.994871	0.3405
UBAP2L	14.4906	26.6573	0.879411	0.66435
HAX1	61.533	112.239	0.867143	0.3238
ATP8B2	2.60581	5.90514	1.18024	0.2344
IL6R	23.16	37.8756	0.709631	0.4401
TDRD10	0.88193	0.422067	-1.06319	0.5238
CKS1B	25.0504	154.301	2.62284	0.0118
FLAD1	14.8737	28.6182	0.94417	0.31075
ZBTB7B	10.3955	18.1867	0.806925	0.3713
ADAM15	12.4577	32.5702	1.38651	0.14915
